DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-09-28 00:00:00;0;0;0;0;1;5;2;4;0;0;0;0;0;0
2020-09-28 00:15:00;0;0;0;0;1;13;11;2;0;0;0;0;0;0
2020-09-28 00:30:00;0;0;0;0;0;8;8;0;0;0;0;0;0;0
2020-09-28 00:45:00;0;0;0;0;1;2;4;3;0;0;0;0;0;0
2020-09-28 01:00:00;0;0;0;0;2;5;4;3;0;0;0;0;0;0
2020-09-28 01:15:00;0;0;0;0;0;2;2;2;0;0;0;0;0;0
2020-09-28 01:30:00;0;0;0;0;0;6;4;1;0;0;0;0;0;0
2020-09-28 01:45:00;0;0;0;0;2;4;5;2;0;0;0;0;0;0
2020-09-28 02:00:00;0;0;0;0;0;7;8;0;0;0;0;0;0;0
2020-09-28 02:15:00;0;0;0;0;2;3;3;1;0;0;0;0;0;0
2020-09-28 02:30:00;0;0;0;0;0;3;3;0;0;0;0;0;0;0
2020-09-28 02:45:00;0;0;0;0;0;3;3;1;0;0;0;0;0;0
2020-09-28 03:00:00;0;0;0;0;1;1;4;1;0;0;0;0;0;0
2020-09-28 03:15:00;0;0;0;0;1;3;0;0;0;0;0;0;0;0
2020-09-28 03:30:00;0;0;0;0;0;8;6;2;0;0;0;0;0;0
2020-09-28 03:45:00;0;0;0;0;1;9;7;0;0;0;0;0;0;0
2020-09-28 04:00:00;0;0;0;0;5;5;5;4;0;0;0;0;0;0
2020-09-28 04:15:00;0;0;0;0;2;11;15;6;0;0;0;0;0;0
2020-09-28 04:30:00;0;0;0;0;4;11;9;11;0;0;0;0;0;0
2020-09-28 04:45:00;0;0;0;0;5;18;18;7;0;0;0;0;0;0
2020-09-28 05:00:00;0;0;0;0;7;23;20;9;0;0;0;0;0;0
2020-09-28 05:15:00;0;0;0;0;17;32;24;17;0;0;0;0;0;0
2020-09-28 05:30:00;0;0;0;0;24;42;18;10;0;0;0;0;0;11
2020-09-28 05:45:00;0;0;0;0;18;33;35;28;0;0;0;0;0;0
2020-09-28 06:00:00;0;0;0;0;22;30;20;23;0;0;0;0;0;0
2020-09-28 06:15:00;0;0;0;0;22;39;30;33;0;0;0;0;0;0
2020-09-28 06:30:00;0;0;0;0;32;69;48;33;0;0;0;0;0;0
2020-09-28 06:45:00;0;0;0;0;34;54;42;49;0;0;0;0;0;0
2020-09-28 07:00:00;0;0;0;0;58;55;47;29;0;0;0;0;0;0
2020-09-28 07:15:00;0;0;0;0;75;81;75;39;0;0;0;0;0;0
2020-09-28 07:30:00;0;0;0;0;78;93;78;22;0;0;0;0;1;0
2020-09-28 07:45:00;0;0;0;0;76;96;122;40;0;0;1;1;6;0
2020-09-28 08:00:00;0;0;0;0;57;89;98;36;0;0;0;0;14;0
2020-09-28 08:15:00;0;0;0;0;41;86;73;34;0;0;0;0;0;0
2020-09-28 08:30:00;0;0;0;0;46;74;84;31;0;0;2;0;0;0
2020-09-28 08:45:00;0;0;0;0;36;96;90;40;0;0;0;0;0;0
2020-09-28 09:00:00;0;0;0;0;33;89;80;32;0;0;7;0;0;0
2020-09-28 09:15:00;0;0;0;0;35;75;85;32;0;0;0;0;1;0
2020-09-28 09:30:00;0;0;0;0;36;78;85;42;0;0;0;107;0;0
2020-09-28 09:45:00;0;0;0;0;39;89;97;49;0;0;0;0;0;0
2020-09-28 10:00:00;0;0;0;0;44;87;91;38;0;0;0;0;0;0
2020-09-28 10:15:00;0;0;0;0;42;102;103;47;0;0;0;0;0;0
2020-09-28 10:30:00;0;0;0;0;39;96;111;31;0;0;1;0;0;0
2020-09-28 10:45:00;0;0;0;0;36;99;114;41;0;0;0;0;0;0
2020-09-28 11:00:00;0;0;0;0;37;85;114;28;0;0;0;1;0;2
2020-09-28 11:15:00;0;0;0;0;38;96;107;35;0;0;0;0;2;0
