DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-03-29 00:00:00;3;1;2;1;3;0;6;1
2020-03-29 00:15:00;0;3;3;0;0;0;5;3
2020-03-29 00:30:00;5;2;2;1;3;0;3;1
2020-03-29 00:45:00;2;2;2;0;1;0;2;0
2020-03-29 01:00:00;2;0;0;1;1;0;2;0
2020-03-29 01:15:00;2;3;3;1;2;0;1;1
2020-03-29 01:30:00;2;5;5;1;1;0;2;2
2020-03-29 01:45:00;1;1;1;1;1;0;0;0
2020-03-29 03:00:00;0;3;3;0;0;0;0;1
2020-03-29 03:15:00;2;2;2;0;0;0;4;1
2020-03-29 03:30:00;1;4;4;0;0;0;3;0
2020-03-29 03:45:00;1;2;1;0;0;0;0;1
2020-03-29 04:00:00;1;1;1;0;1;0;3;2
2020-03-29 04:15:00;1;1;1;0;1;0;2;2
2020-03-29 04:30:00;0;0;0;0;0;0;2;1
2020-03-29 04:45:00;3;5;6;0;0;0;2;3
2020-03-29 05:00:00;2;0;0;0;1;0;2;0
2020-03-29 05:15:00;3;3;3;1;1;0;3;1
2020-03-29 05:30:00;8;3;3;0;0;0;9;3
2020-03-29 05:45:00;1;4;4;4;3;0;9;6
2020-03-29 06:00:00;1;4;4;1;2;0;7;3
2020-03-29 06:15:00;2;2;2;2;2;0;4;2
2020-03-29 06:30:00;3;7;7;0;2;0;7;1
2020-03-29 06:45:00;0;2;2;1;1;0;2;2
2020-03-29 07:00:00;1;4;4;0;1;0;2;1
2020-03-29 07:15:00;1;2;2;1;1;0;5;3
2020-03-29 07:30:00;4;3;3;0;1;0;4;2
2020-03-29 07:45:00;4;8;8;0;1;0;8;2
2020-03-29 08:00:00;5;8;8;1;1;0;5;2
2020-03-29 08:15:00;2;4;4;2;4;0;5;0
2020-03-29 08:30:00;4;8;8;0;1;0;6;2
2020-03-29 08:45:00;5;11;11;2;2;0;11;4
2020-03-29 09:00:00;0;7;7;2;1;0;9;6
2020-03-29 09:15:00;6;7;7;4;5;0;13;5
2020-03-29 09:30:00;3;13;13;1;4;0;18;4
2020-03-29 09:45:00;10;10;10;7;7;0;13;6
2020-03-29 10:00:00;9;11;11;1;3;0;14;4
2020-03-29 10:15:00;11;10;10;3;7;0;12;1
2020-03-29 10:30:00;9;9;8;3;2;0;26;10
2020-03-29 10:45:00;7;21;22;6;5;0;14;6
2020-03-29 11:00:00;12;13;14;4;7;0;17;5
2020-03-29 11:15:00;14;21;21;6;6;0;12;4
2020-03-29 11:30:00;13;14;14;9;8;0;15;7
2020-03-29 11:45:00;18;19;20;4;10;0;16;15
2020-03-29 12:00:00;22;15;14;4;9;0;11;9
2020-03-29 12:15:00;12;9;9;9;10;0;19;5
2020-03-29 12:30:00;16;19;20;8;11;0;18;8
2020-03-29 12:45:00;14;25;25;7;5;0;22;5
2020-03-29 13:00:00;10;18;18;7;6;0;25;10
2020-03-29 13:15:00;12;17;15;7;5;0;18;6
2020-03-29 13:30:00;17;16;17;4;5;0;24;13
2020-03-29 13:45:00;21;20;20;7;9;0;22;12
2020-03-29 14:00:00;13;17;16;8;10;0;23;10
2020-03-29 14:15:00;20;21;22;9;9;0;19;9
2020-03-29 14:30:00;27;25;26;7;7;0;20;14
2020-03-29 14:45:00;27;22;22;7;8;0;20;9
2020-03-29 15:00:00;22;24;22;8;14;0;17;13
2020-03-29 15:15:00;24;24;22;9;4;0;27;12
2020-03-29 15:30:00;24;26;26;8;9;0;25;23
2020-03-29 15:45:00;29;32;32;8;11;0;31;19
2020-03-29 16:00:00;26;26;24;8;12;0;28;19
2020-03-29 16:15:00;15;20;20;6;11;0;15;13
2020-03-29 16:30:00;13;22;23;8;12;0;23;6
2020-03-29 16:45:00;17;26;27;8;12;0;30;15
2020-03-29 17:00:00;18;17;17;6;6;0;30;12
2020-03-29 17:15:00;15;25;27;7;10;0;23;9
2020-03-29 17:30:00;24;21;20;7;10;0;25;13
2020-03-29 17:45:00;22;21;19;6;9;0;30;13
2020-03-29 18:00:00;16;15;15;3;9;0;22;14
2020-03-29 18:15:00;19;25;25;4;5;0;16;7
2020-03-29 18:30:00;14;26;24;2;6;0;16;11
2020-03-29 18:45:00;17;26;26;4;7;0;18;7
2020-03-29 19:00:00;25;25;25;4;12;0;16;15
2020-03-29 19:15:00;12;20;19;3;8;0;19;11
2020-03-29 19:30:00;15;15;16;3;3;0;19;11
2020-03-29 19:45:00;9;19;18;6;8;0;18;8
2020-03-29 20:00:00;7;21;22;5;4;0;18;5
2020-03-29 20:15:00;9;10;11;2;6;0;19;4
2020-03-29 20:30:00;6;11;10;5;7;0;13;9
2020-03-29 20:45:00;11;12;13;2;7;0;14;8
2020-03-29 21:00:00;8;10;10;4;6;0;20;11
2020-03-29 21:15:00;12;12;13;4;4;0;10;9
2020-03-29 21:30:00;9;11;11;2;2;0;8;4
2020-03-29 21:45:00;9;7;7;1;2;0;9;9
2020-03-29 22:00:00;8;11;10;3;2;0;7;4
2020-03-29 22:15:00;5;4;5;0;2;0;4;5
2020-03-29 22:30:00;4;5;5;0;0;0;6;3
2020-03-29 22:45:00;3;6;6;2;3;0;6;0
2020-03-29 23:00:00;2;5;5;0;1;0;4;4
2020-03-29 23:15:00;1;3;3;1;2;0;4;2
2020-03-29 23:30:00;4;5;5;0;2;0;1;2
2020-03-29 23:45:00;
