DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFBA);10(TAFBA1);11(TAFBB);12(TAFBC);13(TAFBC1);14(TAFBD)
2020-01-30 00:00:00;8;9;3;0;7;9;4;4;0;0;0;0;0;0
2020-01-30 00:15:00;8;8;3;2;4;11;5;1;0;0;0;0;0;0
2020-01-30 00:30:00;11;6;6;0;8;5;1;2;0;0;0;0;0;0
2020-01-30 00:45:00;4;2;2;2;2;5;2;2;0;0;0;0;0;0
2020-01-30 01:00:00;5;3;3;0;6;6;1;2;0;0;0;0;0;0
2020-01-30 01:15:00;5;6;4;0;2;5;2;1;0;0;0;0;0;0
2020-01-30 01:30:00;3;3;4;0;3;7;4;1;0;0;0;0;0;0
2020-01-30 01:45:00;4;5;3;1;5;5;1;0;0;0;0;0;0;0
2020-01-30 02:00:00;8;3;1;0;4;4;2;2;0;0;0;0;0;0
2020-01-30 02:15:00;4;3;1;0;4;3;2;1;0;0;0;0;0;0
2020-01-30 02:30:00;1;3;3;1;5;6;3;2;0;0;0;0;0;0
2020-01-30 02:45:00;2;0;4;1;5;2;2;2;0;0;0;0;0;0
2020-01-30 03:00:00;5;2;6;1;1;0;3;1;0;0;0;0;0;0
2020-01-30 03:15:00;7;2;2;0;2;1;2;1;0;0;0;0;0;0
2020-01-30 03:30:00;5;2;2;1;3;4;3;2;0;0;0;0;0;0
2020-01-30 03:45:00;6;3;5;0;4;7;0;1;0;0;0;0;0;0
2020-01-30 04:00:00;5;4;3;1;4;4;0;1;0;0;0;0;0;0
2020-01-30 04:15:00;8;2;6;1;4;5;3;3;0;0;0;0;0;0
2020-01-30 04:30:00;13;8;10;3;8;10;3;2;0;0;0;0;0;0
2020-01-30 04:45:00;20;11;17;1;12;19;8;9;0;0;0;0;0;0
2020-01-30 05:00:00;34;22;41;4;14;25;12;14;0;0;0;0;0;0
2020-01-30 05:15:00;49;23;115;3;20;28;13;23;0;0;0;0;0;0
2020-01-30 05:30:00;65;48;90;20;29;50;20;28;0;0;0;0;0;0
2020-01-30 05:45:00;59;58;63;16;45;63;60;40;0;0;0;0;0;0
2020-01-30 06:00:00;58;71;37;16;41;75;97;79;0;0;0;0;0;0
2020-01-30 06:15:00;75;72;55;20;53;91;58;33;0;0;0;0;0;0
2020-01-30 06:30:00;78;76;87;28;67;102;26;31;0;0;0;0;0;0
2020-01-30 06:45:00;90;105;76;31;68;109;26;16;0;3;0;0;0;12
2020-01-30 07:00:00;98;94;80;33;70;94;32;12;0;0;0;0;0;0
2020-01-30 07:15:00;101;116;78;44;116;128;49;20;0;0;0;0;0;0
2020-01-30 07:30:00;98;112;88;47;101;130;52;28;0;0;0;0;0;0
2020-01-30 07:45:00;114;115;105;58;111;136;47;38;0;0;0;0;0;0
2020-01-30 08:00:00;112;108;87;47;89;113;46;36;0;0;0;0;0;8
2020-01-30 08:15:00;112;117;93;47;94;120;44;31;0;0;2;0;0;0
2020-01-30 08:30:00;98;104;61;40;67;96;63;26;0;0;2;0;0;0
2020-01-30 08:45:00;103;122;59;28;74;97;42;21;0;2;3;0;0;0
2020-01-30 09:00:00;91;94;41;29;72;93;37;30;0;0;0;0;0;0
2020-01-30 09:15:00;86;102;45;34;62;79;39;31;0;0;0;0;0;0
2020-01-30 09:30:00;85;90;45;23;65;81;37;19;0;0;0;0;0;1
2020-01-30 09:45:00;84;99;45;20;70;96;44;32;0;0;1;0;0;1
2020-01-30 10:00:00;69;93;36;24;71;100;38;25;0;0;0;0;0;0
2020-01-30 10:15:00;84;104;41;36;65;96;43;23;0;0;1;0;0;0
2020-01-30 10:30:00;88;107;42;22;78;103;44;25;0;0;0;0;0;0
2020-01-30 10:45:00;95;94;41;22;79;114;41;31;0;0;0;0;0;0
2020-01-30 11:00:00;74;92;49;30;77;101;40;20;0;0;0;0;2;2
2020-01-30 11:15:00;83;91;37;31;75;91;41;28;0;0;0;0;0;0
2020-01-30 11:30:00;97;103;43;33;72;105;68;30;0;1;0;0;0;0
2020-01-30 11:45:00;93;103;52;28;87;127;45;24;2;0;0;4;0;1
2020-01-30 12:00:00;75;88;42;26;83;123;54;22;0;0;0;0;0;0
2020-01-30 12:15:00;78;83;50;23;98;130;51;30;0;0;3;0;0;0
2020-01-30 12:30:00;94;98;69;44;80;118;49;29;0;0;0;0;0;1
2020-01-30 12:45:00;69;81;49;24;67;87;49;34;0;0;3;0;0;0
2020-01-30 13:00:00;99;94;85;33;75;112;55;36;0;0;2;0;0;0
2020-01-30 13:15:00;92;83;94;26;86;114;46;35;0;5;1;0;0;0
2020-01-30 13:30:00;105;109;96;32;90;100;43;36;0;0;0;0;0;0
2020-01-30 13:45:00;104;108;78;29;93;102;46;33;0;0;2;0;1;0
2020-01-30 14:00:00;92;95;47;32;100;118;72;56;0;2;0;0;0;0
2020-01-30 14:15:00;109;110;45;15;98;129;91;77;0;6;0;0;0;4
2020-01-30 14:30:00;108;96;55;42;94;121;82;54;0;0;0;0;0;0
2020-01-30 14:45:00;114;126;60;32;101;126;72;45;0;0;0;0;0;0
2020-01-30 15:00:00;107;106;48;34;102;141;76;50;0;0;0;0;0;5
2020-01-30 15:15:00;109;109;40;30;110;132;91;39;0;1;14;0;0;13
2020-01-30 15:30:00;133;136;60;35;123;137;67;53;0;0;0;0;0;0
2020-01-30 15:45:00;140;134;55;30;157;154;69;47;0;0;0;0;0;0
2020-01-30 16:00:00;117;121;53;44;139;162;73;54;0;0;6;0;0;0
2020-01-30 16:15:00;129;132;63;42;155;172;64;50;0;0;0;0;0;0
2020-01-30 16:30:00;131;126;59;46;138;161;66;57;0;2;1;5;0;3
2020-01-30 16:45:00;146;141;51;52;132;168;64;50;0;0;1;0;2;4
2020-01-30 17:00:00;137;135;50;44;149;157;71;57;0;0;0;0;0;0
2020-01-30 17:15:00;140;127;65;29;139;162;56;43;0;0;0;0;0;0
2020-01-30 17:30:00;109;116;59;42;125;135;64;42;0;0;0;0;0;0
2020-01-30 17:45:00;118;135;50;37;136;154;64;41;0;0;0;4;0;0
2020-01-30 18:00:00;117;109;45;32;110;130;63;35;0;0;0;0;0;0
2020-01-30 18:15:00;92;96;37;29;90;122;50;24;0;0;5;0;0;0
2020-01-30 18:30:00;105;116;33;28;91;105;47;30;0;0;0;0;0;6
2020-01-30 18:45:00;93;106;30;21;89;118;40;31;0;0;0;2;2;4
2020-01-30 19:00:00;87;88;28;15;82;107;37;25;0;0;8;0;0;2
2020-01-30 19:15:00;67;74;35;9;76;116;33;26;0;0;5;0;0;0
2020-01-30 19:30:00;73;57;27;11;62;81;32;25;2;0;0;0;1;0
2020-01-30 19:45:00;58;52;29;10;64;85;19;15;0;0;0;0;4;0
2020-01-30 20:00:00;55;65;28;14;69;104;23;18;0;0;0;0;0;0
2020-01-30 20:15:00;63;50;33;9;57;80;21;17;0;0;0;0;0;0
2020-01-30 20:30:00;49;47;45;10;49;66;26;16;0;0;0;0;0;0
2020-01-30 20:45:00;45;39;40;6;41;55;13;14;0;0;0;0;0;0
2020-01-30 21:00:00;59;37;71;10;45;77;18;16;0;0;0;0;0;0
2020-01-30 21:15:00;54;36;97;13;43;60;13;14;0;0;0;0;0;0
2020-01-30 21:30:00;65;39;52;6;47;58;29;19;0;0;0;0;0;0
2020-01-30 21:45:00;38;25;26;7;37;52;51;34;0;0;0;0;0;0
2020-01-30 22:00:00;41;40;16;5;32;41;95;64;0;3;0;0;0;0
2020-01-30 22:15:00;39;29;8;4;35;41;49;41;0;3;2;0;0;0
2020-01-30 22:30:00;27;23;10;2;32;36;24;14;0;0;0;0;0;0
2020-01-30 22:45:00;30;22;10;3;20;24;11;13;0;0;0;0;0;0
2020-01-30 23:00:00;23;17;11;5;10;20;10;7;0;0;0;0;0;0
2020-01-30 23:15:00;14;8;16;2;9;11;3;4;0;0;0;0;0;0
2020-01-30 23:30:00;15;10;8;3;9;11;6;3;0;0;0;0;0;0
2020-01-30 23:45:00;12;5;2;2;16;16;2;1;0;0;0;0;0;0
