DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2019-08-30 00:00:00;10;10;8;4;4;2;0;6
2019-08-30 00:15:00;7;8;3;4;4;3;0;4
2019-08-30 00:30:00;7;2;1;3;2;4;0;4
2019-08-30 00:45:00;9;6;5;4;4;1;0;2
2019-08-30 01:00:00;6;4;1;2;3;3;0;5
2019-08-30 01:15:00;2;2;4;4;7;2;0;4
2019-08-30 01:30:00;6;2;2;3;2;1;0;0
2019-08-30 01:45:00;2;2;0;0;0;2;0;3
2019-08-30 02:00:00;3;2;1;2;4;0;0;4
2019-08-30 02:15:00;4;2;3;4;4;3;0;0
2019-08-30 02:30:00;6;3;1;3;4;1;0;2
2019-08-30 02:45:00;4;3;2;0;3;4;0;3
2019-08-30 03:00:00;3;0;1;0;3;0;0;0
2019-08-30 03:15:00;3;1;1;2;2;1;0;1
2019-08-30 03:30:00;1;0;0;2;4;0;0;3
2019-08-30 03:45:00;1;0;0;1;2;4;0;2
2019-08-30 04:00:00;4;4;2;3;0;0;0;3
2019-08-30 04:15:00;3;7;3;2;3;1;0;1
2019-08-30 04:30:00;3;3;3;2;1;0;0;1
2019-08-30 04:45:00;8;6;9;4;4;3;0;2
2019-08-30 05:00:00;12;12;8;5;4;9;0;6
2019-08-30 05:15:00;21;20;40;4;0;15;0;8
2019-08-30 05:30:00;15;29;41;11;8;13;0;15
2019-08-30 05:45:00;28;37;61;21;14;24;0;21
2019-08-30 06:00:00;33;18;37;33;29;11;0;20
2019-08-30 06:15:00;26;32;92;13;13;13;0;13
2019-08-30 06:30:00;33;33;88;29;48;30;0;29
2019-08-30 06:45:00;51;42;85;12;12;25;0;27
2019-08-30 07:00:00;40;41;87;19;25;25;0;42
2019-08-30 07:15:00;42;41;83;20;34;43;0;38
2019-08-30 07:30:00;48;41;99;23;24;33;0;38
2019-08-30 07:45:00;41;43;73;29;24;28;0;40
2019-08-30 08:00:00;50;42;62;19;27;34;0;27
2019-08-30 08:15:00;49;31;56;23;33;28;0;31
2019-08-30 08:30:00;45;33;55;22;60;23;0;39
2019-08-30 08:45:00;46;39;48;24;30;25;0;36
2019-08-30 09:00:00;37;39;34;23;59;31;0;29
2019-08-30 09:15:00;46;35;25;16;48;24;0;23
2019-08-30 09:30:00;52;31;23;27;31;20;0;34
2019-08-30 09:45:00;54;37;25;28;80;18;0;33
2019-08-30 10:00:00;64;38;31;30;19;32;0;33
2019-08-30 10:15:00;50;33;25;24;34;36;0;33
2019-08-30 10:30:00;57;39;21;24;66;29;0;36
2019-08-30 10:45:00;60;38;23;34;32;37;0;32
2019-08-30 11:00:00;61;36;19;30;28;27;0;38
2019-08-30 11:15:00;59;42;31;32;26;27;0;33
2019-08-30 11:30:00;68;45;31;36;39;29;0;47
2019-08-30 11:45:00;53;36;28;40;38;31;0;44
2019-08-30 12:00:00;51;48;24;36;25;32;0;47
2019-08-30 12:15:00;62;48;29;50;47;21;0;51
2019-08-30 12:30:00;39;39;20;44;32;32;0;51
2019-08-30 12:45:00;54;39;27;37;75;22;0;53
2019-08-30 13:00:00;49;39;23;41;36;34;0;39
2019-08-30 13:15:00;50;50;32;43;34;41;0;41
2019-08-30 13:30:00;47;53;39;34;24;35;0;44
2019-08-30 13:45:00;55;48;37;45;70;36;0;49
2019-08-30 14:00:00;49;46;34;49;37;25;0;60
2019-08-30 14:15:00;50;53;32;73;52;15;0;47
2019-08-30 14:30:00;70;56;26;58;38;27;0;50
2019-08-30 14:45:00;56;48;30;65;53;27;0;33
2019-08-30 15:00:00;56;35;27;66;47;31;0;50
2019-08-30 15:15:00;65;43;38;80;58;35;0;43
2019-08-30 15:30:00;60;46;22;41;53;25;0;38
2019-08-30 15:45:00;53;61;22;42;30;25;0;42
2019-08-30 16:00:00;50;44;33;50;43;24;0;38
2019-08-30 16:15:00;61;44;27;40;45;32;0;42
2019-08-30 16:30:00;45;37;25;58;30;28;0;51
2019-08-30 16:45:00;51;41;21;43;36;27;0;39
2019-08-30 17:00:00;52;52;17;43;31;35;0;42
2019-08-30 17:15:00;51;40;22;35;27;29;0;34
2019-08-30 17:30:00;58;27;28;29;33;29;0;49
2019-08-30 17:45:00;61;47;32;41;27;26;0;32
2019-08-30 18:00:00;43;38;21;37;26;30;0;32
2019-08-30 18:15:00;50;41;23;28;23;29;0;31
2019-08-30 18:30:00;36;34;22;40;25;28;0;53
2019-08-30 18:45:00;47;26;25;34;31;23;0;35
2019-08-30 19:00:00;45;37;15;26;17;25;0;26
2019-08-30 19:15:00;51;41;21;22;28;15;0;24
2019-08-30 19:30:00;54;33;14;24;29;14;0;29
2019-08-30 19:45:00;40;26;15;24;13;19;0;20
2019-08-30 20:00:00;49;30;24;22;18;25;0;29
2019-08-30 20:15:00;44;21;22;15;16;26;0;26
2019-08-30 20:30:00;31;24;23;25;17;21;0;20
2019-08-30 20:45:00;38;24;23;19;21;20;0;17
2019-08-30 21:00:00;40;16;28;12;18;21;0;20
2019-08-30 21:15:00;30;10;24;18;25;18;0;17
2019-08-30 21:30:00;24;12;18;16;17;15;0;12
2019-08-30 21:45:00;28;20;8;28;20;13;0;21
2019-08-30 22:00:00;25;9;10;31;22;16;0;18
2019-08-30 22:15:00;18;7;12;15;17;19;0;18
2019-08-30 22:30:00;19;8;5;17;21;16;0;12
2019-08-30 22:45:00;23;11;6;10;19;17;0;16
2019-08-30 23:00:00;12;11;13;8;10;13;0;14
2019-08-30 23:15:00;24;14;6;7;10;13;0;16
2019-08-30 23:30:00;15;17;11;8;5;14;0;11
2019-08-30 23:45:00;17;12;8;10;12;9;0;7
