DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2020-11-06 00:00:00;1;3;0;1;0;0;0;0
2020-11-06 00:15:00;6;1;1;0;0;0;0;0
2020-11-06 00:30:00;0;1;0;0;0;0;0;0
2020-11-06 00:45:00;3;3;1;0;0;0;0;0
2020-11-06 01:00:00;5;2;0;1;0;0;0;0
2020-11-06 01:15:00;0;3;0;0;0;0;0;0
2020-11-06 01:30:00;1;3;0;0;0;0;0;0
2020-11-06 01:45:00;4;0;2;1;0;0;0;0
2020-11-06 02:00:00;3;1;0;0;0;0;0;0
2020-11-06 02:15:00;0;1;1;0;0;0;0;0
2020-11-06 02:30:00;1;3;0;0;0;0;0;0
2020-11-06 02:45:00;1;0;3;2;0;0;0;0
2020-11-06 03:00:00;1;1;1;1;0;0;0;0
2020-11-06 03:15:00;2;0;2;1;0;0;0;0
2020-11-06 03:30:00;1;2;0;1;0;0;0;0
2020-11-06 03:45:00;1;2;0;0;0;0;0;0
2020-11-06 04:00:00;0;3;1;0;0;0;0;0
2020-11-06 04:15:00;4;1;0;0;0;0;0;0
2020-11-06 04:30:00;7;3;0;0;0;0;0;0
2020-11-06 04:45:00;8;2;1;0;0;0;0;0
2020-11-06 05:00:00;8;4;1;1;0;0;0;0
2020-11-06 05:15:00;19;8;0;1;0;0;0;0
2020-11-06 05:30:00;29;13;1;2;0;0;0;0
2020-11-06 05:45:00;25;17;2;1;0;0;0;0
2020-11-06 06:00:00;28;35;3;3;0;0;0;0
2020-11-06 06:15:00;25;33;2;1;0;0;0;0
2020-11-06 06:30:00;48;34;2;2;0;0;0;0
2020-11-06 06:45:00;26;34;1;2;0;0;0;0
2020-11-06 07:00:00;42;28;1;1;0;0;1;0
2020-11-06 07:15:00;39;36;2;2;0;0;0;0
2020-11-06 07:30:00;51;41;1;1;0;0;0;0
2020-11-06 07:45:00;41;37;1;1;0;0;0;19
2020-11-06 08:00:00;35;35;1;0;0;0;2;1
2020-11-06 08:15:00;38;35;2;2;0;0;0;0
2020-11-06 08:30:00;35;27;2;1;0;0;0;0
2020-11-06 08:45:00;37;48;6;2;0;0;0;0
2020-11-06 09:00:00;38;25;1;1;0;0;0;0
2020-11-06 09:15:00;22;29;1;1;0;0;0;0
2020-11-06 09:30:00;54;34;1;1;0;0;0;0
2020-11-06 09:45:00;49;43;1;0;0;0;0;0
2020-11-06 10:00:00;44;37;2;2;0;0;0;0
2020-11-06 10:15:00;52;49;3;0;0;0;0;0
2020-11-06 10:30:00;45;36;1;0;0;0;0;0
2020-11-06 10:45:00;59;56;6;1;0;0;0;0
2020-11-06 11:00:00;45;34;4;1;0;0;0;0
2020-11-06 11:15:00;41;53;1;2;0;0;0;0
2020-11-06 11:30:00;66;39;2;1;0;0;0;0
2020-11-06 11:45:00;49;44;1;1;0;0;0;0
2020-11-06 12:00:00;75;72;2;3;0;0;8;0
2020-11-06 12:15:00;65;58;4;2;0;0;0;0
2020-11-06 12:30:00;47;40;2;2;0;0;5;0
2020-11-06 12:45:00;58;62;4;2;0;0;0;0
2020-11-06 13:00:00;58;58;2;2;0;0;0;0
2020-11-06 13:15:00;83;73;2;1;0;0;2;0
2020-11-06 13:30:00;60;56;6;3;0;0;0;0
2020-11-06 13:45:00;77;61;4;1;0;0;0;0
2020-11-06 14:00:00;55;70;3;4;0;0;3;0
2020-11-06 14:15:00;44;61;2;3;0;0;1;0
2020-11-06 14:30:00;38;56;2;3;0;0;2;3
2020-11-06 14:45:00;67;64;2;2;0;0;0;0
2020-11-06 15:00:00;37;51;4;3;0;0;0;0
2020-11-06 15:15:00;45;54;4;3;0;0;0;0
2020-11-06 15:30:00;51;58;0;0;0;0;1;6
2020-11-06 15:45:00;43;45;3;1;0;0;0;0
2020-11-06 16:00:00;79;51;1;6;0;0;0;0
2020-11-06 16:15:00;48;45;4;1;0;0;0;0
2020-11-06 16:30:00;60;39;2;3;0;0;0;0
2020-11-06 16:45:00;60;51;2;2;0;0;0;0
2020-11-06 17:00:00;60;55;4;3;0;0;0;0
2020-11-06 17:15:00;44;50;1;3;0;0;7;0
2020-11-06 17:30:00;47;43;1;3;0;0;0;0
2020-11-06 17:45:00;54;59;1;0;0;0;0;0
2020-11-06 18:00:00;46;38;2;1;0;0;0;0
2020-11-06 18:15:00;51;34;4;4;0;0;0;0
2020-11-06 18:30:00;49;37;1;2;0;0;0;0
2020-11-06 18:45:00;35;36;1;1;0;0;0;0
2020-11-06 19:00:00;40;37;1;0;0;0;0;0
2020-11-06 19:15:00;16;35;3;4;0;0;0;0
2020-11-06 19:30:00;24;33;1;0;0;0;0;0
2020-11-06 19:45:00;25;22;0;0;0;0;0;0
2020-11-06 20:00:00;25;29;0;0;0;0;0;0
2020-11-06 20:15:00;20;26;2;1;0;0;0;0
2020-11-06 20:30:00;13;12;2;1;0;0;0;0
2020-11-06 20:45:00;26;29;1;1;0;0;0;0
2020-11-06 21:00:00;24;14;1;2;0;0;0;0
2020-11-06 21:15:00;17;11;2;4;0;0;0;0
