DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-09-15 00:00:00;5;4;0;0;9;9;0;0;9;0;0
2020-09-15 00:15:00;7;3;0;0;6;5;0;0;5;0;0
2020-09-15 00:30:00;5;11;0;0;6;5;1;0;7;0;0
2020-09-15 00:45:00;2;3;1;0;13;9;2;0;10;0;0
2020-09-15 01:00:00;2;6;1;0;8;3;0;0;6;0;0
2020-09-15 01:15:00;6;7;0;1;5;2;0;0;2;0;0
2020-09-15 01:30:00;6;6;1;0;8;6;0;0;5;0;0
2020-09-15 01:45:00;4;5;0;0;5;2;0;0;2;0;0
2020-09-15 02:00:00;7;8;0;0;5;1;0;0;3;0;0
2020-09-15 02:15:00;11;14;0;0;3;1;0;0;2;0;0
2020-09-15 02:30:00;6;6;0;0;5;5;1;0;6;0;0
2020-09-15 02:45:00;7;5;1;0;2;2;0;0;3;0;0
2020-09-15 03:00:00;7;9;2;0;8;5;0;0;5;0;0
2020-09-15 03:15:00;5;4;1;1;6;3;1;0;4;0;0
2020-09-15 03:30:00;2;4;0;0;7;2;0;0;4;0;0
2020-09-15 03:45:00;7;9;0;0;7;2;1;0;4;0;0
2020-09-15 04:00:00;11;8;0;0;5;4;0;0;5;0;0
2020-09-15 04:15:00;9;10;2;0;11;5;0;0;7;0;0
2020-09-15 04:30:00;18;14;1;1;15;4;0;0;9;0;0
2020-09-15 04:45:00;17;19;0;0;12;9;0;0;7;0;0
2020-09-15 05:00:00;32;30;1;1;28;20;0;0;22;0;0
2020-09-15 05:15:00;27;32;5;3;28;16;1;0;20;0;0
2020-09-15 05:30:00;59;67;14;1;58;32;0;0;40;0;0
2020-09-15 05:45:00;62;67;9;47;56;34;2;0;36;0;0
2020-09-15 06:00:00;58;74;18;6;70;38;5;0;46;0;0
2020-09-15 06:15:00;58;81;23;12;99;53;1;0;67;1;0
2020-09-15 06:30:00;103;131;30;16;157;112;11;0;103;0;18
2020-09-15 06:45:00;91;120;15;11;109;106;7;0;102;1;4
2020-09-15 07:00:00;76;104;12;11;135;149;7;0;151;0;14
2020-09-15 07:15:00;75;106;11;7;150;148;7;0;155;3;2
2020-09-15 07:30:00;86;139;9;14;146;157;7;0;173;3;17
2020-09-15 07:45:00;104;139;17;6;127;107;8;0;113;2;1
2020-09-15 08:00:00;80;134;10;11;92;107;10;0;111;2;8
2020-09-15 08:15:00;75;117;11;4;102;85;8;0;88;8;7
2020-09-15 08:30:00;96;107;7;6;93;80;7;0;87;5;3
2020-09-15 08:45:00;72;98;10;5;85;100;4;0;102;7;8
2020-09-15 09:00:00;72;99;7;9;76;71;7;0;70;4;0
2020-09-15 09:15:00;87;92;11;4;71;72;6;0;80;3;12
2020-09-15 09:30:00;95;95;8;4;111;92;9;0;104;9;7
2020-09-15 09:45:00;86;89;7;10;112;77;11;0;87;7;2
2020-09-15 10:00:00;84;99;3;6;73;66;8;0;74;8;5
2020-09-15 10:15:00;77;107;8;4;76;74;11;0;77;9;8
2020-09-15 10:30:00;96;106;6;2;100;96;12;0;100;11;35
2020-09-15 10:45:00;42;166;19;10;80;77;5;0;78;10;10
2020-09-15 11:00:00;60;137;13;8;85;86;7;0;97;3;2
2020-09-15 11:15:00;73;103;9;8;93;88;9;0;90;12;0
2020-09-15 11:30:00;75;82;7;9;90;86;9;0;99;5;3
2020-09-15 11:45:00;81;102;17;8;101;95;9;0;97;4;0
