DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2020-03-13 00:00:00;4;4;8;2;0;0
2020-03-13 00:15:00;9;12;14;12;0;0
2020-03-13 00:30:00;5;2;8;6;0;0
2020-03-13 00:45:00;6;4;8;5;0;0
2020-03-13 01:00:00;5;5;13;4;0;0
2020-03-13 01:15:00;7;5;8;6;0;0
2020-03-13 01:30:00;7;5;9;5;0;0
2020-03-13 01:45:00;5;3;9;6;0;0
2020-03-13 02:00:00;5;5;5;2;0;0
2020-03-13 02:15:00;7;6;8;3;0;0
2020-03-13 02:30:00;6;6;7;5;0;0
2020-03-13 02:45:00;4;2;5;4;0;0
2020-03-13 03:00:00;4;2;5;7;0;0
2020-03-13 03:15:00;7;6;5;5;0;0
2020-03-13 03:30:00;6;4;10;5;0;0
2020-03-13 03:45:00;8;8;12;5;0;0
2020-03-13 04:00:00;8;8;9;5;0;0
2020-03-13 04:15:00;12;10;14;7;0;0
2020-03-13 04:30:00;14;13;29;7;0;0
2020-03-13 04:45:00;23;12;55;37;0;0
2020-03-13 05:00:00;25;28;111;75;0;0
2020-03-13 05:15:00;37;36;163;137;0;0
2020-03-13 05:30:00;61;59;148;145;0;0
2020-03-13 05:45:00;94;115;119;116;0;0
2020-03-13 06:00:00;132;160;141;142;1;0
2020-03-13 06:15:00;96;108;121;122;0;0
2020-03-13 06:30:00;82;93;161;165;0;0
2020-03-13 06:45:00;76;102;118;156;12;0
2020-03-13 07:00:00;69;75;135;148;2;0
2020-03-13 07:15:00;89;92;144;154;7;0
2020-03-13 07:30:00;87;101;137;156;35;0
2020-03-13 07:45:00;82;84;114;118;4;0
2020-03-13 08:00:00;82;87;131;108;5;0
2020-03-13 08:15:00;85;81;117;115;19;0
2020-03-13 08:30:00;99;76;114;93;4;0
2020-03-13 08:45:00;89;82;108;114;8;0
2020-03-13 09:00:00;86;90;86;89;9;2
2020-03-13 09:15:00;113;107;90;81;15;2
2020-03-13 09:30:00;93;93;106;108;8;1
2020-03-13 09:45:00;90;90;102;120;18;0
2020-03-13 10:00:00;103;111;105;95;10;0
2020-03-13 10:15:00;119;119;105;101;7;7
2020-03-13 10:30:00;111;126;109;90;33;1
2020-03-13 10:45:00;105;107;110;82;18;0
2020-03-13 11:00:00;99;97;95;80;16;0
2020-03-13 11:15:00;114;129;99;78;14;0
2020-03-13 11:30:00;101;116;116;90;11;11
2020-03-13 11:45:00;151;156;109;107;23;0
2020-03-13 12:00:00;125;150;89;91;17;0
2020-03-13 12:15:00;146;173;110;90;10;8
2020-03-13 12:30:00;126;146;91;86;3;0
2020-03-13 12:45:00;100;138;73;56;3;0
2020-03-13 13:00:00;114;121;80;80;9;0
2020-03-13 13:15:00;114;140;99;97;10;7
2020-03-13 13:30:00;139;160;136;154;20;6
2020-03-13 13:45:00;155;189;150;146;22;0
2020-03-13 14:00:00;140;182;123;108;27;1
2020-03-13 14:15:00;165;172;82;77;6;0
2020-03-13 14:30:00;114;136;56;65;6;6
2020-03-13 14:45:00;104;126;75;66;11;1
2020-03-13 15:00:00;157;171;90;95;11;0
2020-03-13 15:15:00;204;239;113;100;19;0
2020-03-13 15:30:00;145;205;111;86;22;4
2020-03-13 15:45:00;146;162;104;100;27;3
2020-03-13 16:00:00;182;207;106;116;33;4
2020-03-13 16:15:00;143;164;112;95;15;0
2020-03-13 16:30:00;150;176;118;130;22;0
2020-03-13 16:45:00;128;121;95;86;2;0
2020-03-13 17:00:00;150;169;108;94;34;4
2020-03-13 17:15:00;152;177;116;119;48;12
2020-03-13 17:30:00;119;141;94;82;6;1
2020-03-13 17:45:00;133;140;105;108;18;0
2020-03-13 18:00:00;138;171;114;101;10;0
2020-03-13 18:15:00;116;114;88;81;18;1
2020-03-13 18:30:00;96;105;115;85;7;0
2020-03-13 18:45:00;94;105;86;86;31;0
2020-03-13 19:00:00;100;95;86;75;1;0
2020-03-13 19:15:00;88;82;77;59;1;2
2020-03-13 19:30:00;88;86;77;76;3;19
2020-03-13 19:45:00;61;55;47;55;1;0
2020-03-13 20:00:00;76;79;65;55;5;0
2020-03-13 20:15:00;60;66;58;63;1;0
2020-03-13 20:30:00;64;40;56;36;0;0
2020-03-13 20:45:00;58;47;89;63;6;6
2020-03-13 21:00:00;50;42;100;83;0;0
2020-03-13 21:15:00;48;39;119;91;0;0
2020-03-13 21:30:00;54;48;73;62;0;0
2020-03-13 21:45:00;101;118;44;34;1;0
2020-03-13 22:00:00;154;168;46;38;0;0
2020-03-13 22:15:00;75;85;43;22;0;0
2020-03-13 22:30:00;54;47;38;20;0;0
2020-03-13 22:45:00;37;27;29;19;0;0
2020-03-13 23:00:00;32;30;15;18;0;0
2020-03-13 23:15:00;23;29;27;16;0;0
2020-03-13 23:30:00;19;13;23;23;0;0
2020-03-13 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
