DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2020-03-03 00:00:00;9;7;0;10;7;0;0;0;0;0
2020-03-03 00:15:00;6;4;1;7;2;0;0;0;0;0
2020-03-03 00:30:00;6;8;0;1;2;0;0;0;0;0
2020-03-03 00:45:00;6;4;0;14;2;0;0;0;0;0
2020-03-03 01:00:00;8;6;0;4;2;0;0;0;0;0
2020-03-03 01:15:00;3;2;0;2;2;0;0;0;0;0
2020-03-03 01:30:00;7;5;0;5;1;0;0;0;0;0
2020-03-03 01:45:00;6;5;0;11;5;0;0;0;0;0
2020-03-03 02:00:00;7;5;1;3;1;1;0;0;0;0
2020-03-03 02:15:00;14;7;0;3;3;0;0;0;0;0
2020-03-03 02:30:00;3;1;0;2;0;0;0;0;0;0
2020-03-03 02:45:00;11;4;0;2;3;0;0;0;0;0
2020-03-03 03:00:00;6;3;0;12;8;0;0;0;0;0
2020-03-03 03:15:00;5;4;0;7;1;0;0;0;0;0
2020-03-03 03:30:00;6;4;0;6;4;2;0;0;0;0
2020-03-03 03:45:00;6;2;0;5;2;0;0;0;0;0
2020-03-03 04:00:00;13;8;0;15;8;0;0;0;0;0
2020-03-03 04:15:00;10;8;0;10;10;2;0;0;0;0
2020-03-03 04:30:00;17;7;0;4;3;0;0;0;0;0
2020-03-03 04:45:00;18;15;2;11;5;2;0;0;0;0
2020-03-03 05:00:00;23;10;0;35;21;0;0;0;0;0
2020-03-03 05:15:00;25;22;1;37;18;0;0;0;0;0
2020-03-03 05:30:00;57;32;1;59;29;1;0;0;0;0
2020-03-03 05:45:00;66;31;1;69;43;3;0;0;0;0
2020-03-03 06:00:00;57;37;4;56;30;2;0;0;0;0
2020-03-03 06:15:00;67;35;0;81;30;1;0;0;0;0
2020-03-03 06:30:00;92;67;0;83;60;4;0;0;0;0
2020-03-03 06:45:00;136;71;0;98;59;6;8;0;0;0
2020-03-03 07:00:00;105;60;1;115;74;3;0;0;0;0
2020-03-03 07:15:00;133;72;0;125;74;6;1;0;0;0
2020-03-03 07:30:00;126;70;2;117;62;260;0;0;0;0
2020-03-03 07:45:00;143;95;0;103;65;5;0;0;0;0
2020-03-03 08:00:00;113;106;1;91;59;9;1;0;0;0
2020-03-03 08:15:00;101;89;0;80;50;10;1;0;0;0
2020-03-03 08:30:00;76;68;0;90;43;259;0;0;0;0
2020-03-03 08:45:00;97;100;6;90;54;6;9;0;0;0
2020-03-03 09:00:00;68;54;1;83;58;7;0;0;0;0
2020-03-03 09:15:00;94;55;1;95;35;9;9;0;0;0
2020-03-03 09:30:00;79;56;1;104;49;260;0;0;0;0
2020-03-03 09:45:00;80;62;4;109;50;4;0;0;0;0
2020-03-03 10:00:00;81;36;2;92;47;8;0;0;0;0
2020-03-03 10:15:00;84;61;3;79;41;6;0;0;0;0
2020-03-03 10:30:00;99;74;0;102;51;8;0;0;0;0
2020-03-03 10:45:00;80;53;4;80;55;10;0;0;0;0
2020-03-03 11:00:00;102;86;3;109;61;7;0;0;0;0
2020-03-03 11:15:00;84;57;4;104;59;12;1;0;0;0
2020-03-03 11:30:00;84;68;8;103;60;261;0;0;0;0
2020-03-03 11:45:00;98;43;12;92;59;7;2;0;0;0
2020-03-03 12:00:00;95;77;11;108;69;9;4;0;0;0
2020-03-03 12:15:00;100;74;7;106;54;9;4;0;0;0
2020-03-03 12:30:00;92;59;7;91;56;7;3;0;0;0
2020-03-03 12:45:00;86;55;5;96;56;9;2;0;0;0
2020-03-03 13:00:00;83;55;2;100;43;10;16;0;0;0
2020-03-03 13:15:00;120;62;5;101;57;12;0;0;0;0
2020-03-03 13:30:00;95;53;8;93;65;9;31;0;0;0
2020-03-03 13:45:00;93;61;8;91;58;8;0;0;0;0
2020-03-03 14:00:00;80;59;5;82;47;10;7;0;0;0
2020-03-03 14:15:00;89;48;8;88;48;6;0;0;0;0
2020-03-03 14:30:00;98;56;4;108;54;9;0;0;0;0
2020-03-03 14:45:00;115;75;5;109;73;9;0;0;0;0
2020-03-03 15:00:00;91;61;8;87;69;8;0;0;0;0
2020-03-03 15:15:00;99;49;1;111;58;11;3;0;0;0
2020-03-03 15:30:00;89;61;6;113;82;9;0;0;0;0
2020-03-03 15:45:00;114;67;1;102;68;12;0;0;0;0
2020-03-03 16:00:00;128;86;7;137;90;9;9;0;0;0
2020-03-03 16:15:00;122;79;4;112;65;14;0;0;0;0
2020-03-03 16:30:00;116;70;7;124;92;10;0;0;0;0
2020-03-03 16:45:00;114;71;1;145;90;14;2;0;0;0
