DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2019-08-13 00:00:00;1;3;3;2;1;0;0;1;0;0
2019-08-13 00:15:00;3;5;0;2;0;0;1;1;0;0
2019-08-13 00:30:00;4;7;3;2;0;0;1;0;0;0
2019-08-13 00:45:00;1;2;3;1;1;0;0;0;0;0
2019-08-13 01:00:00;2;3;2;1;0;0;0;0;0;0
2019-08-13 01:15:00;2;3;2;0;0;0;0;0;0;0
2019-08-13 01:30:00;2;1;2;0;0;0;0;0;0;0
2019-08-13 01:45:00;3;2;0;0;0;0;0;1;0;0
2019-08-13 02:00:00;1;2;2;0;0;0;0;1;0;0
2019-08-13 02:15:00;1;2;0;0;0;0;0;1;0;0
2019-08-13 02:30:00;2;3;5;1;1;0;0;0;0;0
2019-08-13 02:45:00;3;2;0;0;0;0;0;0;0;0
2019-08-13 03:00:00;5;4;1;3;0;1;0;3;0;0
2019-08-13 03:15:00;0;1;0;0;0;0;1;0;0;0
2019-08-13 03:30:00;4;3;1;1;0;0;0;0;0;0
2019-08-13 03:45:00;5;8;4;4;0;0;0;0;0;0
2019-08-13 04:00:00;0;3;4;1;0;0;0;0;0;0
2019-08-13 04:15:00;2;1;1;0;0;0;0;0;0;0
2019-08-13 04:30:00;7;8;3;1;0;0;0;0;0;0
2019-08-13 04:45:00;4;3;3;1;1;1;0;2;0;0
2019-08-13 05:00:00;4;9;13;0;0;0;1;0;0;0
2019-08-13 05:15:00;18;5;24;1;0;0;2;1;0;0
2019-08-13 05:30:00;41;13;36;2;2;1;0;2;0;0
2019-08-13 05:45:00;51;11;36;3;0;3;5;3;0;0
2019-08-13 06:00:00;38;27;45;3;0;2;2;7;0;0
2019-08-13 06:15:00;26;23;38;4;1;3;4;1;0;0
2019-08-13 06:30:00;45;25;73;7;1;3;3;2;0;0
2019-08-13 06:45:00;48;26;61;5;0;0;2;2;0;0
2019-08-13 07:00:00;35;19;53;3;1;2;8;4;0;0
2019-08-13 07:15:00;40;28;56;5;5;4;6;1;0;0
2019-08-13 07:30:00;55;28;64;5;1;1;4;2;0;0
2019-08-13 07:45:00;46;32;63;8;2;4;1;4;0;0
2019-08-13 08:00:00;55;40;62;8;2;2;8;5;2;1
2019-08-13 08:15:00;38;28;53;7;2;3;14;7;0;0
2019-08-13 08:30:00;45;33;63;6;4;2;5;8;2;3
2019-08-13 08:45:00;37;39;58;7;4;3;7;3;2;0
2019-08-13 09:00:00;39;49;54;4;5;4;7;3;10;3
2019-08-13 09:15:00;31;46;43;1;8;7;12;3;6;1
2019-08-13 09:30:00;28;43;38;3;3;5;9;8;4;6
2019-08-13 09:45:00;28;46;54;2;0;3;8;4;7;2
2019-08-13 10:00:00;25;29;54;6;2;5;9;6;2;0
2019-08-13 10:15:00;26;47;47;3;5;3;13;4;2;3
2019-08-13 10:30:00;15;38;39;6;4;1;9;5;26;3
2019-08-13 10:45:00;29;47;41;5;4;2;10;9;3;0
2019-08-13 11:00:00;30;36;54;4;4;3;13;5;2;3
2019-08-13 11:15:00;31;52;54;2;6;2;10;10;6;4
2019-08-13 11:30:00;29;48;62;7;5;3;17;13;0;0
2019-08-13 11:45:00;25;32;63;5;8;1;12;7;4;7
2019-08-13 12:00:00;18;45;53;8;13;3;20;14;0;0
2019-08-13 12:15:00;22;40;63;6;7;1;14;9;1;2
2019-08-13 12:30:00;36;54;47;5;7;3;15;7;2;3
2019-08-13 12:45:00;34;43;59;5;8;5;14;10;1;0
2019-08-13 13:00:00;25;44;58;6;8;5;22;10;0;0
2019-08-13 13:15:00;27;35;58;6;5;6;14;7;2;1
2019-08-13 13:30:00;44;68;60;1;6;3;32;9;0;0
2019-08-13 13:45:00;45;55;59;5;3;0;7;10;1;58
2019-08-13 14:00:00;43;55;86;9;19;4;15;17;0;0
2019-08-13 14:15:00;30;43;48;6;17;0;26;19;0;0
2019-08-13 14:30:00;23;77;47;10;14;4;33;20;1;0
2019-08-13 14:45:00;29;60;60;8;5;1;22;14;3;0
2019-08-13 15:00:00;35;55;57;8;16;2;30;24;2;0
2019-08-13 15:15:00;23;46;37;6;11;1;22;13;0;0
2019-08-13 15:30:00;44;69;55;5;12;3;24;15;0;0
2019-08-13 15:45:00;31;59;52;5;14;1;39;27;0;0
2019-08-13 16:00:00;31;75;61;12;11;6;27;25;0;0
2019-08-13 16:15:00;26;52;60;4;12;3;32;12;1;0
2019-08-13 16:30:00;34;49;51;6;14;2;34;27;3;7
2019-08-13 16:45:00;46;70;54;6;15;1;21;21;1;0
2019-08-13 17:00:00;23;40;55;3;18;4;19;24;0;0
2019-08-13 17:15:00;25;44;55;7;7;0;15;14;4;4
2019-08-13 17:30:00;34;65;58;7;10;3;11;14;2;2
2019-08-13 17:45:00;24;38;45;4;5;1;12;7;0;0
2019-08-13 18:00:00;26;36;43;3;14;3;20;15;4;0
2019-08-13 18:15:00;12;40;41;5;5;1;12;8;2;1
2019-08-13 18:30:00;14;35;56;3;4;2;7;10;1;1
2019-08-13 18:45:00;13;25;40;3;5;1;10;6;3;0
2019-08-13 19:00:00;14;28;48;2;4;2;14;7;2;10
2019-08-13 19:15:00;30;31;41;1;4;3;6;7;0;0
2019-08-13 19:30:00;16;24;35;3;3;3;9;3;1;0
2019-08-13 19:45:00;28;31;46;5;7;10;4;10;2;0
2019-08-13 20:00:00;24;24;48;8;2;0;1;4;0;0
2019-08-13 20:15:00;14;21;27;4;1;0;1;6;4;17
2019-08-13 20:30:00;12;24;21;1;1;1;2;6;0;0
2019-08-13 20:45:00;7;11;15;0;1;0;1;7;0;0
2019-08-13 21:00:00;10;13;11;3;1;0;1;2;0;0
2019-08-13 21:15:00;23;19;14;1;0;1;0;7;0;0
2019-08-13 21:30:00;12;12;21;3;0;0;5;2;0;0
2019-08-13 21:45:00;8;11;12;1;0;0;10;6;0;0
2019-08-13 22:00:00;17;25;12;3;10;0;14;9;1;0
2019-08-13 22:15:00;3;7;9;2;4;0;1;8;0;0
2019-08-13 22:30:00;11;15;11;4;0;0;3;5;0;0
2019-08-13 22:45:00;5;8;7;1;0;0;0;1;0;0
2019-08-13 23:00:00;3;5;7;0;2;0;0;2;0;0
2019-08-13 23:15:00;3;5;9;1;0;0;0;1;0;0
2019-08-13 23:30:00;9;8;4;2;1;0;0;3;0;0
2019-08-13 23:45:00;3;3;5;3;0;0;3;0;0;0
