DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-07-09 00:00:00;0;0;1;2;4
2020-07-09 00:15:00;7;2;2;5;4
2020-07-09 00:30:00;0;0;0;1;1
2020-07-09 00:45:00;0;0;0;1;1
2020-07-09 01:00:00;0;0;3;0;2
2020-07-09 01:15:00;2;0;1;3;1
2020-07-09 01:30:00;0;0;0;0;0
2020-07-09 01:45:00;0;0;0;0;0
2020-07-09 02:00:00;0;1;0;0;2
2020-07-09 02:15:00;1;0;0;0;0
2020-07-09 02:30:00;1;0;0;0;0
2020-07-09 02:45:00;1;0;1;1;0
2020-07-09 03:00:00;0;0;0;2;0
2020-07-09 03:15:00;0;0;0;0;0
2020-07-09 03:30:00;0;0;0;0;2
2020-07-09 03:45:00;0;1;0;0;0
2020-07-09 04:00:00;3;0;0;1;3
2020-07-09 04:15:00;0;0;0;1;2
2020-07-09 04:30:00;1;0;0;0;2
2020-07-09 04:45:00;1;0;0;1;3
2020-07-09 05:00:00;5;0;1;4;1
2020-07-09 05:15:00;0;0;1;3;1
2020-07-09 05:30:00;6;2;2;14;8
2020-07-09 05:45:00;17;0;2;12;10
2020-07-09 06:00:00;8;5;2;9;12
2020-07-09 06:15:00;27;5;7;20;31
2020-07-09 06:30:00;30;9;6;14;30
2020-07-09 06:45:00;37;3;5;9;37
2020-07-09 07:00:00;39;5;7;17;51
2020-07-09 07:15:00;32;16;7;19;72
2020-07-09 07:30:00;49;15;13;30;94
2020-07-09 07:45:00;74;18;9;18;75
2020-07-09 08:00:00;46;15;12;27;73
2020-07-09 08:15:00;51;13;13;25;64
2020-07-09 08:30:00;48;14;13;25;70
2020-07-09 08:45:00;52;19;13;28;46
2020-07-09 09:00:00;36;12;18;36;57
2020-07-09 09:15:00;43;11;15;18;57
2020-07-09 09:30:00;42;16;19;23;53
2020-07-09 09:45:00;33;4;12;26;70
2020-07-09 10:00:00;48;17;13;12;59
2020-07-09 10:15:00;33;8;22;29;58
2020-07-09 10:30:00;36;14;9;29;54
2020-07-09 10:45:00;34;9;15;29;61
2020-07-09 11:00:00;41;13;11;26;64
2020-07-09 11:15:00;39;6;15;30;63
2020-07-09 11:30:00;39;10;23;30;57
2020-07-09 11:45:00;53;15;23;32;52
2020-07-09 12:00:00;37;9;17;19;68
2020-07-09 12:15:00;51;10;26;36;62
2020-07-09 12:30:00;31;7;14;16;75
2020-07-09 12:45:00;51;4;16;29;77
2020-07-09 13:00:00;70;9;21;25;71
2020-07-09 13:15:00;41;4;17;22;52
2020-07-09 13:30:00;36;15;13;39;59
2020-07-09 13:45:00;46;12;20;25;57
2020-07-09 14:00:00;38;12;13;30;61
2020-07-09 14:15:00;35;10;18;32;76
2020-07-09 14:30:00;42;13;16;30;66
2020-07-09 14:45:00;60;14;20;24;73
2020-07-09 15:00:00;47;11;16;29;87
2020-07-09 15:15:00;48;10;21;37;64
2020-07-09 15:30:00;52;9;15;31;63
2020-07-09 15:45:00;45;6;16;28;81
2020-07-09 16:00:00;68;10;25;30;84
2020-07-09 16:15:00;57;7;24;45;94
2020-07-09 16:30:00;49;7;16;282;101
2020-07-09 16:45:00;53;8;21;322;85
2020-07-09 17:00:00;47;11;21;45;85
2020-07-09 17:15:00;65;8;28;188;79
2020-07-09 17:30:00;53;8;21;592;93
2020-07-09 17:45:00;53;10;24;265;75
2020-07-09 18:00:00;53;8;22;254;70
2020-07-09 18:15:00;42;9;18;267;64
2020-07-09 18:30:00;45;13;16;25;72
2020-07-09 18:45:00;44;9;14;268;75
2020-07-09 19:00:00;35;6;16;16;66
2020-07-09 19:15:00;44;7;15;20;63
2020-07-09 19:30:00;32;7;8;23;43
2020-07-09 19:45:00;45;9;10;20;40
2020-07-09 20:00:00;36;6;11;11;46
2020-07-09 20:15:00;35;5;6;13;50
2020-07-09 20:30:00;28;8;10;14;33
2020-07-09 20:45:00;27;7;9;18;35
2020-07-09 21:00:00;26;3;16;18;23
2020-07-09 21:15:00;34;7;7;17;36
2020-07-09 21:30:00;22;1;2;11;23
2020-07-09 21:45:00;32;5;4;10;30
2020-07-09 22:00:00;23;4;6;9;23
2020-07-09 22:15:00;15;4;8;9;18
2020-07-09 22:30:00;20;3;12;19;32
2020-07-09 22:45:00;17;2;2;14;11
2020-07-09 23:00:00;16;4;4;19;12
2020-07-09 23:15:00;11;1;3;7;12
2020-07-09 23:30:00;2;0;1;10;8
2020-07-09 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
