DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-02-27 00:00:00;3;1;1;0;0;8;1;8;1;1;0
2020-02-27 00:15:00;4;3;2;0;0;8;1;8;0;1;0
2020-02-27 00:30:00;3;1;0;0;0;4;0;4;0;0;0
2020-02-27 00:45:00;5;4;4;0;0;2;3;2;1;0;0
2020-02-27 01:00:00;4;2;2;0;0;4;1;4;0;0;0
2020-02-27 01:15:00;2;0;0;0;0;2;0;2;1;0;0
2020-02-27 01:30:00;5;0;0;0;0;3;0;3;0;1;0
2020-02-27 01:45:00;3;3;1;0;0;6;3;6;0;0;0
2020-02-27 02:00:00;2;1;1;0;0;10;0;10;2;1;0
2020-02-27 02:15:00;2;1;1;0;0;3;1;3;0;1;0
2020-02-27 02:30:00;3;2;2;0;0;2;1;2;0;0;0
2020-02-27 02:45:00;5;0;0;0;0;2;0;2;0;1;0
2020-02-27 03:00:00;1;0;0;0;0;3;2;2;2;2;0
2020-02-27 03:15:00;4;2;0;0;0;2;2;2;2;1;0
2020-02-27 03:30:00;5;0;1;0;0;4;2;4;1;5;0
2020-02-27 03:45:00;2;5;3;0;0;5;6;5;1;3;0
2020-02-27 04:00:00;7;4;2;1;0;6;5;7;1;4;0
2020-02-27 04:15:00;9;1;0;0;0;8;2;8;2;7;0
2020-02-27 04:30:00;15;4;5;0;0;8;3;8;0;1;0
2020-02-27 04:45:00;21;5;5;0;0;11;4;11;1;0;0
2020-02-27 05:00:00;36;4;2;0;0;21;5;21;2;5;0
2020-02-27 05:15:00;32;3;2;0;0;22;3;22;4;0;0
2020-02-27 05:30:00;99;9;3;0;0;37;11;38;1;5;0
2020-02-27 05:45:00;74;5;3;0;0;35;12;35;1;5;0
2020-02-27 06:00:00;87;6;5;0;0;60;15;60;4;10;0
2020-02-27 06:15:00;73;6;3;0;0;47;6;47;9;8;0
2020-02-27 06:30:00;150;6;6;0;0;88;15;87;2;6;27
2020-02-27 06:45:00;223;2;2;0;0;61;14;61;9;4;24
2020-02-27 07:00:00;155;1;1;0;0;61;28;61;5;0;2
2020-02-27 07:15:00;174;0;0;0;2;83;18;83;14;7;1
2020-02-27 07:30:00;188;2;1;0;0;63;12;64;8;9;1
2020-02-27 07:45:00;216;2;1;0;1;68;19;68;9;7;1
2020-02-27 08:00:00;169;4;0;0;3;76;19;75;7;4;1
2020-02-27 08:15:00;160;5;1;0;1;62;22;62;11;9;0
2020-02-27 08:30:00;128;0;0;0;3;68;23;67;13;9;0
2020-02-27 08:45:00;110;4;3;0;2;64;22;65;17;6;1
2020-02-27 09:00:00;104;4;1;1;1;59;23;61;18;11;0
2020-02-27 09:15:00;123;2;0;0;0;65;25;65;21;6;0
2020-02-27 09:30:00;91;1;1;0;1;49;25;49;19;13;0
2020-02-27 09:45:00;99;1;0;0;0;67;33;67;26;16;1
2020-02-27 10:00:00;83;0;0;0;0;76;24;76;27;13;0
2020-02-27 10:15:00;97;2;1;1;2;78;27;79;19;2;0
2020-02-27 10:30:00;104;1;0;0;0;81;19;83;22;13;0
2020-02-27 10:45:00;96;3;0;0;3;94;31;93;23;12;0
2020-02-27 11:00:00;97;3;0;0;1;101;27;101;24;11;0
2020-02-27 11:15:00;95;3;1;0;3;104;32;97;21;18;0
2020-02-27 11:30:00;79;3;1;0;0;65;32;64;28;14;0
2020-02-27 11:45:00;73;0;0;0;2;92;47;92;32;9;0
2020-02-27 12:00:00;91;6;1;0;1;101;31;100;31;8;0
2020-02-27 12:15:00;95;1;1;0;2;116;35;116;40;10;0
2020-02-27 12:30:00;107;1;1;0;1;90;25;90;30;24;0
2020-02-27 12:45:00;110;2;1;0;1;90;25;91;29;12;0
2020-02-27 13:00:00;100;4;1;0;4;107;31;107;26;10;0
2020-02-27 13:15:00;114;6;1;0;1;104;23;107;35;13;0
2020-02-27 13:30:00;120;3;1;0;0;82;17;82;21;9;0
2020-02-27 13:45:00;106;2;0;0;0;97;27;99;15;11;0
2020-02-27 14:00:00;102;2;1;0;1;108;13;107;22;7;1
2020-02-27 14:15:00;110;4;2;0;0;113;25;114;23;9;0
