DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-03-23 00:00:00;2;2;2;2;5;8;5;0;0;0;0;0;0;0
2020-03-23 00:15:00;5;2;0;1;2;4;7;0;0;0;0;0;0;0
2020-03-23 00:30:00;6;2;1;1;2;4;7;0;0;0;0;0;0;0
2020-03-23 00:45:00;1;1;0;0;1;4;2;0;0;0;0;0;0;0
2020-03-23 01:00:00;2;0;0;0;1;3;2;0;0;0;0;0;0;0
2020-03-23 01:15:00;3;0;0;0;0;5;2;0;0;0;0;0;0;0
2020-03-23 01:30:00;0;2;0;0;1;7;1;0;0;0;0;0;0;0
2020-03-23 01:45:00;1;2;0;1;1;5;6;0;0;0;0;0;0;0
2020-03-23 02:00:00;0;1;0;0;5;10;4;0;0;0;0;0;0;0
2020-03-23 02:15:00;2;5;0;1;1;6;5;0;0;0;0;0;0;0
2020-03-23 02:30:00;2;0;0;0;3;7;2;0;0;0;0;0;0;0
2020-03-23 02:45:00;0;0;0;1;8;8;0;0;0;0;0;0;0;0
2020-03-23 03:00:00;1;3;0;1;2;6;4;0;0;0;0;0;0;0
2020-03-23 03:15:00;7;0;0;0;1;6;9;0;0;0;0;0;0;0
2020-03-23 03:30:00;4;0;1;1;1;8;4;0;0;0;0;0;0;0
2020-03-23 03:45:00;1;2;1;0;1;4;7;0;0;0;0;0;0;0
2020-03-23 04:00:00;1;0;1;0;2;9;4;0;0;0;0;0;0;0
2020-03-23 04:15:00;3;0;0;0;7;18;8;0;0;0;0;0;0;0
2020-03-23 04:30:00;4;0;0;0;3;20;14;0;0;0;0;0;0;0
2020-03-23 04:45:00;8;2;2;1;4;21;9;0;0;0;0;0;0;0
2020-03-23 05:00:00;17;0;3;1;5;37;25;0;0;0;0;0;0;0
2020-03-23 05:15:00;41;3;9;7;14;45;44;0;0;0;0;0;0;0
2020-03-23 05:30:00;50;11;19;9;22;42;85;0;0;0;0;0;0;0
2020-03-23 05:45:00;55;5;18;6;15;39;73;0;0;0;0;0;0;0
2020-03-23 06:00:00;49;7;13;1;20;54;77;0;0;2;0;0;0;0
2020-03-23 06:15:00;61;9;15;4;23;66;93;1;0;0;0;0;0;0
2020-03-23 06:30:00;92;18;27;9;41;105;126;0;0;2;0;0;0;0
2020-03-23 06:45:00;80;16;27;7;37;84;132;0;0;0;0;0;0;0
2020-03-23 07:00:00;88;18;17;7;35;89;137;0;0;5;0;0;0;0
2020-03-23 07:15:00;103;26;35;21;43;78;126;1;0;1;0;0;0;0
2020-03-23 07:30:00;90;21;22;14;43;86;132;3;0;0;0;0;0;0
2020-03-23 07:45:00;84;24;29;16;44;94;106;6;0;0;0;0;0;0
2020-03-23 08:00:00;63;20;18;11;28;61;77;0;0;0;0;0;0;0
2020-03-23 08:15:00;60;17;14;15;32;81;74;0;0;0;0;0;0;0
2020-03-23 08:30:00;72;15;14;7;28;73;93;0;0;0;0;0;0;0
2020-03-23 08:45:00;53;15;15;16;32;64;77;0;0;0;0;0;0;0
2020-03-23 09:00:00;46;13;13;10;29;79;71;0;0;0;0;0;0;0
2020-03-23 09:15:00;43;15;16;8;32;57;64;0;0;3;0;0;0;0
2020-03-23 09:30:00;49;12;16;11;33;74;68;2;0;0;0;0;0;0
2020-03-23 09:45:00;45;16;12;8;32;62;62;1;0;0;3;3;3;0
2020-03-23 10:00:00;48;10;10;16;31;77;70;4;0;0;0;0;0;0
2020-03-23 10:15:00;67;12;20;10;38;72;72;2;0;2;2;2;2;0
2020-03-23 10:30:00;49;17;17;6;38;75;76;0;0;0;0;0;0;0
2020-03-23 10:45:00;52;22;19;19;32;75;73;0;0;5;0;0;0;0
2020-03-23 11:00:00;40;17;15;14;39;83;74;2;1;2;0;0;0;0
2020-03-23 11:15:00;46;11;15;16;34;86;70;1;0;0;0;0;0;0
2020-03-23 11:30:00;55;14;13;14;42;72;76;0;0;1;0;0;0;0
2020-03-23 11:45:00;40;13;17;9;40;79;71;0;0;0;0;0;0;0
2020-03-23 12:00:00;48;17;26;9;43;81;64;0;0;0;0;0;0;0
2020-03-23 12:15:00;57;17;19;9;51;101;68;3;0;1;0;0;0;0
2020-03-23 12:30:00;48;20;17;17;35;79;77;4;0;0;0;0;0;0
2020-03-23 12:45:00;67;26;19;22;46;92;84;0;0;2;0;0;0;0
2020-03-23 13:00:00;40;10;21;12;43;96;76;2;0;6;0;0;0;0
2020-03-23 13:15:00;59;16;20;17;33;64;78;3;0;1;0;0;0;0
2020-03-23 13:30:00;54;21;20;15;28;76;81;4;0;1;0;0;0;0
2020-03-23 13:45:00;51;20;25;10;42;86;86;6;0;2;0;0;0;0
2020-03-23 14:00:00;46;9;22;13;48;94;68;0;0;1;0;0;0;0
2020-03-23 14:15:00;53;11;48;17;52;96;68;4;0;8;0;0;0;3
2020-03-23 14:30:00;53;20;23;18;49;99;79;0;0;2;26;26;26;0
