DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2020-12-26 00:00:00;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2020-12-26 00:15:00;2;3;0;1;1;0;0;1;2;0;0;0;0;0
2020-12-26 00:30:00;2;1;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-26 00:45:00;3;2;0;2;5;0;0;0;0;0;0;0;0;0
2020-12-26 01:00:00;1;1;0;1;1;0;0;0;1;0;0;0;0;0
2020-12-26 01:15:00;1;2;0;1;1;0;0;0;0;0;0;0;0;0
2020-12-26 01:30:00;1;0;0;2;0;0;1;0;0;0;0;0;0;0
2020-12-26 01:45:00;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2020-12-26 02:00:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-26 02:15:00;1;1;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-26 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 02:45:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-26 03:00:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 03:15:00;0;1;0;1;1;0;0;0;0;0;0;0;0;0
2020-12-26 03:30:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-26 03:45:00;2;2;0;1;0;0;0;0;0;0;0;0;0;0
2020-12-26 04:00:00;0;1;0;0;0;0;1;0;0;0;0;0;0;0
2020-12-26 04:15:00;2;0;0;1;0;0;0;1;2;0;0;0;0;0
2020-12-26 04:30:00;1;1;0;1;0;1;0;0;0;0;0;0;0;0
2020-12-26 04:45:00;2;2;0;3;2;0;0;0;0;0;0;0;0;0
2020-12-26 05:00:00;4;2;0;3;6;0;0;0;1;0;0;0;0;0
2020-12-26 05:15:00;2;5;0;3;6;1;0;1;1;0;0;0;0;0
2020-12-26 05:30:00;7;21;0;2;9;2;1;2;0;0;0;0;0;0
2020-12-26 05:45:00;8;26;0;1;7;1;0;1;2;0;0;0;0;0
2020-12-26 06:00:00;2;7;0;7;8;3;0;0;0;0;0;0;0;0
2020-12-26 06:15:00;3;16;0;5;9;2;0;1;1;0;0;0;0;0
2020-12-26 06:30:00;6;8;0;3;5;2;1;2;1;0;0;0;0;0
2020-12-26 06:45:00;5;3;0;5;16;0;0;0;1;0;0;0;0;0
2020-12-26 07:00:00;6;9;0;1;3;0;0;1;0;0;0;0;0;0
2020-12-26 07:15:00;7;13;0;8;5;6;0;1;2;0;0;0;0;0
2020-12-26 07:30:00;12;12;0;9;8;2;0;0;0;0;0;0;0;0
2020-12-26 07:45:00;7;13;0;11;9;6;0;1;0;0;0;0;0;0
2020-12-26 08:00:00;9;10;0;9;5;3;0;0;1;0;0;0;0;1
2020-12-26 08:15:00;8;8;0;7;11;5;1;2;1;0;0;0;0;0
2020-12-26 08:30:00;6;9;0;10;13;2;2;5;0;0;0;0;0;0
2020-12-26 08:45:00;16;15;2;15;19;6;2;3;5;4;0;0;0;0
2020-12-26 09:00:00;17;19;3;16;21;6;1;2;2;0;0;0;0;0
2020-12-26 09:15:00;13;21;1;20;25;13;0;4;2;0;0;0;0;0
2020-12-26 09:30:00;24;30;1;27;23;22;0;5;1;5;1;0;0;3
2020-12-26 09:45:00;32;46;1;31;37;29;0;4;5;2;1;0;8;0
2020-12-26 10:00:00;19;36;3;35;32;12;2;1;2;1;1;0;0;0
2020-12-26 10:15:00;26;49;3;41;44;12;1;5;3;1;0;2;2;0
2020-12-26 10:30:00;32;64;3;40;57;9;0;11;13;0;4;7;2;0
2020-12-26 10:45:00;49;73;7;52;55;13;5;6;9;2;9;1;7;0
2020-12-26 11:00:00;45;84;5;52;51;18;3;9;4;0;0;0;2;0
2020-12-26 11:15:00;50;90;2;65;51;20;3;11;7;0;0;2;2;0
2020-12-26 11:30:00;58;113;7;67;84;17;12;20;7;1;3;0;0;2
2020-12-26 11:45:00;55;87;2;49;65;24;10;15;17;1;1;0;1;0
2020-12-26 12:00:00;65;96;3;52;77;19;4;8;6;2;0;13;7;0
2020-12-26 12:15:00;46;92;4;48;72;19;3;13;3;1;19;0;12;0
2020-12-26 12:30:00;52;89;5;65;75;19;3;10;6;0;0;3;4;0
2020-12-26 12:45:00;61;92;4;62;75;22;7;17;8;3;0;4;6;0
2020-12-26 13:00:00;47;84;5;65;72;14;7;9;9;1;0;6;26;0
2020-12-26 13:15:00;58;91;4;54;56;10;1;7;5;0;1;9;2;0
2020-12-26 13:30:00;47;83;7;53;71;13;1;3;5;1;0;25;5;5
2020-12-26 13:45:00;55;93;2;64;72;21;2;9;7;4;2;1;6;0
2020-12-26 14:00:00;65;98;4;64;67;19;3;6;7;4;1;0;7;0
2020-12-26 14:15:00;62;101;6;87;88;21;3;9;8;15;1;9;11;0
2020-12-26 14:30:00;58;100;3;89;89;24;6;8;2;2;1;3;1;1
2020-12-26 14:45:00;60;104;7;69;87;23;4;9;9;4;0;2;7;0
2020-12-26 15:00:00;66;108;6;66;90;18;2;6;7;2;2;9;9;0
2020-12-26 15:15:00;58;93;5;55;66;22;4;14;1;0;0;13;6;2
2020-12-26 15:30:00;66;88;2;52;73;15;3;5;5;3;1;0;8;0
2020-12-26 15:45:00;48;84;6;57;81;18;5;7;7;5;1;5;0;0
2020-12-26 16:00:00;56;85;1;52;72;19;6;17;11;8;1;16;5;3
2020-12-26 16:15:00;51;87;2;48;77;13;4;12;4;0;1;11;4;2
