DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-11-06 00:00:00;11;7;1;0;0;12;4;0;0
2020-11-06 00:15:00;15;5;3;1;0;8;3;0;0
2020-11-06 00:30:00;13;2;0;0;0;9;4;0;0
2020-11-06 00:45:00;11;4;0;0;0;13;5;0;0
2020-11-06 01:00:00;14;4;0;0;0;8;3;0;0
2020-11-06 01:15:00;9;4;0;0;0;8;7;0;0
2020-11-06 01:30:00;6;1;0;0;0;6;1;0;0
2020-11-06 01:45:00;9;2;0;0;0;6;2;0;0
2020-11-06 02:00:00;15;3;0;0;0;3;0;0;0
2020-11-06 02:15:00;6;5;0;0;0;7;1;0;0
2020-11-06 02:30:00;14;1;0;0;0;4;2;0;0
2020-11-06 02:45:00;11;1;0;0;0;8;2;0;0
2020-11-06 03:00:00;7;3;0;0;0;4;1;0;0
2020-11-06 03:15:00;10;1;0;0;0;7;4;0;0
2020-11-06 03:30:00;5;2;0;0;1;7;5;0;0
2020-11-06 03:45:00;8;1;0;0;0;11;0;0;0
2020-11-06 04:00:00;8;2;0;0;0;6;2;0;0
2020-11-06 04:15:00;12;2;0;0;0;19;4;0;0
2020-11-06 04:30:00;21;7;0;0;0;26;10;0;0
2020-11-06 04:45:00;24;19;1;0;0;42;19;0;0
2020-11-06 05:00:00;24;19;2;1;0;93;47;0;3
2020-11-06 05:15:00;58;33;0;0;3;192;144;0;2
2020-11-06 05:30:00;55;42;1;1;1;166;119;0;3
2020-11-06 05:45:00;129;144;4;1;1;141;101;0;4
2020-11-06 06:00:00;153;150;2;3;3;108;81;0;3
2020-11-06 06:15:00;151;133;4;2;4;166;126;0;6
2020-11-06 06:30:00;88;76;6;2;7;171;137;1;7
2020-11-06 06:45:00;84;83;8;7;6;147;133;0;8
2020-11-06 07:00:00;71;76;5;6;14;112;107;0;4
2020-11-06 07:15:00;86;75;10;13;16;126;138;12;5
2020-11-06 07:30:00;92;84;7;12;12;126;147;1;2
2020-11-06 07:45:00;108;83;4;3;21;115;131;0;5
2020-11-06 08:00:00;78;65;8;7;17;109;121;2;0
2020-11-06 08:15:00;83;92;4;18;10;120;99;5;0
2020-11-06 08:30:00;92;75;12;14;12;127;134;9;9
2020-11-06 08:45:00;99;93;12;18;11;111;104;11;9
2020-11-06 09:00:00;85;77;6;14;16;102;103;10;35
2020-11-06 09:15:00;77;75;12;11;14;93;129;0;3
2020-11-06 09:30:00;99;95;7;19;19;87;128;5;0
2020-11-06 09:45:00;107;106;9;19;14;105;114;3;1
2020-11-06 10:00:00;109;107;11;20;11;95;113;2;2
2020-11-06 10:15:00;121;110;14;22;17;90;113;3;1
2020-11-06 10:30:00;122;117;13;21;17;95;112;6;5
2020-11-06 10:45:00;105;113;19;24;20;86;128;11;48
2020-11-06 11:00:00;124;115;8;30;23;91;109;10;1
2020-11-06 11:15:00;123;128;15;18;13;114;137;1;0
2020-11-06 11:30:00;124;135;22;31;29;110;120;10;0
2020-11-06 11:45:00;121;120;16;39;18;127;143;8;3
2020-11-06 12:00:00;143;158;13;45;18;112;112;15;0
2020-11-06 12:15:00;163;173;22;29;16;104;130;20;3
2020-11-06 12:30:00;166;186;17;26;13;103;128;17;0
2020-11-06 12:45:00;142;158;11;25;19;117;127;36;1
2020-11-06 13:00:00;181;187;19;28;18;142;143;12;1
2020-11-06 13:15:00;167;178;18;25;25;158;178;7;0
2020-11-06 13:30:00;151;165;12;38;21;184;186;14;5
2020-11-06 13:45:00;159;166;17;29;24;176;189;5;1
2020-11-06 14:00:00;209;215;14;33;18;145;184;2;1
2020-11-06 14:15:00;280;247;15;25;17;122;128;11;3
2020-11-06 14:30:00;266;255;18;27;16;114;146;12;0
2020-11-06 14:45:00;227;200;8;38;19;120;130;20;1
2020-11-06 15:00:00;200;201;14;23;20;106;132;2;1
2020-11-06 15:15:00;190;196;15;31;17;115;147;16;3
2020-11-06 15:30:00;151;171;16;26;15;130;142;19;5
2020-11-06 15:45:00;149;150;14;20;26;113;139;10;4
2020-11-06 16:00:00;178;162;11;31;28;119;141;13;2
2020-11-06 16:15:00;169;152;15;32;16;101;131;9;3
2020-11-06 16:30:00;158;150;14;28;14;105;141;6;1
2020-11-06 16:45:00;154;154;9;36;15;121;149;5;4
2020-11-06 17:00:00;152;138;17;42;19;120;140;7;4
2020-11-06 17:15:00;143;133;14;17;23;106;122;9;5
2020-11-06 17:30:00;129;154;7;31;10;108;119;1;5
2020-11-06 17:45:00;113;134;12;27;14;106;131;11;6
2020-11-06 18:00:00;116;123;6;25;15;100;117;5;1
2020-11-06 18:15:00;115;107;6;27;8;89;101;2;2
2020-11-06 18:30:00;110;108;6;22;9;90;105;19;2
2020-11-06 18:45:00;104;106;1;17;3;94;89;1;2
2020-11-06 19:00:00;101;98;0;22;4;81;82;15;2
2020-11-06 19:15:00;86;67;1;9;1;73;66;3;1
2020-11-06 19:30:00;76;72;5;8;3;62;67;2;0
2020-11-06 19:45:00;63;62;2;3;1;61;66;0;1
2020-11-06 20:00:00;62;51;0;2;1;75;56;0;2
2020-11-06 20:15:00;58;42;0;1;1;55;60;0;0
2020-11-06 20:30:00;55;47;3;2;1;80;62;0;2
2020-11-06 20:45:00;59;47;1;3;0;97;57;0;0
2020-11-06 21:00:00;60;49;4;0;1;146;100;0;0
2020-11-06 21:15:00;43;42;2;3;4;148;115;0;1
2020-11-06 21:30:00;64;58;1;0;0;135;107;0;5
2020-11-06 21:45:00;87;93;2;3;0;62;46;0;1
2020-11-06 22:00:00;170;162;1;2;0;51;34;0;0
2020-11-06 22:15:00;101;72;3;1;0;47;37;0;0
2020-11-06 22:30:00;47;36;3;2;0;40;21;0;0
2020-11-06 22:45:00;43;21;1;0;1;29;19;0;0
2020-11-06 23:00:00;37;20;0;0;0;25;18;0;0
2020-11-06 23:15:00;23;10;0;0;0;32;24;0;0
2020-11-06 23:30:00;25;16;0;0;0;25;13;0;0
2020-11-06 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
