DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2019-09-11 00:00:00;3;2;2;0;1;12;3;12;0;3;0
2019-09-11 00:15:00;4;4;4;0;0;11;3;11;0;0;0
2019-09-11 00:30:00;4;2;1;0;0;9;2;9;0;0;0
2019-09-11 00:45:00;6;4;1;0;0;6;0;6;1;0;0
2019-09-11 01:00:00;2;2;2;0;0;3;3;3;2;2;0
2019-09-11 01:15:00;3;0;0;0;0;3;0;3;1;1;0
2019-09-11 01:30:00;3;2;1;0;0;3;0;3;0;0;0
2019-09-11 01:45:00;5;1;1;0;0;2;1;2;1;0;0
2019-09-11 02:00:00;5;4;4;0;0;9;4;9;1;4;0
2019-09-11 02:15:00;3;3;3;0;0;2;5;2;1;2;0
2019-09-11 02:30:00;1;3;0;0;0;5;1;5;0;1;0
2019-09-11 02:45:00;7;4;2;0;0;2;5;2;1;5;0
2019-09-11 03:00:00;7;5;5;0;0;8;4;8;0;3;0
2019-09-11 03:15:00;10;1;1;0;0;3;3;3;3;5;0
2019-09-11 03:30:00;9;1;2;0;0;4;4;4;0;6;0
2019-09-11 03:45:00;6;1;1;0;0;3;3;3;2;3;0
2019-09-11 04:00:00;8;4;4;0;0;7;4;7;2;5;0
2019-09-11 04:15:00;6;2;0;0;0;10;2;10;0;0;0
2019-09-11 04:30:00;16;3;2;0;0;12;8;12;1;1;0
2019-09-11 04:45:00;24;3;3;0;0;11;1;11;2;3;0
2019-09-11 05:00:00;49;4;2;0;1;30;2;30;0;1;0
2019-09-11 05:15:00;45;6;6;0;1;26;8;26;4;6;0
2019-09-11 05:30:00;73;4;3;0;1;51;8;51;1;8;0
2019-09-11 05:45:00;115;9;5;0;2;31;8;31;4;7;0
2019-09-11 06:00:00;113;0;0;0;1;71;6;71;4;9;0
2019-09-11 06:15:00;131;4;2;0;1;76;8;76;5;7;0
2019-09-11 06:30:00;207;7;7;0;0;107;10;107;5;4;0
2019-09-11 06:45:00;252;3;2;0;0;72;16;72;4;6;0
2019-09-11 07:00:00;257;3;3;0;1;62;18;62;5;6;0
2019-09-11 07:15:00;319;2;2;0;0;61;19;61;4;5;0
2019-09-11 07:30:00;252;2;2;0;1;83;12;83;10;2;0
2019-09-11 07:45:00;318;4;3;0;0;74;18;74;3;3;0
2019-09-11 08:00:00;234;4;1;0;5;80;19;80;7;7;0
2019-09-11 08:15:00;181;0;0;0;2;62;24;62;9;3;0
2019-09-11 08:30:00;169;1;0;0;2;67;19;66;10;3;0
2019-09-11 08:45:00;154;2;0;0;4;74;18;74;5;10;3
2019-09-11 09:00:00;152;4;1;0;7;64;24;64;14;12;2
2019-09-11 09:15:00;122;4;3;0;5;88;29;89;21;13;0
2019-09-11 09:30:00;117;5;2;2;0;67;29;66;20;13;1
2019-09-11 09:45:00;121;7;4;0;0;70;23;70;21;12;1
2019-09-11 10:00:00;109;1;3;1;0;104;29;104;23;9;0
2019-09-11 10:15:00;110;1;1;0;2;89;17;90;20;7;0
2019-09-11 10:30:00;98;0;0;0;0;85;31;85;13;8;0
2019-09-11 10:45:00;103;3;2;1;1;83;25;83;22;14;0
2019-09-11 11:00:00;89;2;1;0;0;94;30;95;23;10;0
2019-09-11 11:15:00;101;2;2;0;4;105;21;103;15;13;0
2019-09-11 11:30:00;107;3;0;0;5;109;28;109;17;9;0
2019-09-11 11:45:00;94;2;0;1;0;107;34;107;16;9;0
2019-09-11 12:00:00;107;2;1;0;2;91;35;93;33;7;0
2019-09-11 12:15:00;95;6;3;0;1;92;33;91;26;12;0
2019-09-11 12:30:00;100;4;1;0;2;108;23;108;28;15;0
2019-09-11 12:45:00;82;1;1;0;1;90;27;91;21;10;0
2019-09-11 13:00:00;94;5;3;0;2;131;22;132;32;18;0
2019-09-11 13:15:00;106;6;4;0;0;123;23;123;22;9;0
2019-09-11 13:30:00;97;2;2;1;0;128;23;128;20;9;2
2019-09-11 13:45:00;99;3;1;1;3;135;25;133;19;12;0
2019-09-11 14:00:00;88;1;1;0;1;151;28;149;17;9;0
2019-09-11 14:15:00;124;2;0;1;1;129;18;130;16;17;1
2019-09-11 14:30:00;124;0;0;4;2;139;19;139;11;9;2
2019-09-11 14:45:00;120;4;2;0;2;139;22;137;14;12;0
2019-09-11 15:00:00;137;2;0;0;1;153;25;152;16;9;0
2019-09-11 15:15:00;128;3;0;0;0;155;25;154;17;11;0
2019-09-11 15:30:00;143;3;1;3;8;170;24;171;19;9;1
2019-09-11 15:45:00;146;4;3;0;2;184;26;182;13;9;1
2019-09-11 16:00:00;130;4;1;1;3;243;23;244;12;10;3
2019-09-11 16:15:00;135;1;1;0;2;220;26;218;19;15;1
2019-09-11 16:30:00;177;3;3;0;0;263;27;263;21;5;6
2019-09-11 16:45:00;155;2;2;0;2;205;26;205;8;14;0
2019-09-11 17:00:00;132;3;3;0;1;265;21;264;16;9;1
2019-09-11 17:15:00;151;7;3;0;2;230;16;227;11;9;0
2019-09-11 17:30:00;127;6;1;0;2;192;15;192;8;7;0
2019-09-11 17:45:00;105;5;5;2;4;173;8;173;12;1;0
2019-09-11 18:00:00;122;5;3;0;2;138;15;138;5;7;0
2019-09-11 18:15:00;91;3;0;0;2;127;10;128;8;2;4
2019-09-11 18:30:00;87;2;1;0;0;128;11;129;4;6;0
2019-09-11 18:45:00;68;2;2;1;0;104;9;102;5;3;0
2019-09-11 19:00:00;70;2;1;0;1;85;12;85;9;10;0
2019-09-11 19:15:00;73;2;1;1;1;84;7;84;2;8;0
2019-09-11 19:30:00;63;1;1;1;1;64;6;64;5;1;0
2019-09-11 19:45:00;45;2;1;0;1;83;2;83;6;2;0
