DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-01-05 00:00:00;17;12;1;0;15;5;0;16;8;0;0
2020-01-05 00:15:00;18;19;1;0;16;13;0;17;13;0;0
2020-01-05 00:30:00;24;24;2;1;25;17;0;22;17;0;0
2020-01-05 00:45:00;12;16;0;0;10;7;1;10;7;0;0
2020-01-05 01:00:00;18;19;1;0;21;12;0;18;14;0;0
2020-01-05 01:15:00;16;9;0;0;17;14;1;14;17;0;0
2020-01-05 01:30:00;16;12;2;0;9;8;0;5;5;0;0
2020-01-05 01:45:00;11;8;0;0;14;9;0;13;7;0;0
2020-01-05 02:00:00;13;11;0;0;18;9;0;16;11;0;0
2020-01-05 02:15:00;13;11;1;0;13;9;0;11;10;0;0
2020-01-05 02:30:00;12;17;2;0;13;13;0;13;12;0;0
2020-01-05 02:45:00;8;9;0;0;15;13;0;12;13;0;0
2020-01-05 03:00:00;13;10;0;0;12;5;0;13;5;0;0
2020-01-05 03:15:00;6;10;0;0;8;10;0;7;9;0;0
2020-01-05 03:30:00;5;9;0;0;8;8;0;6;9;0;0
2020-01-05 03:45:00;9;8;0;0;14;7;0;11;8;0;0
2020-01-05 04:00:00;5;7;0;0;11;7;0;10;6;0;0
2020-01-05 04:15:00;5;6;1;0;6;4;1;8;6;0;0
2020-01-05 04:30:00;4;5;0;0;10;3;0;9;6;0;0
2020-01-05 04:45:00;2;7;0;0;9;4;0;9;4;0;0
2020-01-05 05:00:00;4;6;1;0;12;6;0;13;6;0;0
2020-01-05 05:15:00;10;14;0;0;19;9;0;20;9;0;0
2020-01-05 05:30:00;12;10;3;0;16;15;0;11;15;0;0
2020-01-05 05:45:00;7;8;2;2;9;4;1;8;5;0;0
2020-01-05 06:00:00;14;18;1;3;4;5;1;3;7;0;0
2020-01-05 06:15:00;4;6;0;0;8;6;0;7;7;0;0
2020-01-05 06:30:00;14;13;0;0;10;5;0;10;5;0;0
2020-01-05 06:45:00;11;8;2;0;9;5;0;9;7;0;0
2020-01-05 07:00:00;16;17;2;2;13;5;0;11;5;0;0
2020-01-05 07:15:00;8;11;0;0;9;2;0;11;4;0;0
2020-01-05 07:30:00;11;13;0;0;18;14;0;18;17;0;0
2020-01-05 07:45:00;16;18;0;0;18;11;0;20;11;0;0
2020-01-05 08:00:00;17;18;1;1;19;9;0;18;9;0;0
2020-01-05 08:15:00;15;18;0;0;17;8;0;17;10;0;0
2020-01-05 08:30:00;30;20;1;0;18;18;1;17;21;0;0
2020-01-05 08:45:00;32;33;2;0;46;16;1;42;16;1;0
2020-01-05 09:00:00;35;39;3;1;43;25;1;41;25;0;0
2020-01-05 09:15:00;46;35;2;0;32;21;0;31;20;0;0
