DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2020-05-17 00:00:00;5;1;1;2;6;4;0;0;0;0
2020-05-17 00:15:00;7;10;3;5;4;3;0;0;0;0
2020-05-17 00:30:00;3;1;2;1;3;1;0;0;0;0
2020-05-17 00:45:00;5;5;2;5;1;4;0;0;0;0
2020-05-17 01:00:00;6;0;0;3;1;0;0;0;0;0
2020-05-17 01:15:00;3;4;0;2;3;0;0;0;0;0
2020-05-17 01:30:00;1;2;4;3;3;1;0;0;0;0
2020-05-17 01:45:00;0;1;0;2;2;1;0;0;0;0
2020-05-17 02:00:00;1;3;1;1;1;3;0;0;0;0
2020-05-17 02:15:00;0;0;1;0;0;0;0;0;0;0
2020-05-17 02:30:00;1;0;2;1;2;1;0;0;0;0
2020-05-17 02:45:00;0;0;0;0;1;1;0;0;0;0
2020-05-17 03:00:00;0;0;0;1;0;0;0;0;0;0
2020-05-17 03:15:00;0;0;0;0;1;0;0;0;0;0
2020-05-17 03:30:00;1;0;0;0;2;2;0;0;0;0
2020-05-17 03:45:00;0;0;0;1;0;0;0;0;0;0
2020-05-17 04:00:00;1;1;0;2;4;3;0;0;0;0
2020-05-17 04:15:00;3;4;0;0;0;0;0;0;0;0
2020-05-17 04:30:00;0;0;0;0;0;0;0;0;0;0
2020-05-17 04:45:00;1;2;0;0;0;1;0;0;0;0
2020-05-17 05:00:00;1;3;2;1;0;1;0;0;0;0
2020-05-17 05:15:00;4;2;0;2;1;2;0;0;0;0
2020-05-17 05:30:00;2;1;1;3;1;4;0;0;0;0
2020-05-17 05:45:00;2;2;1;2;0;5;0;0;0;0
2020-05-17 06:00:00;4;1;4;3;0;2;0;0;0;0
2020-05-17 06:15:00;4;4;0;1;1;2;0;0;0;0
2020-05-17 06:30:00;3;4;0;1;0;5;0;0;0;0
2020-05-17 06:45:00;2;2;1;0;2;1;0;0;0;0
2020-05-17 07:00:00;1;3;2;5;0;2;0;0;0;0
2020-05-17 07:15:00;5;2;2;5;0;3;0;0;0;0
2020-05-17 07:30:00;3;4;0;6;1;3;0;0;0;0
2020-05-17 07:45:00;1;2;1;7;5;2;0;0;0;0
2020-05-17 08:00:00;3;0;4;5;3;2;0;0;0;0
2020-05-17 08:15:00;3;3;7;8;1;2;0;0;0;0
2020-05-17 08:30:00;5;7;5;13;3;4;0;0;0;0
2020-05-17 08:45:00;5;4;6;8;7;10;0;0;0;0
2020-05-17 09:00:00;2;9;11;11;5;1;0;0;0;0
2020-05-17 09:15:00;5;8;5;4;4;6;0;0;0;0
2020-05-17 09:30:00;4;9;10;15;10;9;0;0;0;0
2020-05-17 09:45:00;7;10;6;17;7;4;0;0;0;0
2020-05-17 10:00:00;7;12;9;16;13;6;0;0;0;0
2020-05-17 10:15:00;7;11;12;26;9;10;0;0;0;0
2020-05-17 10:30:00;11;12;5;16;7;6;0;0;0;0
2020-05-17 10:45:00;9;11;18;15;12;9;0;0;0;0
2020-05-17 11:00:00;14;11;12;22;10;11;0;0;0;0
2020-05-17 11:15:00;18;12;9;28;16;6;0;0;0;0
2020-05-17 11:30:00;20;16;11;20;22;7;0;0;0;0
2020-05-17 11:45:00;17;13;15;29;16;13;0;0;0;0
2020-05-17 12:00:00;21;27;11;24;12;5;0;0;0;0
2020-05-17 12:15:00;12;20;12;25;10;11;0;0;0;0
2020-05-17 12:30:00;19;8;6;16;12;18;0;0;0;0
2020-05-17 12:45:00;20;21;8;19;15;9;0;0;0;0
2020-05-17 13:00:00;20;11;11;17;13;12;0;0;0;0
2020-05-17 13:15:00;15;12;16;22;17;14;0;0;0;0
2020-05-17 13:30:00;23;17;9;24;17;12;0;0;0;0
2020-05-17 13:45:00;14;12;19;34;16;18;0;0;0;0
2020-05-17 14:00:00;23;20;12;27;14;17;0;0;0;0
2020-05-17 14:15:00;19;17;15;22;13;16;0;0;0;0
2020-05-17 14:30:00;15;22;13;33;21;20;0;0;0;0
2020-05-17 14:45:00;18;17;17;31;13;22;0;0;0;0
2020-05-17 15:00:00;18;17;12;29;24;19;0;0;0;0
2020-05-17 15:15:00;28;22;19;35;14;15;0;0;0;0
2020-05-17 15:30:00;28;19;13;41;16;11;0;0;0;0
2020-05-17 15:45:00;11;16;15;40;23;19;0;0;0;0
2020-05-17 16:00:00;25;15;15;19;14;20;0;0;0;0
2020-05-17 16:15:00;19;17;11;26;21;22;0;0;0;0
2020-05-17 16:30:00;22;23;13;27;14;13;0;0;0;0
2020-05-17 16:45:00;19;24;19;34;16;16;0;0;0;0
2020-05-17 17:00:00;22;33;10;24;21;28;0;0;0;0
2020-05-17 17:15:00;25;22;22;17;22;19;0;0;0;0
2020-05-17 17:30:00;25;21;14;23;14;15;0;0;0;0
2020-05-17 17:45:00;13;24;25;28;27;18;0;0;0;0
2020-05-17 18:00:00;25;25;14;30;20;12;0;0;0;0
2020-05-17 18:15:00;29;23;20;21;16;19;0;0;0;0
2020-05-17 18:30:00;26;28;17;37;14;16;0;0;0;0
2020-05-17 18:45:00;17;14;15;10;13;21;0;0;0;0
2020-05-17 19:00:00;34;26;17;22;8;18;0;0;0;0
2020-05-17 19:15:00;19;25;15;25;10;18;0;0;0;0
2020-05-17 19:30:00;22;11;5;18;13;18;0;0;0;0
2020-05-17 19:45:00;29;20;12;12;12;12;0;0;0;0
2020-05-17 20:00:00;18;12;7;22;6;10;0;0;0;0
2020-05-17 20:15:00;17;12;9;14;10;17;0;0;0;0
2020-05-17 20:30:00;10;16;11;11;10;9;0;0;0;0
2020-05-17 20:45:00;17;20;14;21;8;12;0;0;0;0
2020-05-17 21:00:00;10;15;6;15;7;8;0;0;0;0
2020-05-17 21:15:00;5;11;6;10;12;8;0;0;0;0
2020-05-17 21:30:00;7;8;4;12;10;6;0;0;0;0
2020-05-17 21:45:00;8;16;5;9;2;13;0;0;0;0
2020-05-17 22:00:00;5;12;2;1;3;9;0;0;0;0
2020-05-17 22:15:00;8;7;4;6;4;3;0;0;0;0
2020-05-17 22:30:00;2;5;3;6;1;4;0;0;0;0
2020-05-17 22:45:00;4;8;4;7;2;3;0;0;0;0
2020-05-17 23:00:00;7;3;1;5;0;0;0;0;0;0
2020-05-17 23:15:00;1;3;1;3;0;3;0;0;0;0
2020-05-17 23:30:00;3;4;3;4;2;1;0;0;0;0
2020-05-17 23:45:00;1;6;2;5;1;1;0;0;0;0
