DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2019-08-08 00:00:00;12;13;0;1;16;8;0;13;146;0;0
2019-08-08 00:15:00;9;10;1;0;17;12;2;16;164;0;0
2019-08-08 00:30:00;12;8;1;0;19;17;1;15;202;0;0
2019-08-08 00:45:00;10;10;1;1;10;15;0;8;177;0;0
2019-08-08 01:00:00;6;11;2;1;5;9;0;4;180;0;0
2019-08-08 01:15:00;7;7;1;0;9;4;0;8;156;0;0
2019-08-08 01:30:00;6;6;1;0;9;4;0;10;184;0;0
2019-08-08 01:45:00;6;6;0;0;6;5;0;6;174;0;0
2019-08-08 02:00:00;9;8;3;0;5;9;0;4;190;0;0
2019-08-08 02:15:00;5;9;0;0;6;3;0;6;156;0;0
2019-08-08 02:30:00;6;8;1;0;4;1;0;4;167;0;0
2019-08-08 02:45:00;4;6;1;0;6;4;1;4;145;0;0
2019-08-08 03:00:00;3;4;0;0;13;10;0;13;171;1;0
2019-08-08 03:15:00;7;6;1;1;3;4;0;3;129;0;0
2019-08-08 03:30:00;9;9;1;0;8;4;0;7;179;0;0
2019-08-08 03:45:00;9;6;0;0;6;7;1;6;140;0;0
2019-08-08 04:00:00;15;9;0;0;12;2;0;12;188;0;0
2019-08-08 04:15:00;13;11;0;0;7;7;0;8;154;0;0
2019-08-08 04:30:00;18;16;0;0;11;8;1;11;181;0;0
2019-08-08 04:45:00;21;31;1;0;17;13;0;17;159;0;0
2019-08-08 05:00:00;32;34;2;0;28;12;0;26;213;0;0
2019-08-08 05:15:00;40;30;2;2;25;10;1;26;160;0;0
2019-08-08 05:30:00;51;55;10;0;51;22;1;48;208;0;0
2019-08-08 05:45:00;66;69;13;8;59;37;3;59;191;0;0
2019-08-08 06:00:00;67;78;15;5;82;45;5;82;231;0;0
2019-08-08 06:15:00;56;79;16;4;94;44;0;92;192;0;0
2019-08-08 06:30:00;99;129;16;12;106;101;4;102;278;0;6
2019-08-08 06:45:00;69;119;14;9;105;95;8;105;256;1;11
2019-08-08 07:00:00;88;122;12;26;102;112;4;102;277;3;3
2019-08-08 07:15:00;104;144;24;2;108;129;7;104;286;2;7
2019-08-08 07:30:00;100;118;10;8;107;113;8;98;286;6;0
2019-08-08 07:45:00;103;134;6;5;116;115;8;115;275;7;8
2019-08-08 08:00:00;93;122;12;14;91;94;13;92;247;8;2
2019-08-08 08:15:00;106;143;17;11;97;87;5;95;278;11;5
2019-08-08 08:30:00;88;126;13;9;93;92;9;93;265;6;4
2019-08-08 08:45:00;90;113;13;9;89;78;8;84;239;3;5
2019-08-08 09:00:00;106;136;18;4;85;80;7;84;246;8;2
2019-08-08 09:15:00;103;107;14;8;90;98;8;90;246;4;2
2019-08-08 09:30:00;86;90;9;6;94;95;10;97;242;4;4
2019-08-08 09:45:00;93;98;11;10;97;89;11;88;268;7;1
2019-08-08 10:00:00;110;99;10;4;94;93;7;99;253;10;2
2019-08-08 10:15:00;103;95;9;7;109;105;11;104;267;12;8
2019-08-08 10:30:00;95;122;15;3;106;91;8;107;277;6;4
2019-08-08 10:45:00;104;111;16;11;117;104;10;112;277;8;14
2019-08-08 11:00:00;94;95;10;9;88;76;7;86;262;9;2
2019-08-08 11:15:00;99;109;13;10;109;96;4;105;256;8;14
2019-08-08 11:30:00;86;97;15;8;104;91;5;88;242;5;4
2019-08-08 11:45:00;87;99;11;12;106;103;7;111;258;13;1
2019-08-08 12:00:00;94;106;11;7;120;100;12;109;263;10;6
2019-08-08 12:15:00;96;115;19;5;103;98;9;100;273;8;12
2019-08-08 12:30:00;101;105;9;6;110;96;8;96;250;4;1
2019-08-08 12:45:00;95;107;15;3;95;85;9;98;264;5;2
2019-08-08 13:00:00;92;112;11;9;103;122;6;99;276;8;7
2019-08-08 13:15:00;96;127;19;8;122;119;10;116;280;4;3
2019-08-08 13:30:00;105;113;21;8;103;105;11;103;275;3;4
2019-08-08 13:45:00;84;96;17;7;111;104;13;102;267;3;4
2019-08-08 14:00:00;117;124;13;5;98;101;12;90;240;6;1
2019-08-08 14:15:00;110;120;22;14;106;109;10;101;281;15;9
2019-08-08 14:30:00;107;136;14;10;105;109;9;105;262;4;4
2019-08-08 14:45:00;94;126;13;9;108;110;12;102;268;16;1
2019-08-08 15:00:00;97;147;18;15;122;124;11;115;282;16;10
2019-08-08 15:15:00;100;151;19;16;115;131;6;109;261;11;9
2019-08-08 15:30:00;101;127;16;19;119;135;9;109;264;4;16
2019-08-08 15:45:00;82;125;14;24;128;135;10;121;310;11;21
2019-08-08 16:00:00;113;159;22;26;116;130;9;106;311;10;23
2019-08-08 16:15:00;118;160;15;22;137;138;11;133;285;16;7
2019-08-08 16:30:00;110;133;10;19;140;151;7;138;323;15;4
2019-08-08 16:45:00;105;157;17;19;156;174;15;160;323;35;9
2019-08-08 17:00:00;110;165;17;17;163;171;8;159;335;15;20
2019-08-08 17:15:00;103;132;22;11;160;170;7;153;342;14;5
2019-08-08 17:30:00;92;159;17;11;155;155;12;152;329;11;2
2019-08-08 17:45:00;91;113;14;12;141;143;5;134;327;9;3
2019-08-08 18:00:00;86;112;13;7;120;133;4;112;258;16;15
2019-08-08 18:15:00;86;120;16;7;121;128;3;114;291;6;16
2019-08-08 18:30:00;81;111;12;7;111;113;7;108;276;2;3
2019-08-08 18:45:00;59;72;10;2;113;102;4;102;261;3;6
2019-08-08 19:00:00;77;89;6;6;110;99;5;106;266;0;13
2019-08-08 19:15:00;71;85;8;6;86;97;3;84;261;0;1
2019-08-08 19:30:00;61;86;8;3;76;65;1;72;232;3;0
2019-08-08 19:45:00;56;63;6;5;90;76;4;80;233;2;1
2019-08-08 20:00:00;55;69;11;3;78;77;5;76;227;0;1
2019-08-08 20:15:00;43;65;2;2;75;61;2;79;205;0;19
2019-08-08 20:30:00;55;55;4;2;57;42;0;55;205;0;4
2019-08-08 20:45:00;50;50;0;1;47;40;3;40;195;2;0
2019-08-08 21:00:00;59;44;3;10;58;49;2;53;209;0;30
2019-08-08 21:15:00;31;35;2;0;59;49;2;49;180;0;0
2019-08-08 21:30:00;49;47;0;2;51;33;2;53;204;0;0
2019-08-08 21:45:00;37;45;4;1;41;46;1;42;193;0;0
2019-08-08 22:00:00;58;55;4;0;53;36;2;50;228;0;0
2019-08-08 22:15:00;29;37;3;0;36;32;2;34;185;0;0
2019-08-08 22:30:00;36;35;4;0;44;33;0;40;208;2;0
2019-08-08 22:45:00;24;29;1;0;34;27;1;29;193;0;0
2019-08-08 23:00:00;36;46;2;0;44;25;1;42;197;0;0
2019-08-08 23:15:00;17;22;0;0;28;20;3;29;159;0;0
2019-08-08 23:30:00;20;26;0;0;26;18;1;25;193;0;0
2019-08-08 23:45:00;20;14;2;1;19;13;0;18;159;0;0
