DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2020-07-19 00:00:00;42;52;37;1;6;51;2;11;21;17;16;17;0;0;0;0
2020-07-19 00:15:00;37;46;31;13;5;47;0;5;12;12;9;9;0;0;0;0
2020-07-19 00:30:00;38;45;35;4;3;43;0;12;9;10;9;9;0;0;0;0
2020-07-19 00:45:00;27;33;22;5;5;32;0;3;12;11;8;9;0;0;0;0
2020-07-19 01:00:00;19;31;24;5;5;31;0;9;9;9;7;7;0;0;0;0
2020-07-19 01:15:00;15;20;20;2;4;25;0;4;7;6;5;5;0;0;0;0
2020-07-19 01:30:00;20;25;19;3;6;27;0;7;5;5;6;5;0;0;0;0
2020-07-19 01:45:00;21;17;13;3;7;18;1;5;6;5;5;5;0;0;0;0
2020-07-19 02:00:00;16;26;21;1;1;24;1;4;7;7;8;7;0;0;0;0
2020-07-19 02:15:00;14;24;22;1;3;22;0;7;2;2;2;2;0;0;0;0
2020-07-19 02:30:00;16;12;12;2;2;12;0;1;7;6;4;4;0;0;0;0
2020-07-19 02:45:00;20;23;16;4;0;25;0;3;2;2;3;3;0;0;0;0
2020-07-19 03:00:00;12;15;15;2;4;10;2;3;2;2;2;2;0;0;0;0
2020-07-19 03:15:00;11;8;8;1;1;9;0;3;2;2;3;2;0;0;0;0
2020-07-19 03:30:00;10;9;8;0;6;9;3;0;1;1;1;1;0;0;0;0
2020-07-19 03:45:00;5;7;8;0;4;6;0;1;3;5;3;3;0;0;0;0
2020-07-19 04:00:00;16;3;3;1;2;4;0;2;1;1;1;1;0;0;0;0
2020-07-19 04:15:00;8;7;7;0;3;11;1;5;2;2;2;2;0;0;0;0
2020-07-19 04:30:00;8;5;6;0;2;3;0;1;0;0;0;0;0;0;0;0
2020-07-19 04:45:00;3;9;9;0;3;9;2;2;2;2;3;3;0;0;0;0
2020-07-19 05:00:00;6;3;4;1;0;3;0;2;1;1;1;1;0;0;0;0
2020-07-19 05:15:00;6;10;7;4;4;13;0;4;1;1;1;1;0;0;0;0
2020-07-19 05:30:00;9;14;11;2;4;12;0;1;2;3;2;2;0;0;0;0
2020-07-19 05:45:00;10;38;28;0;6;32;0;2;0;0;0;0;0;0;0;0
2020-07-19 06:00:00;12;10;9;4;6;13;2;1;3;3;3;4;2;1;0;0
2020-07-19 06:15:00;12;8;10;1;1;12;1;3;4;4;3;4;0;0;0;0
2020-07-19 06:30:00;19;16;17;0;2;19;0;2;0;0;0;0;0;0;0;0
2020-07-19 06:45:00;13;14;11;2;1;9;1;5;2;1;1;1;0;0;0;0
2020-07-19 07:00:00;11;16;13;4;6;19;2;6;3;3;2;2;0;0;0;0
2020-07-19 07:15:00;21;20;20;5;4;17;1;13;2;2;2;2;0;0;0;0
2020-07-19 07:30:00;24;13;18;4;8;12;2;4;1;1;1;1;0;0;0;0
2020-07-19 07:45:00;29;22;20;6;4;23;2;11;6;7;7;7;0;0;0;0
2020-07-19 08:00:00;25;40;35;5;5;33;0;12;3;3;2;2;2;0;0;0
2020-07-19 08:15:00;15;16;18;5;6;15;3;7;7;7;7;7;0;0;0;0
2020-07-19 08:30:00;30;45;32;11;11;41;5;8;4;3;3;3;0;0;0;0
2020-07-19 08:45:00;46;55;42;14;13;54;2;21;20;17;15;17;0;0;0;0
2020-07-19 09:00:00;40;44;36;18;11;39;5;18;2;2;2;2;0;0;0;0
2020-07-19 09:15:00;60;50;34;16;18;44;0;23;10;9;8;7;1;0;0;0
2020-07-19 09:30:00;72;62;46;21;16;61;2;25;14;14;10;13;0;0;0;0
2020-07-19 09:45:00;56;57;42;19;23;58;4;24;18;19;17;19;0;0;0;0
2020-07-19 10:00:00;77;74;51;13;16;67;1;29;11;11;7;8;0;0;22;0
2020-07-19 10:15:00;56;70;52;21;11;60;0;29;24;25;21;23;0;0;0;0
2020-07-19 10:30:00;48;73;56;26;21;71;4;31;17;19;16;17;6;0;0;0
2020-07-19 10:45:00;73;82;55;20;15;73;4;30;17;18;14;15;0;0;0;1
2020-07-19 11:00:00;77;73;47;23;18;70;5;22;29;29;30;29;0;0;0;0
2020-07-19 11:15:00;116;78;57;20;23;77;4;32;20;20;19;18;0;0;0;0
2020-07-19 11:30:00;89;87;58;25;37;83;4;30;28;25;28;26;2;0;0;2
2020-07-19 11:45:00;88;89;72;22;36;87;7;42;23;21;21;20;0;0;1;0
2020-07-19 12:00:00;88;83;58;21;25;76;9;32;20;19;20;20;0;0;0;0
2020-07-19 12:15:00;90;82;65;17;23;76;4;33;23;25;21;22;0;0;0;0
2020-07-19 12:30:00;75;83;56;17;18;86;3;22;12;13;10;13;0;0;0;0
2020-07-19 12:45:00;73;76;53;26;20;82;7;36;27;30;27;29;0;0;0;0
2020-07-19 13:00:00;73;92;51;22;14;81;6;36;20;20;19;20;0;0;0;3
2020-07-19 13:15:00;101;90;60;24;18;95;2;26;26;24;21;22;0;0;0;2
2020-07-19 13:30:00;98;72;55;26;24;89;3;27;22;19;15;19;0;0;0;0
2020-07-19 13:45:00;89;98;56;32;21;94;5;42;30;29;26;26;0;0;0;1
2020-07-19 14:00:00;91;91;58;30;18;95;9;23;19;18;17;17;3;0;0;0
2020-07-19 14:15:00;92;103;65;27;22;94;3;43;8;9;8;8;0;0;0;0
2020-07-19 14:30:00;131;101;69;23;20;99;6;28;27;25;26;24;1;0;0;1
2020-07-19 14:45:00;108;89;63;21;33;88;8;47;20;21;17;19;0;0;0;0
2020-07-19 15:00:00;108;91;46;14;15;89;1;24;21;19;18;20;0;0;4;0
2020-07-19 15:15:00;111;99;53;15;35;89;1;28;31;30;27;30;1;0;0;1
2020-07-19 15:30:00;120;79;46;21;28;69;7;31;24;23;23;23;0;0;0;6
2020-07-19 15:45:00;91;95;53;22;22;89;4;31;33;31;31;31;0;0;3;0
2020-07-19 16:00:00;109;61;38;22;21;64;4;42;23;23;20;22;0;1;0;0
2020-07-19 16:15:00;102;71;47;29;25;68;7;27;22;22;24;22;1;0;1;1
2020-07-19 16:30:00;125;91;47;26;25;69;2;27;18;19;18;18;2;0;0;2
2020-07-19 16:45:00;136;106;58;26;23;92;4;49;22;24;22;22;0;0;0;2
2020-07-19 17:00:00;128;130;66;18;20;110;5;36;21;20;19;19;0;0;1;0
2020-07-19 17:15:00;123;71;48;22;18;67;2;36;21;21;25;22;1;11;0;1
2020-07-19 17:30:00;106;98;56;22;23;87;3;40;24;25;20;24;0;0;0;0
2020-07-19 17:45:00;99;90;45;16;18;91;1;35;24;23;23;23;0;0;2;1
2020-07-19 18:00:00;94;102;63;26;28;94;2;39;26;26;24;25;0;0;0;0
2020-07-19 18:15:00;129;90;51;19;21;89;2;49;22;21;16;17;4;1;1;5
2020-07-19 18:30:00;89;97;57;24;39;95;3;33;27;26;25;24;4;0;1;0
2020-07-19 18:45:00;98;92;46;16;25;75;6;41;26;26;25;25;0;0;0;1
2020-07-19 19:00:00;102;118;64;15;25;98;10;39;17;19;14;272;0;0;1;1
2020-07-19 19:15:00;94;90;63;18;22;88;3;37;28;25;22;25;0;1;0;0
2020-07-19 19:30:00;77;93;48;9;13;91;2;26;24;22;22;22;0;0;0;0
2020-07-19 19:45:00;87;81;46;18;10;82;2;43;25;25;21;21;3;0;2;0
2020-07-19 20:00:00;92;82;52;12;26;75;1;32;24;24;22;24;0;0;0;0
2020-07-19 20:15:00;80;77;55;18;27;77;3;35;22;19;20;18;0;0;0;0
2020-07-19 20:30:00;84;91;48;17;20;85;2;25;28;27;26;26;0;0;0;0
