DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2020-03-14 00:00:00;13;14;0;0;25;9;1;1;0;0;11;17;7;32;8;0;0
2020-03-14 00:15:00;19;7;1;0;22;8;0;0;0;0;17;9;7;30;8;0;0
2020-03-14 00:30:00;6;7;0;0;16;5;0;0;0;0;7;7;5;21;5;0;0
2020-03-14 00:45:00;9;6;0;0;16;7;3;2;0;0;9;5;7;22;7;0;0
2020-03-14 01:00:00;6;5;0;0;17;3;0;0;0;0;6;5;3;20;3;0;0
2020-03-14 01:15:00;13;2;0;0;8;4;2;2;1;0;13;4;4;12;4;0;0
2020-03-14 01:30:00;15;4;0;0;12;6;2;2;1;0;14;5;4;16;5;0;0
2020-03-14 01:45:00;1;5;0;0;11;6;0;0;0;0;1;5;6;17;6;0;0
2020-03-14 02:00:00;7;3;0;0;11;2;1;1;1;0;7;3;3;13;2;0;0
2020-03-14 02:15:00;6;3;0;0;5;2;1;1;1;0;5;4;2;7;2;0;0
2020-03-14 02:30:00;6;3;0;0;3;2;2;2;1;0;6;3;3;6;3;0;0
2020-03-14 02:45:00;9;6;0;0;10;3;1;1;0;0;9;6;3;13;3;0;0
2020-03-14 03:00:00;5;1;0;0;12;6;3;3;2;0;3;3;6;19;6;0;0
2020-03-14 03:15:00;3;0;0;0;7;0;0;0;0;0;3;0;0;7;0;0;0
2020-03-14 03:30:00;3;3;0;0;5;2;1;1;0;0;2;4;2;7;2;0;0
2020-03-14 03:45:00;5;6;0;0;3;3;1;1;1;0;4;7;2;6;2;0;0
2020-03-14 04:00:00;5;1;0;0;7;2;0;0;0;0;5;1;2;9;2;0;0
2020-03-14 04:15:00;11;0;0;0;2;0;1;1;0;0;8;0;0;2;0;0;0
2020-03-14 04:30:00;4;5;0;0;9;3;1;1;1;0;3;5;3;11;3;0;0
2020-03-14 04:45:00;7;2;0;0;10;3;1;1;1;0;7;1;2;12;3;0;0
2020-03-14 05:00:00;8;4;1;0;7;1;0;0;0;0;6;5;1;7;1;0;0
2020-03-14 05:15:00;7;14;0;0;16;1;2;2;0;0;6;14;1;17;1;0;0
2020-03-14 05:30:00;16;11;0;0;15;6;1;1;1;0;14;12;6;20;6;0;0
2020-03-14 05:45:00;19;7;0;0;7;6;1;1;0;0;18;7;6;13;6;0;0
2020-03-14 06:00:00;26;19;0;0;20;2;0;0;0;0;25;21;3;22;3;0;0
2020-03-14 06:15:00;24;12;0;0;18;11;1;1;0;0;22;15;11;27;11;0;0
2020-03-14 06:30:00;32;12;0;0;20;2;0;0;0;0;32;12;2;21;2;0;0
2020-03-14 06:45:00;24;15;0;0;12;7;1;1;1;0;24;15;7;19;7;0;0
2020-03-14 07:00:00;18;23;0;0;26;17;2;2;0;0;13;25;18;42;17;0;0
2020-03-14 07:15:00;24;26;0;0;39;10;1;1;1;0;23;26;10;48;10;0;0
2020-03-14 07:30:00;38;33;0;0;38;25;0;0;0;0;35;37;22;59;22;0;1
2020-03-14 07:45:00;52;46;1;0;43;21;2;3;2;0;49;47;23;58;21;0;3
2020-03-14 08:00:00;54;35;0;0;39;20;0;0;0;0;49;38;20;58;19;0;0
2020-03-14 08:15:00;38;46;0;0;44;27;1;1;0;0;34;46;29;68;28;0;0
2020-03-14 08:30:00;71;63;0;0;40;19;1;1;2;0;63;65;20;55;19;0;0
2020-03-14 08:45:00;62;82;0;1;65;41;1;1;1;0;53;84;40;96;39;0;4
2020-03-14 09:00:00;64;72;1;0;59;30;4;4;4;1;57;76;31;83;30;0;0
2020-03-14 09:15:00;69;73;0;0;75;32;9;9;5;0;61;77;38;98;36;0;0
2020-03-14 09:30:00;110;96;0;1;88;35;2;2;2;0;105;100;34;116;35;0;0
2020-03-14 09:45:00;105;116;1;2;94;41;10;9;5;2;97;119;41;124;41;0;0
2020-03-14 10:00:00;96;112;0;0;104;44;5;5;3;0;82;112;40;143;39;0;0
2020-03-14 10:15:00;104;118;0;1;130;65;6;6;6;0;99;123;72;185;69;0;19
2020-03-14 10:30:00;116;119;0;0;130;62;9;9;5;0;109;118;67;179;65;1;1
2020-03-14 10:45:00;104;137;1;2;120;83;18;18;8;1;99;141;86;187;82;0;0
2020-03-14 11:00:00;116;104;0;0;116;61;9;9;6;0;111;107;60;165;59;0;1
2020-03-14 11:15:00;134;155;0;0;145;104;10;10;7;0;127;157;105;229;106;0;0
2020-03-14 11:30:00;106;102;0;2;130;65;7;6;10;2;97;108;73;183;73;0;0
2020-03-14 11:45:00;110;133;0;0;141;96;15;15;11;0;106;140;92;206;93;0;0
2020-03-14 12:00:00;114;116;2;0;137;77;16;16;7;0;101;124;80;198;81;0;0
2020-03-14 12:15:00;96;127;0;1;136;69;17;17;4;0;93;128;78;191;75;0;0
2020-03-14 12:30:00;91;111;0;3;154;65;12;12;6;2;80;113;71;204;72;0;2
2020-03-14 12:45:00;94;122;0;1;161;77;8;8;3;0;95;123;86;220;87;8;1
2020-03-14 13:00:00;88;125;0;0;140;64;13;13;6;0;87;132;69;193;69;0;0
