DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2019-11-05 00:00:00;6;5;5;1;5;0;0
2019-11-05 00:15:00;1;3;2;4;5;5;0
2019-11-05 00:30:00;2;3;3;1;8;2;0
2019-11-05 00:45:00;2;2;2;2;7;2;0
2019-11-05 01:00:00;4;4;1;3;3;0;0
2019-11-05 01:15:00;3;4;3;0;5;4;0
2019-11-05 01:30:00;3;5;4;1;6;5;0
2019-11-05 01:45:00;3;2;3;1;8;5;0
2019-11-05 02:00:00;2;0;1;0;1;2;0
2019-11-05 02:15:00;3;3;2;0;5;4;0
2019-11-05 02:30:00;1;1;0;3;6;1;0
2019-11-05 02:45:00;1;5;5;1;8;4;0
2019-11-05 03:00:00;2;2;1;4;2;1;0
2019-11-05 03:15:00;5;3;2;0;2;2;0
2019-11-05 03:30:00;3;4;2;3;4;3;0
2019-11-05 03:45:00;8;7;4;3;6;7;0
2019-11-05 04:00:00;5;5;4;1;8;6;0
2019-11-05 04:15:00;4;2;2;1;6;6;0
2019-11-05 04:30:00;5;3;2;4;9;3;0
2019-11-05 04:45:00;16;12;9;9;16;9;0
2019-11-05 05:00:00;24;11;4;8;17;8;0
2019-11-05 05:15:00;35;28;22;8;38;18;0
2019-11-05 05:30:00;45;26;25;9;40;11;0
2019-11-05 05:45:00;62;47;40;17;51;28;0
2019-11-05 06:00:00;66;56;51;18;43;26;0
2019-11-05 06:15:00;94;65;61;21;74;39;0
2019-11-05 06:30:00;77;50;44;29;85;38;1
2019-11-05 06:45:00;135;82;78;50;137;48;1
2019-11-05 07:00:00;131;80;81;45;94;37;0
2019-11-05 07:15:00;115;99;83;50;112;34;4
2019-11-05 07:30:00;112;88;85;53;92;30;3
2019-11-05 07:45:00;85;86;83;69;94;31;3
2019-11-05 08:00:00;77;55;50;45;84;36;1
2019-11-05 08:15:00;80;69;63;47;82;37;1
2019-11-05 08:30:00;72;52;50;46;90;30;1
2019-11-05 08:45:00;70;39;38;41;106;50;0
2019-11-05 09:00:00;77;46;40;35;86;43;6
2019-11-05 09:15:00;78;49;42;37;90;49;0
2019-11-05 09:30:00;71;52;40;42;78;32;2
2019-11-05 09:45:00;71;43;41;37;87;39;0
2019-11-05 10:00:00;82;61;51;43;81;43;5
2019-11-05 10:15:00;98;56;43;37;75;42;0
2019-11-05 10:30:00;74;46;39;33;78;40;4
2019-11-05 10:45:00;68;51;42;40;92;51;0
2019-11-05 11:00:00;68;41;35;58;72;48;1
2019-11-05 11:15:00;83;50;40;30;100;61;1
2019-11-05 11:30:00;72;46;38;41;84;47;6
2019-11-05 11:45:00;76;38;36;39;97;63;6
2019-11-05 12:00:00;52;35;34;69;80;44;4
2019-11-05 12:15:00;76;42;32;52;80;61;6
2019-11-05 12:30:00;83;61;48;47;108;66;8
2019-11-05 12:45:00;86;42;36;40;97;56;3
2019-11-05 13:00:00;88;57;51;39;95;66;6
2019-11-05 13:15:00;82;50;44;46;79;51;2
2019-11-05 13:30:00;88;51;47;39;98;52;2
2019-11-05 13:45:00;88;55;43;37;114;63;2
2019-11-05 14:00:00;91;51;44;39;85;51;1
2019-11-05 14:15:00;98;47;43;45;92;54;1
2019-11-05 14:30:00;90;72;61;60;105;49;1
2019-11-05 14:45:00;80;57;49;52;99;65;0
2019-11-05 15:00:00;79;57;50;64;89;52;3
2019-11-05 15:15:00;84;53;48;72;107;54;1
2019-11-05 15:30:00;102;76;68;57;107;82;3
2019-11-05 15:45:00;100;59;52;54;123;60;1
2019-11-05 16:00:00;93;51;46;70;133;68;3
2019-11-05 16:15:00;99;62;56;76;129;72;1
2019-11-05 16:30:00;100;55;54;78;136;86;2
2019-11-05 16:45:00;93;58;54;56;162;73;1
2019-11-05 17:00:00;105;65;63;83;145;62;0
2019-11-05 17:15:00;91;70;62;49;121;67;3
2019-11-05 17:30:00;96;61;53;65;91;57;5
2019-11-05 17:45:00;74;41;36;46;98;48;1
2019-11-05 18:00:00;78;48;42;41;102;41;1
2019-11-05 18:15:00;53;29;28;30;73;34;0
2019-11-05 18:30:00;51;35;30;15;61;26;0
2019-11-05 18:45:00;45;27;22;19;65;28;0
2019-11-05 19:00:00;42;27;27;15;73;27;0
2019-11-05 19:15:00;36;26;20;17;56;30;0
2019-11-05 19:30:00;24;11;7;9;47;18;0
2019-11-05 19:45:00;30;18;17;6;44;25;0
2019-11-05 20:00:00;23;12;8;7;55;21;0
2019-11-05 20:15:00;25;13;10;4;33;16;0
2019-11-05 20:30:00;30;17;10;7;30;13;0
2019-11-05 20:45:00;26;14;10;6;35;15;0
2019-11-05 21:00:00;29;10;6;7;30;13;0
2019-11-05 21:15:00;28;12;8;14;32;10;0
2019-11-05 21:30:00;12;12;8;7;21;8;0
2019-11-05 21:45:00;19;13;7;6;37;11;0
2019-11-05 22:00:00;15;6;4;3;34;9;0
2019-11-05 22:15:00;14;10;8;5;34;19;0
2019-11-05 22:30:00;15;6;5;3;19;9;2
2019-11-05 22:45:00;15;11;5;4;17;10;0
2019-11-05 23:00:00;8;4;4;5;17;8;0
2019-11-05 23:15:00;9;10;7;3;22;12;0
2019-11-05 23:30:00;8;10;6;5;8;10;0
2019-11-05 23:45:00;5;5;1;1;12;8;0
