DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2020-04-23 00:00:00;4;8;0;3;0;0;0;0;0;0
2020-04-23 00:15:00;4;3;0;4;5;0;0;0;0;0
2020-04-23 00:30:00;3;5;0;4;3;0;0;0;0;0
2020-04-23 00:45:00;6;4;0;5;1;1;0;0;0;0
2020-04-23 01:00:00;2;0;0;0;3;0;0;0;0;0
2020-04-23 01:15:00;0;0;0;0;0;0;0;0;0;0
2020-04-23 01:30:00;4;3;0;4;1;0;0;0;0;0
2020-04-23 01:45:00;3;2;0;2;2;0;0;0;0;0
2020-04-23 02:00:00;4;3;0;2;2;0;0;0;0;0
2020-04-23 02:15:00;4;1;0;3;2;0;0;0;0;0
2020-04-23 02:30:00;2;0;1;3;2;0;0;0;0;0
2020-04-23 02:45:00;5;2;0;4;3;0;0;0;0;0
2020-04-23 03:00:00;4;2;0;4;3;0;0;0;0;0
2020-04-23 03:15:00;4;2;0;5;3;0;0;0;0;0
2020-04-23 03:30:00;6;5;0;1;3;0;0;0;0;0
2020-04-23 03:45:00;10;2;0;7;7;2;0;0;0;0
2020-04-23 04:00:00;6;3;0;8;4;0;0;0;0;0
2020-04-23 04:15:00;10;4;0;6;6;0;0;0;0;0
2020-04-23 04:30:00;13;2;1;5;6;0;0;0;0;0
2020-04-23 04:45:00;18;10;0;13;4;1;0;0;0;0
2020-04-23 05:00:00;11;9;0;17;1;0;0;0;0;0
2020-04-23 05:15:00;23;18;0;20;9;3;0;0;0;0
2020-04-23 05:30:00;48;24;0;36;11;2;0;0;0;0
2020-04-23 05:45:00;40;16;0;32;12;1;0;0;0;0
2020-04-23 06:00:00;47;25;10;48;12;0;0;0;0;0
2020-04-23 06:15:00;57;27;1;53;28;2;0;0;0;0
2020-04-23 06:30:00;89;55;0;84;45;4;0;0;0;0
2020-04-23 06:45:00;102;60;1;81;34;1;0;0;0;0
2020-04-23 07:00:00;83;49;0;88;49;3;0;0;0;0
2020-04-23 07:15:00;105;60;1;98;43;8;0;0;0;0
2020-04-23 07:30:00;81;43;0;79;61;258;1;0;0;0
2020-04-23 07:45:00;69;105;3;84;51;8;1;0;0;0
2020-04-23 08:00:00;79;55;2;74;48;5;0;0;0;0
2020-04-23 08:15:00;74;39;0;63;38;6;0;0;0;0
2020-04-23 08:30:00;76;40;1;69;50;7;0;0;0;0
2020-04-23 08:45:00;101;52;1;75;48;9;2;0;0;0
2020-04-23 09:00:00;88;41;4;65;51;6;0;0;0;0
2020-04-23 09:15:00;55;51;0;84;59;8;2;0;0;0
2020-04-23 09:30:00;77;48;1;72;49;6;0;0;0;0
2020-04-23 09:45:00;70;42;8;81;55;5;1;0;0;0
2020-04-23 10:00:00;103;56;3;78;46;13;0;0;0;0
2020-04-23 10:15:00;109;55;261;86;67;12;4;0;0;0
2020-04-23 10:30:00;78;59;3;64;43;262;0;0;0;0
2020-04-23 10:45:00;95;63;6;114;62;7;0;0;0;0
2020-04-23 11:00:00;75;50;2;88;54;8;0;0;0;0
2020-04-23 11:15:00;86;63;2;69;44;13;1;0;0;0
2020-04-23 11:30:00;91;70;0;97;41;8;0;0;0;0
2020-04-23 11:45:00;85;60;4;105;47;7;0;0;0;0
2020-04-23 12:00:00;81;62;9;91;73;11;3;0;0;0
2020-04-23 12:15:00;88;62;6;92;43;6;0;0;0;0
2020-04-23 12:30:00;84;61;0;70;48;7;0;0;0;0
2020-04-23 12:45:00;84;48;3;92;47;8;0;0;0;0
2020-04-23 13:00:00;82;50;4;71;60;6;25;0;0;0
2020-04-23 13:15:00;100;68;7;93;50;10;5;0;0;0
2020-04-23 13:30:00;81;44;5;92;49;6;3;0;0;0
2020-04-23 13:45:00;101;65;1;93;41;15;0;0;0;0
2020-04-23 14:00:00;81;40;9;91;46;6;2;0;0;0
2020-04-23 14:15:00;117;82;3;116;73;11;2;0;0;0
2020-04-23 14:30:00;84;56;3;110;69;7;3;0;0;0
2020-04-23 14:45:00;78;54;4;98;68;10;0;0;0;0
2020-04-23 15:00:00;92;53;4;84;62;7;0;0;0;0
2020-04-23 15:15:00;83;60;4;107;65;11;0;0;0;0
2020-04-23 15:30:00;91;61;5;85;48;8;0;0;0;0
2020-04-23 15:45:00;92;45;7;102;62;9;0;0;0;0
2020-04-23 16:00:00;82;59;10;101;59;10;7;0;0;0
2020-04-23 16:15:00;88;49;4;94;65;7;0;0;0;0
2020-04-23 16:30:00;99;75;1;103;64;261;13;0;0;0
2020-04-23 16:45:00;84;37;2;92;50;6;0;0;0;0
2020-04-23 17:00:00;94;47;1;96;62;264;0;0;0;0
2020-04-23 17:15:00;83;47;0;76;52;8;0;0;0;0
2020-04-23 17:30:00;61;42;6;48;26;2;0;0;0;0
2020-04-23 17:45:00;45;24;0;54;28;1;0;0;0;0
2020-04-23 18:00:00;57;31;0;71;38;260;1;0;0;0
2020-04-23 18:15:00;57;32;0;50;26;2;0;0;0;0
2020-04-23 18:30:00;63;27;0;51;18;5;0;0;0;0
2020-04-23 18:45:00;35;21;0;42;17;4;0;0;0;0
2020-04-23 19:00:00;34;30;0;39;16;4;0;0;0;0
2020-04-23 19:15:00;32;12;0;37;11;4;0;0;0;0
2020-04-23 19:30:00;24;15;0;21;11;6;0;0;0;0
2020-04-23 19:45:00;22;11;0;26;8;0;0;0;0;0
2020-04-23 20:00:00;26;13;0;26;15;1;0;0;0;0
2020-04-23 20:15:00;29;6;0;44;13;0;0;0;0;0
2020-04-23 20:30:00;26;10;0;18;10;1;0;0;0;0
2020-04-23 20:45:00;25;5;0;14;8;0;0;0;0;0
2020-04-23 21:00:00;12;10;0;23;13;0;0;0;0;0
2020-04-23 21:15:00;18;13;1;18;9;1;0;0;0;0
2020-04-23 21:30:00;15;11;0;22;5;1;0;0;0;0
2020-04-23 21:45:00;18;5;0;13;5;0;0;0;0;0
2020-04-23 22:00:00;12;4;8;22;11;0;0;0;0;0
2020-04-23 22:15:00;11;3;1;17;8;0;0;0;0;0
2020-04-23 22:30:00;8;5;1;12;2;0;0;0;0;0
2020-04-23 22:45:00;2;5;0;13;7;0;0;0;0;0
2020-04-23 23:00:00;4;3;0;7;2;0;0;0;0;0
2020-04-23 23:15:00;5;1;0;10;2;0;0;0;0;0
2020-04-23 23:30:00;4;2;0;3;6;0;0;0;0;0
2020-04-23 23:45:00;4;1;0;3;3;0;0;0;0;0
