DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2019-10-02 00:00:00;0;1;0;263;0
2019-10-02 00:15:00;8;2;3;5;1
2019-10-02 00:30:00;3;0;0;1;4
2019-10-02 00:45:00;2;0;0;2;1
2019-10-02 01:00:00;1;1;0;255;4
2019-10-02 01:15:00;0;0;0;259;2
2019-10-02 01:30:00;1;0;2;254;1
2019-10-02 01:45:00;5;1;0;11;1
2019-10-02 02:00:00;0;0;1;262;1
2019-10-02 02:15:00;1;0;0;3;1
2019-10-02 02:30:00;0;0;0;1;0
2019-10-02 02:45:00;2;0;0;1;1
2019-10-02 03:00:00;0;0;0;0;1
2019-10-02 03:15:00;0;0;0;1;0
2019-10-02 03:30:00;0;0;0;1;1
2019-10-02 03:45:00;0;0;0;1;0
2019-10-02 04:00:00;1;0;0;0;0
2019-10-02 04:15:00;2;0;0;2;0
2019-10-02 04:30:00;2;2;0;1;3
2019-10-02 04:45:00;2;0;0;0;3
2019-10-02 05:00:00;2;0;4;5;1
2019-10-02 05:15:00;5;0;5;3;6
2019-10-02 05:30:00;10;1;6;7;13
2019-10-02 05:45:00;11;0;10;6;17
2019-10-02 06:00:00;19;4;5;6;10
2019-10-02 06:15:00;32;4;17;4;38
2019-10-02 06:30:00;22;8;16;17;29
2019-10-02 06:45:00;51;5;16;21;49
2019-10-02 07:00:00;50;6;19;17;58
2019-10-02 07:15:00;50;12;23;16;129
2019-10-02 07:30:00;79;10;37;41;143
2019-10-02 07:45:00;112;22;42;45;110
2019-10-02 08:00:00;98;29;41;35;59
2019-10-02 08:15:00;62;29;25;34;82
2019-10-02 08:30:00;72;27;25;34;69
2019-10-02 08:45:00;57;24;24;17;91
2019-10-02 09:00:00;43;20;20;27;66
2019-10-02 09:15:00;54;28;25;34;81
2019-10-02 09:30:00;55;23;24;33;61
2019-10-02 09:45:00;48;21;30;29;82
2019-10-02 10:00:00;49;18;28;34;65
2019-10-02 10:15:00;67;34;28;33;59
2019-10-02 10:30:00;60;30;26;45;85
2019-10-02 10:45:00;45;17;33;62;80
2019-10-02 11:00:00;56;17;30;35;75
2019-10-02 11:15:00;57;25;30;26;99
2019-10-02 11:30:00;66;19;29;28;83
2019-10-02 11:45:00;51;14;34;33;71
2019-10-02 12:00:00;54;14;40;36;66
2019-10-02 12:15:00;48;9;35;40;89
2019-10-02 12:30:00;48;13;34;35;77
2019-10-02 12:45:00;59;10;35;33;83
2019-10-02 13:00:00;62;7;38;32;90
2019-10-02 13:15:00;56;9;25;27;78
2019-10-02 13:30:00;66;14;25;23;81
2019-10-02 13:45:00;57;12;25;23;174
2019-10-02 14:00:00;58;11;30;30;75
2019-10-02 14:15:00;61;5;25;37;98
2019-10-02 14:30:00;58;12;30;21;65
2019-10-02 14:45:00;53;7;29;21;69
2019-10-02 15:00:00;67;9;27;33;95
2019-10-02 15:15:00;65;7;19;26;71
2019-10-02 15:30:00;65;10;31;37;91
2019-10-02 15:45:00;60;19;36;35;98
2019-10-02 16:00:00;74;4;40;36;130
2019-10-02 16:15:00;67;14;32;29;97
2019-10-02 16:30:00;58;7;31;30;112
2019-10-02 16:45:00;69;12;35;36;111
2019-10-02 17:00:00;95;14;31;32;123
2019-10-02 17:15:00;75;19;31;41;88
2019-10-02 17:30:00;57;13;24;32;88
2019-10-02 17:45:00;55;15;25;28;113
2019-10-02 18:00:00;48;12;38;30;125
2019-10-02 18:15:00;63;12;35;38;99
2019-10-02 18:30:00;42;9;26;28;87
2019-10-02 18:45:00;42;12;14;25;89
2019-10-02 19:00:00;63;36;29;38;82
2019-10-02 19:15:00;62;34;26;29;47
2019-10-02 19:30:00;42;22;19;31;51
2019-10-02 19:45:00;47;6;18;27;49
2019-10-02 20:00:00;30;11;16;19;44
2019-10-02 20:15:00;35;4;16;20;57
2019-10-02 20:30:00;27;7;8;12;45
2019-10-02 20:45:00;25;2;12;14;29
2019-10-02 21:00:00;28;4;15;20;32
2019-10-02 21:15:00;27;0;12;17;28
2019-10-02 21:30:00;26;2;9;14;47
2019-10-02 21:45:00;19;2;12;15;37
2019-10-02 22:00:00;22;3;12;300;40
2019-10-02 22:15:00;18;3;9;357;28
2019-10-02 22:30:00;31;2;13;254;32
2019-10-02 22:45:00;27;3;10;18;41
2019-10-02 23:00:00;21;3;6;17;22
2019-10-02 23:15:00;16;1;5;6;21
2019-10-02 23:30:00;18;2;4;11;12
2019-10-02 23:45:00;10;2;10;14;11
