DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2020-03-29 00:00:00;6;3;1;1;0;0
2020-03-29 00:15:00;4;2;2;3;0;0
2020-03-29 00:30:00;5;3;2;0;0;0
2020-03-29 00:45:00;3;1;1;0;0;0
2020-03-29 01:00:00;4;3;2;2;0;0
2020-03-29 01:15:00;2;0;1;2;0;0
2020-03-29 01:30:00;1;1;4;2;0;0
2020-03-29 01:45:00;1;1;6;5;0;0
2020-03-29 03:00:00;3;1;6;5;0;0
2020-03-29 03:15:00;4;0;4;1;0;0
2020-03-29 03:30:00;0;1;1;0;0;0
2020-03-29 03:45:00;1;1;2;3;0;0
2020-03-29 04:00:00;3;1;0;0;0;0
2020-03-29 04:15:00;4;3;1;1;0;0
2020-03-29 04:30:00;0;0;4;5;0;0
2020-03-29 04:45:00;3;1;4;0;0;0
2020-03-29 05:00:00;10;4;7;3;0;0
2020-03-29 05:15:00;7;4;6;6;0;0
2020-03-29 05:30:00;8;2;11;4;0;0
2020-03-29 05:45:00;8;1;9;6;0;0
2020-03-29 06:00:00;8;6;5;9;0;0
2020-03-29 06:15:00;4;5;4;2;0;0
2020-03-29 06:30:00;7;2;6;2;0;0
2020-03-29 06:45:00;4;4;1;2;0;0
2020-03-29 07:00:00;3;6;4;2;0;0
2020-03-29 07:15:00;12;5;6;1;0;0
2020-03-29 07:30:00;4;2;3;3;0;0
2020-03-29 07:45:00;5;4;4;2;0;0
2020-03-29 08:00:00;1;3;2;3;0;0
2020-03-29 08:15:00;13;2;2;4;0;0
2020-03-29 08:30:00;3;3;7;1;0;0
2020-03-29 08:45:00;2;6;4;3;0;0
2020-03-29 09:00:00;11;5;14;4;0;0
2020-03-29 09:15:00;12;4;6;2;0;0
2020-03-29 09:30:00;10;8;12;6;0;0
2020-03-29 09:45:00;8;6;14;6;1;0
2020-03-29 10:00:00;14;6;16;4;0;0
2020-03-29 10:15:00;13;10;18;5;0;0
2020-03-29 10:30:00;22;12;8;2;0;0
2020-03-29 10:45:00;17;9;18;6;0;0
2020-03-29 11:00:00;27;14;23;6;3;0
2020-03-29 11:15:00;24;15;14;10;5;0
2020-03-29 11:30:00;19;11;16;7;9;0
2020-03-29 11:45:00;20;17;20;12;1;0
2020-03-29 12:00:00;25;14;23;13;3;0
2020-03-29 12:15:00;25;16;28;10;0;0
2020-03-29 12:30:00;26;18;13;5;1;0
2020-03-29 12:45:00;17;21;25;14;1;0
2020-03-29 13:00:00;27;23;20;18;8;0
2020-03-29 13:15:00;25;14;21;19;0;0
2020-03-29 13:30:00;20;13;25;16;17;0
2020-03-29 13:45:00;15;10;18;8;0;0
2020-03-29 14:00:00;37;13;21;16;3;0
2020-03-29 14:15:00;22;21;16;10;2;0
2020-03-29 14:30:00;33;25;20;5;0;0
2020-03-29 14:45:00;18;20;28;10;1;0
2020-03-29 15:00:00;45;20;22;13;5;0
2020-03-29 15:15:00;20;20;23;11;1;0
2020-03-29 15:30:00;28;14;23;17;22;0
2020-03-29 15:45:00;29;13;32;22;9;0
2020-03-29 16:00:00;26;16;20;9;0;0
2020-03-29 16:15:00;36;15;25;16;18;0
2020-03-29 16:30:00;35;19;30;20;2;0
2020-03-29 16:45:00;25;21;34;24;4;0
2020-03-29 17:00:00;31;26;18;17;3;0
2020-03-29 17:15:00;28;26;22;12;8;0
2020-03-29 17:30:00;18;24;25;16;0;0
2020-03-29 17:45:00;31;18;20;13;0;0
2020-03-29 18:00:00;27;21;23;18;0;0
2020-03-29 18:15:00;21;15;33;18;9;0
2020-03-29 18:30:00;22;17;20;7;9;0
2020-03-29 18:45:00;23;29;25;18;3;0
2020-03-29 19:00:00;24;18;21;5;0;0
2020-03-29 19:15:00;30;18;32;18;0;0
2020-03-29 19:30:00;21;14;21;7;0;0
2020-03-29 19:45:00;19;12;19;12;3;0
2020-03-29 20:00:00;22;14;23;13;0;0
2020-03-29 20:15:00;25;11;17;16;0;0
2020-03-29 20:30:00;13;8;15;11;0;0
2020-03-29 20:45:00;16;7;19;14;0;0
2020-03-29 21:00:00;14;9;21;7;0;0
2020-03-29 21:15:00;11;8;15;11;0;0
2020-03-29 21:30:00;16;10;31;16;0;0
2020-03-29 21:45:00;20;4;12;8;0;0
2020-03-29 22:00:00;27;12;12;6;0;0
2020-03-29 22:15:00;9;4;12;7;0;0
2020-03-29 22:30:00;10;7;12;4;0;0
2020-03-29 22:45:00;11;5;11;7;0;0
2020-03-29 23:00:00;6;1;3;5;0;0
2020-03-29 23:15:00;4;3;2;8;0;0
2020-03-29 23:30:00;5;3;7;4;0;0
2020-03-29 23:45:00;
