DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DBL1);7(DBL2);8(DC1);9(DC2);10(DC3);11(DC4);12(DC5);13(DC6);14(DC7);15(TAFGA);16(TAFGB);17(TAFBA);18(TAFBB);19(TAFBC);20(TAFBD)
2020-08-20 00:00:00;0;3;0;3;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0
2020-08-20 00:15:00;0;9;2;0;4;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-08-20 00:30:00;0;0;0;1;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-08-20 00:45:00;0;1;0;9;2;1;1;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-08-20 01:00:00;0;8;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-20 01:15:00;0;4;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-20 01:30:00;0;4;0;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-08-20 01:45:00;0;2;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-20 02:00:00;0;2;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-20 02:15:00;0;4;0;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-20 02:30:00;0;7;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-08-20 02:45:00;0;6;0;3;5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-08-20 03:00:00;0;3;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-20 03:15:00;1;6;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-20 03:30:00;0;5;1;1;7;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-08-20 03:45:00;0;9;0;3;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-20 04:00:00;0;4;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-20 04:15:00;0;4;0;7;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-08-20 04:30:00;3;8;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-20 04:45:00;1;9;0;8;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-08-20 05:00:00;0;8;0;12;4;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-08-20 05:15:00;2;30;3;20;9;1;0;0;0;2;0;0;2;0;0;0;0;0;0;0
2020-08-20 05:30:00;2;33;6;19;8;1;0;0;0;3;0;0;3;0;0;0;0;0;0;0
2020-08-20 05:45:00;10;49;9;34;13;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-20 06:00:00;2;33;4;33;12;1;0;0;0;1;2;0;1;2;0;0;0;0;0;0
2020-08-20 06:15:00;10;59;17;49;19;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-08-20 06:30:00;20;66;24;46;19;3;2;4;2;1;0;0;1;0;0;1;0;3;0;0
2020-08-20 06:45:00;27;85;34;37;21;1;5;3;2;3;1;1;3;1;1;0;0;0;0;0
2020-08-20 07:00:00;25;67;36;26;18;1;5;1;1;5;2;0;5;3;0;0;0;5;0;0
2020-08-20 07:15:00;14;67;29;36;26;1;1;3;3;1;1;1;1;1;0;0;0;0;0;5
2020-08-20 07:30:00;18;72;25;47;24;3;1;2;2;2;1;0;3;0;0;1;0;0;0;0
2020-08-20 07:45:00;27;72;36;34;23;7;0;3;3;4;2;1;4;2;1;0;1;0;0;0
2020-08-20 08:00:00;17;64;21;27;20;4;2;5;2;6;3;2;6;3;0;2;0;0;0;0
2020-08-20 08:15:00;8;74;27;29;21;9;3;0;1;4;0;0;4;0;0;0;0;0;0;0
2020-08-20 08:30:00;22;62;14;39;27;4;5;2;4;4;1;3;4;1;0;1;0;1;0;0
2020-08-20 08:45:00;11;57;23;39;33;4;3;2;0;4;3;0;4;3;1;0;0;2;0;0
2020-08-20 09:00:00;17;76;21;34;37;7;1;7;1;6;1;1;6;1;1;2;2;4;0;0
2020-08-20 09:15:00;23;72;23;39;26;9;5;9;4;6;7;2;5;9;0;0;0;1;0;0
2020-08-20 09:30:00;11;76;24;37;44;7;3;5;5;8;5;4;7;6;1;3;8;4;0;0
2020-08-20 09:45:00;16;73;22;47;34;3;3;5;2;17;1;2;17;1;1;2;2;0;0;0
2020-08-20 10:00:00;10;90;12;35;51;5;5;3;4;7;9;2;6;10;0;2;0;4;0;0
2020-08-20 10:15:00;12;78;26;49;51;10;2;8;3;3;2;2;4;3;0;2;0;5;0;2
2020-08-20 10:30:00;21;78;26;54;43;6;2;7;2;12;4;1;11;4;0;1;0;7;0;0
2020-08-20 10:45:00;20;81;13;60;57;6;10;2;3;12;11;2;11;9;1;0;3;9;0;0
2020-08-20 11:00:00;10;82;29;50;40;6;4;8;2;9;5;1;9;5;1;2;4;0;0;0
2020-08-20 11:15:00;23;83;6;57;53;6;4;9;6;7;3;1;7;3;0;2;0;1;1;0
2020-08-20 11:30:00;17;77;16;52;37;7;7;10;6;8;15;2;8;14;1;1;1;8;0;0
2020-08-20 11:45:00;11;74;18;56;30;4;5;6;5;11;11;3;12;12;2;2;2;12;0;0
2020-08-20 12:00:00;17;74;11;60;48;9;4;11;6;17;9;3;16;8;3;4;6;6;5;1
2020-08-20 12:15:00;11;78;24;59;45;4;3;9;2;16;6;2;17;6;0;2;0;0;0;0
2020-08-20 12:30:00;13;73;28;55;50;5;5;6;6;15;10;3;16;8;1;2;1;1;0;0
2020-08-20 12:45:00;17;58;19;49;34;5;2;4;6;14;6;3;14;6;1;1;1;0;0;0
2020-08-20 13:00:00;18;65;11;67;32;1;6;6;5;16;8;2;16;8;1;0;0;0;0;0
2020-08-20 13:15:00;14;79;15;50;52;6;6;5;7;13;7;5;12;7;8;1;61;1;0;0
2020-08-20 13:30:00;13;69;20;39;42;3;8;7;2;12;6;1;12;7;0;1;0;4;1;0
2020-08-20 13:45:00;19;77;30;59;64;5;5;6;7;10;5;4;10;5;0;1;0;28;0;26
2020-08-20 14:00:00;5;82;27;52;58;5;1;7;3;15;6;2;15;6;0;3;0;1;0;0
