DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-02-25 00:00:00;4;0;1;2;2
2020-02-25 00:15:00;3;3;6;2;2
2020-02-25 00:30:00;5;0;1;1;1
2020-02-25 00:45:00;2;0;1;2;2
2020-02-25 01:00:00;3;0;3;6;1
2020-02-25 01:15:00;5;0;1;3;3
2020-02-25 01:30:00;3;0;1;4;1
2020-02-25 01:45:00;1;0;1;5;1
2020-02-25 02:00:00;1;0;1;2;0
2020-02-25 02:15:00;0;0;0;0;0
2020-02-25 02:30:00;1;0;0;0;1
2020-02-25 02:45:00;0;0;0;1;0
2020-02-25 03:00:00;0;0;0;1;2
2020-02-25 03:15:00;1;0;0;1;1
2020-02-25 03:30:00;0;0;0;0;2
2020-02-25 03:45:00;1;0;0;1;0
2020-02-25 04:00:00;1;0;0;1;1
2020-02-25 04:15:00;3;0;0;1;0
2020-02-25 04:30:00;1;1;0;2;2
2020-02-25 04:45:00;2;0;1;1;3
2020-02-25 05:00:00;3;0;1;4;8
2020-02-25 05:15:00;3;0;1;10;4
2020-02-25 05:30:00;10;2;1;6;10
2020-02-25 05:45:00;16;1;4;8;17
2020-02-25 06:00:00;18;5;3;9;18
2020-02-25 06:15:00;25;2;7;21;25
2020-02-25 06:30:00;23;6;8;19;32
2020-02-25 06:45:00;31;3;11;26;39
2020-02-25 07:00:00;39;7;5;17;31
2020-02-25 07:15:00;40;8;13;21;42
2020-02-25 07:30:00;40;4;10;30;51
2020-02-25 07:45:00;49;10;15;31;57
2020-02-25 08:00:00;53;7;14;23;40
2020-02-25 08:15:00;39;11;10;32;43
2020-02-25 08:30:00;33;16;12;25;40
2020-02-25 08:45:00;40;7;10;20;51
2020-02-25 09:00:00;18;10;13;32;41
2020-02-25 09:15:00;35;6;17;28;38
2020-02-25 09:30:00;39;8;16;28;58
2020-02-25 09:45:00;24;16;15;31;57
2020-02-25 10:00:00;31;10;18;19;39
2020-02-25 10:15:00;37;16;15;31;42
2020-02-25 10:30:00;33;12;7;24;45
2020-02-25 10:45:00;34;9;16;25;56
2020-02-25 11:00:00;31;11;11;16;46
2020-02-25 11:15:00;35;18;15;27;48
2020-02-25 11:30:00;38;10;20;25;54
2020-02-25 11:45:00;35;16;23;36;51
2020-02-25 12:00:00;55;6;28;44;114
2020-02-25 12:15:00;52;10;17;40;76
2020-02-25 12:30:00;43;12;11;29;64
2020-02-25 12:45:00;39;14;19;23;99
2020-02-25 13:00:00;45;8;18;22;62
2020-02-25 13:15:00;40;6;14;26;52
2020-02-25 13:30:00;40;9;14;18;61
2020-02-25 13:45:00;36;14;12;18;60
2020-02-25 14:00:00;39;10;16;21;53
2020-02-25 14:15:00;39;10;16;22;56
2020-02-25 14:30:00;36;11;16;23;50
2020-02-25 14:45:00;31;17;24;34;46
2020-02-25 15:00:00;30;4;16;40;51
2020-02-25 15:15:00;34;10;14;27;53
2020-02-25 15:30:00;41;9;18;29;73
2020-02-25 15:45:00;46;5;15;21;50
2020-02-25 16:00:00;39;5;12;28;77
2020-02-25 16:15:00;40;5;8;25;82
2020-02-25 16:30:00;47;6;15;27;68
2020-02-25 16:45:00;52;5;11;26;72
2020-02-25 17:00:00;40;11;18;29;70
2020-02-25 17:15:00;50;8;13;21;72
2020-02-25 17:30:00;44;6;14;27;45
2020-02-25 17:45:00;37;9;17;23;81
2020-02-25 18:00:00;50;9;12;29;57
2020-02-25 18:15:00;38;6;14;25;79
2020-02-25 18:30:00;31;7;5;16;55
2020-02-25 18:45:00;41;6;9;21;56
2020-02-25 19:00:00;21;6;16;19;42
2020-02-25 19:15:00;32;3;12;12;38
2020-02-25 19:30:00;16;9;9;24;53
2020-02-25 19:45:00;29;3;6;17;47
2020-02-25 20:00:00;28;9;6;8;35
2020-02-25 20:15:00;34;4;7;17;28
2020-02-25 20:30:00;18;2;7;12;29
2020-02-25 20:45:00;17;1;3;8;25
2020-02-25 21:00:00;10;2;6;13;19
2020-02-25 21:15:00;25;4;6;14;15
2020-02-25 21:30:00;26;0;2;8;10
2020-02-25 21:45:00;19;0;1;9;15
2020-02-25 22:00:00;27;4;6;12;16
2020-02-25 22:15:00;19;1;8;10;18
2020-02-25 22:30:00;25;0;4;7;13
2020-02-25 22:45:00;15;0;1;8;15
2020-02-25 23:00:00;15;2;5;7;9
2020-02-25 23:15:00;5;0;2;4;10
2020-02-25 23:30:00;9;1;0;1;7
