DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-06-19 00:00:00;8;8;2;7;8;1;7;7;10;6
2020-06-19 00:15:00;13;7;0;6;9;2;10;6;7;13
2020-06-19 00:30:00;11;5;0;11;10;3;11;6;6;8
2020-06-19 00:45:00;6;7;2;7;7;3;8;8;8;6
2020-06-19 01:00:00;9;3;0;2;5;0;5;1;2;8
2020-06-19 01:15:00;2;2;1;3;4;1;2;2;2;1
2020-06-19 01:30:00;5;1;0;4;2;0;3;2;2;4
2020-06-19 01:45:00;4;2;0;6;7;0;8;6;1;4
2020-06-19 02:00:00;4;2;1;1;3;1;3;0;3;3
2020-06-19 02:15:00;5;0;1;2;1;0;2;3;2;4
2020-06-19 02:30:00;1;3;1;1;3;0;3;1;3;1
2020-06-19 02:45:00;3;3;1;1;1;0;1;0;3;3
2020-06-19 03:00:00;4;2;0;0;0;0;0;0;1;3
2020-06-19 03:15:00;4;2;2;0;1;0;1;0;2;4
2020-06-19 03:30:00;4;1;0;2;3;2;2;1;2;3
2020-06-19 03:45:00;1;2;2;3;4;0;3;3;1;2
2020-06-19 04:00:00;1;2;1;1;2;0;2;1;2;0
2020-06-19 04:15:00;7;2;1;3;4;1;4;1;1;7
2020-06-19 04:30:00;7;3;0;6;8;1;8;5;3;6
2020-06-19 04:45:00;9;5;2;4;5;1;6;5;5;7
2020-06-19 05:00:00;24;13;2;6;18;2;17;6;15;23
2020-06-19 05:15:00;19;13;3;24;30;4;31;19;18;15
2020-06-19 05:30:00;30;28;3;26;41;19;47;34;21;24
2020-06-19 05:45:00;19;39;4;36;53;22;52;40;34;15
2020-06-19 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-19 06:15:00;38;29;3;62;69;23;79;70;32;34
2020-06-19 06:30:00;45;32;6;64;84;21;87;81;35;42
2020-06-19 06:45:00;55;39;3;88;85;21;85;95;40;41
2020-06-19 07:00:00;53;29;6;92;105;24;98;93;29;40
2020-06-19 07:15:00;47;51;4;145;100;36;109;143;50;37
2020-06-19 07:30:00;60;50;13;112;113;33;118;121;50;52
2020-06-19 07:45:00;70;67;18;86;106;44;112;92;70;56
2020-06-19 08:00:00;53;40;7;72;88;29;97;72;38;47
2020-06-19 08:15:00;68;59;10;57;64;38;75;61;54;61
2020-06-19 08:30:00;56;42;16;62;68;17;66;68;42;52
2020-06-19 08:45:00;70;44;12;78;96;23;94;82;46;58
2020-06-19 09:00:00;58;45;13;76;67;23;69;69;50;45
2020-06-19 09:15:00;49;47;7;67;89;20;87;69;44;48
2020-06-19 09:30:00;53;58;14;77;77;26;87;73;54;46
2020-06-19 09:45:00;56;46;18;55;87;20;85;57;50;54
2020-06-19 10:00:00;63;67;17;58;89;33;99;52;70;48
2020-06-19 10:15:00;74;61;15;63;92;40;102;65;58;66
2020-06-19 10:30:00;62;50;13;59;77;28;87;60;50;56
2020-06-19 10:45:00;72;58;23;71;70;35;90;74;63;57
2020-06-19 11:00:00;65;54;24;72;70;24;79;55;55;69
2020-06-19 11:15:00;78;69;21;61;87;38;100;71;66;71
2020-06-19 11:30:00;91;80;15;64;90;35;101;56;77;84
2020-06-19 11:45:00;78;60;17;48;75;41;88;49;60;78
2020-06-19 12:00:00;91;86;21;70;82;39;100;67;93;86
2020-06-19 12:15:00;90;93;21;59;88;25;89;70;89;89
