DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-10-02 00:00:00;4;3;1;0;4;8;9;3;0;4;4;1;1
2020-10-02 00:15:00;5;7;1;4;3;8;11;5;3;2;0;0;2
2020-10-02 00:30:00;6;3;0;2;0;9;3;3;4;6;6;2;0
2020-10-02 00:45:00;6;1;2;0;1;6;5;2;1;1;1;0;2
2020-10-02 01:00:00;2;0;2;0;2;4;0;0;0;2;4;2;2
2020-10-02 01:15:00;3;0;0;0;2;10;2;0;0;1;1;0;0
2020-10-02 01:30:00;6;1;0;1;0;3;0;2;2;2;3;0;0
2020-10-02 01:45:00;3;0;0;2;0;6;3;2;3;1;1;0;0
2020-10-02 02:00:00;4;2;2;1;1;5;2;1;1;0;1;0;2
2020-10-02 02:15:00;5;2;2;0;3;5;0;0;1;4;3;0;2
2020-10-02 02:30:00;3;4;2;2;1;9;3;2;1;3;6;3;1
2020-10-02 02:45:00;3;2;2;1;1;14;15;1;1;4;5;2;2
2020-10-02 03:00:00;8;2;0;2;2;8;9;3;2;2;4;3;0
2020-10-02 03:15:00;9;1;0;3;1;3;5;3;1;0;0;0;0
2020-10-02 03:30:00;8;2;0;0;1;15;11;0;0;3;6;1;0
2020-10-02 03:45:00;4;1;2;2;2;9;9;3;1;2;1;0;2
2020-10-02 04:00:00;6;4;0;0;4;6;6;2;1;1;2;0;0
2020-10-02 04:15:00;4;2;1;0;4;12;11;2;2;1;1;0;1
2020-10-02 04:30:00;12;2;0;3;10;19;14;10;6;3;0;0;0
2020-10-02 04:45:00;16;4;1;4;3;19;13;2;0;1;1;0;1
2020-10-02 05:00:00;24;17;4;6;6;24;24;6;3;3;3;1;4
2020-10-02 05:15:00;25;14;5;8;27;37;29;6;1;1;1;0;5
2020-10-02 05:30:00;27;22;3;27;31;42;45;16;5;5;2;0;3
2020-10-02 05:45:00;25;17;6;23;25;49;46;18;7;13;9;1;6
2020-10-02 06:00:00;39;31;8;26;25;55;53;17;10;11;6;2;8
2020-10-02 06:15:00;43;28;12;25;37;62;65;24;16;12;5;1;11
2020-10-02 06:30:00;47;46;19;35;43;82;86;47;39;26;7;2;19
2020-10-02 06:45:00;58;45;11;61;33;100;107;67;51;44;14;7;11
2020-10-02 07:00:00;68;50;20;50;46;73;81;45;28;32;18;6;16
2020-10-02 07:15:00;71;75;18;41;53;97;97;55;39;33;26;5;16
2020-10-02 07:30:00;71;64;19;70;57;101;93;63;43;43;29;12;17
2020-10-02 07:45:00;55;47;17;78;52;98;119;68;50;48;29;20;19
2020-10-02 08:00:00;58;40;16;81;52;99;97;80;47;51;28;12;17
2020-10-02 08:15:00;53;46;16;57;47;87;99;49;31;41;40;10;14
2020-10-02 08:30:00;62;48;12;67;42;91;96;54;38;41;33;15;13
2020-10-02 08:45:00;68;51;18;75;31;86;94;67;57;63;46;21;18
2020-10-02 09:00:00;70;50;18;69;35;83;87;47;45;62;34;20;18
2020-10-02 09:15:00;77;68;27;75;40;95;83;46;37;58;48;18;24
2020-10-02 09:30:00;70;68;17;63;36;92;91;58;34;62;48;25;18
2020-10-02 09:45:00;84;61;27;83;44;94;104;64;59;73;61;31;27
2020-10-02 10:00:00;87;55;25;81;28;91;76;55;48;69;42;14;24
2020-10-02 10:15:00;81;67;23;77;45;98;90;69;56;101;74;32;22
2020-10-02 10:30:00;85;60;31;94;41;105;80;63;43;97;78;29;32
2020-10-02 10:45:00;78;57;22;92;42;82;91;55;34;94;73;31;21
2020-10-02 11:00:00;82;75;22;73;42;83;83;55;45;89;87;27;20
2020-10-02 11:15:00;75;85;28;87;34;110;98;66;55;102;68;33;27
2020-10-02 11:30:00;93;76;23;80;44;86;95;72;56;117;63;26;21
2020-10-02 11:45:00;75;65;28;83;40;97;98;64;38;102;88;30;24
2020-10-02 12:00:00;92;96;29;80;42;96;90;67;55;103;74;30;24
2020-10-02 12:15:00;90;91;22;75;32;101;93;59;49;120;93;39;22
2020-10-02 12:30:00;75;76;24;61;43;93;96;61;51;100;85;33;23
2020-10-02 12:45:00;97;91;25;82;47;99;98;58;41;99;77;28;24
2020-10-02 13:00:00;97;91;27;79;44;89;80;59;39;117;88;36;24
2020-10-02 13:15:00;91;115;22;89;48;111;105;56;34;116;65;30;20
2020-10-02 13:30:00;89;83;24;77;49;92;93;54;43;110;71;29;25
2020-10-02 13:45:00;79;70;25;90;50;96;112;69;56;112;58;26;25
2020-10-02 14:00:00;104;119;25;75;40;98;94;61;54;94;59;27;25
2020-10-02 14:15:00;96;113;20;89;39;108;107;65;53;102;73;33;20
2020-10-02 14:30:00;99;103;33;88;47;108;111;75;56;100;72;28;34
2020-10-02 14:45:00;90;108;32;101;42;118;108;70;60;104;76;39;30
2020-10-02 15:00:00;98;109;36;63;34;114;107;73;52;112;91;23;35
