DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-11-12 00:00:00;2;3;1;0;1;2;3;3;3;0;1079;0;0
2020-11-12 00:15:00;1;0;0;1;6;7;5;3;0;0;934;0;0
2020-11-12 00:30:00;0;0;0;0;3;4;3;2;1;0;0;0;0
2020-11-12 00:45:00;0;0;0;1;6;6;11;5;0;0;54;0;0
2020-11-12 01:00:00;0;1;0;0;3;4;1;1;0;0;22;0;0
2020-11-12 01:15:00;0;1;1;0;0;1;1;1;1;1;543;0;0
2020-11-12 01:30:00;1;0;0;0;0;0;0;1;1;1;1051;0;0
2020-11-12 01:45:00;0;0;0;0;0;0;0;0;0;0;123;0;0
2020-11-12 02:00:00;0;1;1;0;1;0;0;0;0;0;333;0;0
2020-11-12 02:15:00;1;2;0;0;1;0;0;0;0;0;0;0;0
2020-11-12 02:30:00;0;0;0;0;1;0;0;1;0;0;8;0;0
2020-11-12 02:45:00;1;2;0;0;1;1;0;0;2;0;108;0;0
2020-11-12 03:00:00;3;0;0;0;2;0;0;0;1;1;536;0;2
2020-11-12 03:15:00;1;1;0;0;3;1;2;1;1;1;1480;0;0
2020-11-12 03:30:00;6;1;0;0;5;4;0;0;0;1;204;0;0
2020-11-12 03:45:00;1;1;0;0;0;0;0;0;2;2;0;0;0
2020-11-12 04:00:00;1;1;0;0;4;3;0;0;1;0;1;0;0
2020-11-12 04:15:00;1;0;0;0;2;3;3;2;5;0;1;0;0
2020-11-12 04:30:00;1;0;0;0;3;5;5;2;3;1;39;0;0
2020-11-12 04:45:00;5;3;0;1;4;5;5;3;8;2;0;0;0
2020-11-12 05:00:00;2;5;1;0;12;19;20;15;2;1;14;0;0
2020-11-12 05:15:00;3;1;0;0;10;11;37;29;5;4;68;1;0
2020-11-12 05:30:00;2;3;1;1;20;19;56;35;13;6;227;1;0
2020-11-12 05:45:00;5;7;0;3;40;38;49;30;31;13;522;0;0
2020-11-12 06:00:00;12;10;1;2;44;43;36;38;17;6;31;1;3
2020-11-12 06:15:00;19;12;1;0;45;41;58;33;27;17;60;2;9
2020-11-12 06:30:00;8;11;3;3;43;49;70;68;36;12;456;2;1
2020-11-12 06:45:00;14;10;1;2;39;40;72;63;40;21;739;8;1
2020-11-12 07:00:00;15;14;2;5;43;38;83;60;64;33;59;3;2
2020-11-12 07:15:00;27;18;2;2;55;55;85;67;102;52;52;0;2
2020-11-12 07:30:00;36;25;0;7;74;52;58;63;110;85;19;0;2
2020-11-12 07:45:00;40;24;0;8;96;79;67;56;81;45;15;0;3
2020-11-12 08:00:00;27;17;0;6;68;61;78;46;59;35;3;1;1
2020-11-12 08:15:00;28;15;0;4;62;46;71;44;56;25;3;1;0
2020-11-12 08:30:00;31;18;3;4;54;47;60;36;58;35;3;3;2
2020-11-12 08:45:00;26;20;1;7;56;61;67;27;59;22;2;3;0
2020-11-12 09:00:00;23;19;0;1;46;45;52;24;49;23;2;5;1
2020-11-12 09:15:00;21;10;2;4;59;51;60;27;46;16;3;2;0
2020-11-12 09:30:00;24;25;2;5;43;49;55;28;47;13;0;1;1
2020-11-12 09:45:00;38;23;1;2;51;49;50;26;40;19;3;0;1
2020-11-12 10:00:00;30;14;1;0;50;47;59;22;57;16;4;2;0
2020-11-12 10:15:00;31;25;2;1;53;51;55;21;47;23;7;4;1
2020-11-12 10:30:00;234;25;3;4;57;54;52;27;57;20;6;0;3
2020-11-12 10:45:00;37;17;0;1;56;58;61;17;42;20;68;0;0
2020-11-12 11:00:00;39;28;2;0;47;59;49;18;46;17;163;1;1
2020-11-12 11:15:00;34;21;1;3;43;50;49;19;60;14;628;1;0
2020-11-12 11:30:00;43;31;2;0;44;59;74;26;35;16;1278;3;1
2020-11-12 11:45:00;43;19;4;2;48;49;60;23;43;20;275;1;1
2020-11-12 12:00:00;47;40;5;2;64;60;67;26;43;27;17;2;1
