DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-03-28 00:00:00;1;4;0;3;3;0;0;1
2020-03-28 00:15:00;0;2;2;1;0;4;0;1
2020-03-28 00:30:00;2;2;2;0;1;0;0;2
2020-03-28 00:45:00;2;3;1;2;1;0;0;1
2020-03-28 01:00:00;2;0;0;1;1;0;0;1
2020-03-28 01:15:00;0;0;1;1;1;0;0;0
2020-03-28 01:30:00;0;1;1;0;1;0;0;1
2020-03-28 01:45:00;2;2;0;1;0;1;0;1
2020-03-28 02:00:00;2;1;0;1;2;1;0;0
2020-03-28 02:15:00;1;1;0;1;0;1;0;0
2020-03-28 02:30:00;2;5;4;4;1;0;0;1
2020-03-28 02:45:00;1;1;0;0;0;1;0;0
2020-03-28 03:00:00;0;0;0;0;0;0;0;0
2020-03-28 03:15:00;1;1;1;1;1;1;0;0
2020-03-28 03:30:00;2;2;1;0;1;0;0;0
2020-03-28 03:45:00;1;1;0;1;2;1;0;0
2020-03-28 04:00:00;1;0;0;1;2;1;0;1
2020-03-28 04:15:00;2;1;1;2;2;2;0;1
2020-03-28 04:30:00;0;0;1;0;0;0;0;1
2020-03-28 04:45:00;2;2;2;1;2;0;0;0
2020-03-28 05:00:00;1;1;0;1;3;1;0;0
2020-03-28 05:15:00;5;4;2;3;2;0;0;1
2020-03-28 05:30:00;9;8;3;6;3;2;0;4
2020-03-28 05:45:00;1;4;4;5;3;5;0;1
2020-03-28 06:00:00;4;3;2;4;1;0;0;3
2020-03-28 06:15:00;5;6;5;7;3;3;0;5
2020-03-28 06:30:00;14;8;3;6;4;4;0;3
2020-03-28 06:45:00;7;7;5;3;4;7;0;4
2020-03-28 07:00:00;8;6;5;4;7;4;0;5
2020-03-28 07:15:00;11;10;3;4;5;6;0;9
2020-03-28 07:30:00;10;4;4;2;1;4;0;4
2020-03-28 07:45:00;8;8;5;7;9;7;0;7
2020-03-28 08:00:00;11;10;2;9;9;3;0;5
2020-03-28 08:15:00;9;7;6;12;7;8;0;9
2020-03-28 08:30:00;16;10;4;8;18;8;0;7
2020-03-28 08:45:00;10;8;4;13;12;14;0;14
2020-03-28 09:00:00;14;15;7;9;8;17;0;8
2020-03-28 09:15:00;13;8;12;9;10;14;0;9
2020-03-28 09:30:00;23;16;12;8;7;9;0;7
2020-03-28 09:45:00;19;19;9;7;14;17;0;11
2020-03-28 10:00:00;29;21;12;12;16;9;0;15
2020-03-28 10:15:00;20;22;15;18;5;9;0;20
2020-03-28 10:30:00;20;17;13;10;5;12;0;15
2020-03-28 10:45:00;25;19;11;18;45;7;0;17
2020-03-28 11:00:00;16;19;13;15;11;15;0;14
2020-03-28 11:15:00;24;21;12;19;15;7;0;19
2020-03-28 11:30:00;24;23;15;14;8;13;0;13
2020-03-28 11:45:00;26;15;13;15;16;12;0;20
2020-03-28 12:00:00;16;18;16;18;13;13;0;20
2020-03-28 12:15:00;19;16;17;17;29;11;0;19
2020-03-28 12:30:00;23;14;17;19;14;12;0;9
2020-03-28 12:45:00;19;12;13;13;13;13;0;26
2020-03-28 13:00:00;23;17;14;11;12;17;0;16
2020-03-28 13:15:00;22;16;18;16;11;17;0;16
2020-03-28 13:30:00;15;12;14;15;9;20;0;17
2020-03-28 13:45:00;26;18;15;15;15;16;0;17
2020-03-28 14:00:00;18;23;15;18;17;11;0;13
2020-03-28 14:15:00;22;19;17;19;19;16;0;19
2020-03-28 14:30:00;27;30;10;13;8;7;0;12
2020-03-28 14:45:00;17;16;13;15;7;15;0;17
2020-03-28 15:00:00;23;19;16;11;16;16;0;19
2020-03-28 15:15:00;20;19;13;8;9;12;0;19
2020-03-28 15:30:00;27;26;11;19;12;9;0;14
2020-03-28 15:45:00;18;15;14;15;10;12;0;24
2020-03-28 16:00:00;24;23;10;25;13;14;0;16
2020-03-28 16:15:00;19;15;17;20;16;17;0;17
2020-03-28 16:30:00;23;15;10;17;16;16;0;16
2020-03-28 16:45:00;23;19;10;9;12;11;0;14
2020-03-28 17:00:00;24;16;13;13;17;12;0;10
2020-03-28 17:15:00;24;25;17;10;13;23;0;24
2020-03-28 17:30:00;17;14;18;16;16;13;0;17
2020-03-28 17:45:00;18;21;12;12;9;21;0;21
2020-03-28 18:00:00;25;18;18;13;14;14;0;10
2020-03-28 18:15:00;17;28;11;16;7;20;0;23
2020-03-28 18:30:00;17;22;7;15;14;9;0;18
2020-03-28 18:45:00;17;21;14;9;8;13;0;16
2020-03-28 19:00:00;27;17;15;11;9;10;0;7
2020-03-28 19:15:00;21;12;10;14;13;9;0;7
2020-03-28 19:30:00;18;12;8;6;8;15;0;18
2020-03-28 19:45:00;16;10;12;11;10;6;0;8
2020-03-28 20:00:00;11;4;6;6;5;7;0;4
2020-03-28 20:15:00;12;7;6;14;6;13;0;11
2020-03-28 20:30:00;17;6;2;6;7;9;0;8
2020-03-28 20:45:00;7;6;2;10;4;12;0;2
2020-03-28 21:00:00;5;4;2;1;1;5;0;3
2020-03-28 21:15:00;4;4;6;7;4;4;0;8
2020-03-28 21:30:00;2;5;7;2;0;4;0;1
2020-03-28 21:45:00;9;6;3;8;43;3;0;0
2020-03-28 22:00:00;4;1;2;2;1;5;0;7
2020-03-28 22:15:00;2;4;2;5;2;4;0;2
2020-03-28 22:30:00;5;4;1;6;3;2;0;1
2020-03-28 22:45:00;5;6;4;5;4;2;0;1
2020-03-28 23:00:00;3;1;1;3;3;3;0;3
2020-03-28 23:15:00;2;5;2;0;2;0;0;2
2020-03-28 23:30:00;0;1;2;2;3;4;0;1
2020-03-28 23:45:00;1;2;2;5;5;1;0;2
