DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-09-29 00:00:00;8;4;0;4;5;1;6;7;5;7
2020-09-29 00:15:00;4;3;0;3;1;2;2;4;2;3
2020-09-29 00:30:00;2;2;0;8;4;1;3;7;3;2
2020-09-29 00:45:00;3;1;1;3;2;3;1;1;0;3
2020-09-29 01:00:00;4;4;0;5;2;2;3;2;3;2
2020-09-29 01:15:00;2;1;0;4;3;2;3;2;1;2
2020-09-29 01:30:00;1;3;0;1;1;0;1;1;3;1
2020-09-29 01:45:00;5;2;0;2;2;1;2;0;5;4
2020-09-29 02:00:00;3;4;2;2;2;1;2;0;5;3
2020-09-29 02:15:00;1;1;0;2;4;0;4;3;1;1
2020-09-29 02:30:00;3;1;1;1;4;0;4;0;0;3
2020-09-29 02:45:00;5;2;0;1;1;0;0;1;2;4
2020-09-29 03:00:00;4;1;0;1;0;2;0;0;1;3
2020-09-29 03:15:00;1;1;0;1;1;0;1;1;1;1
2020-09-29 03:30:00;3;0;0;3;1;1;1;1;1;2
2020-09-29 03:45:00;5;2;0;2;2;1;2;1;1;4
2020-09-29 04:00:00;4;2;0;2;5;1;4;2;4;3
2020-09-29 04:15:00;7;4;2;3;7;0;6;3;6;5
2020-09-29 04:30:00;3;2;0;5;6;1;6;3;2;4
2020-09-29 04:45:00;14;10;5;6;11;5;15;12;16;13
2020-09-29 05:00:00;16;9;1;13;13;4;14;14;12;16
2020-09-29 05:15:00;22;14;0;24;49;7;53;20;16;20
2020-09-29 05:30:00;42;14;1;39;46;8;50;38;13;42
2020-09-29 05:45:00;49;22;6;61;80;19;82;56;27;42
2020-09-29 06:00:00;40;39;4;40;55;12;60;42;42;34
2020-09-29 06:15:00;64;33;3;65;92;20;94;62;43;55
2020-09-29 06:30:00;57;33;6;101;106;17;111;98;37;50
2020-09-29 06:45:00;46;54;4;119;112;22;119;112;56;35
2020-09-29 07:00:00;58;44;20;154;140;21;148;154;36;62
2020-09-29 07:15:00;71;57;13;187;152;32;162;167;53;53
2020-09-29 07:30:00;88;60;15;175;169;30;130;137;65;76
2020-09-29 07:45:00;93;88;15;142;152;54;154;160;82;81
2020-09-29 08:00:00;78;81;17;126;112;25;125;121;70;75
2020-09-29 08:15:00;70;56;12;91;97;26;111;89;58;62
2020-09-29 08:30:00;62;41;6;109;92;25;97;98;44;55
2020-09-29 08:45:00;60;41;13;93;101;17;97;93;42;57
2020-09-29 09:00:00;51;31;15;63;66;21;70;53;31;44
2020-09-29 09:15:00;44;41;9;86;80;18;87;83;42;40
2020-09-29 09:30:00;43;38;17;74;83;24;95;74;37;34
2020-09-29 09:45:00;49;44;9;69;56;16;62;66;50;39
2020-09-29 10:00:00;55;54;15;54;66;19;72;51;53;44
2020-09-29 10:15:00;61;54;20;62;79;15;78;60;54;61
2020-09-29 10:30:00;61;77;22;59;83;20;92;53;57;62
2020-09-29 10:45:00;62;44;14;66;72;15;85;62;46;49
2020-09-29 11:00:00;71;55;15;61;78;17;83;56;60;63
2020-09-29 11:15:00;67;60;34;55;77;16;86;49;59;73
2020-09-29 11:30:00;79;59;16;59;78;34;79;59;54;72
