DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-02-17 00:00:00;1;1;0;2;6;1;0
2020-02-17 00:15:00;4;5;4;0;5;1;0
2020-02-17 00:30:00;2;2;2;2;8;2;0
2020-02-17 00:45:00;3;2;2;1;7;6;0
2020-02-17 01:00:00;2;0;0;2;4;3;0
2020-02-17 01:15:00;3;6;6;0;6;5;0
2020-02-17 01:30:00;2;0;0;2;6;4;0
2020-02-17 01:45:00;6;3;2;0;11;3;0
2020-02-17 02:00:00;0;0;0;0;4;2;0
2020-02-17 02:15:00;3;5;4;1;7;3;0
2020-02-17 02:30:00;1;0;0;1;4;3;0
2020-02-17 02:45:00;3;6;5;1;9;8;0
2020-02-17 03:00:00;3;2;2;3;1;0;0
2020-02-17 03:15:00;6;4;3;5;3;3;0
2020-02-17 03:30:00;5;5;4;3;6;0;0
2020-02-17 03:45:00;1;3;5;2;6;4;0
2020-02-17 04:00:00;4;2;2;1;4;3;0
2020-02-17 04:15:00;10;11;10;5;8;3;0
2020-02-17 04:30:00;4;3;2;2;12;3;0
2020-02-17 04:45:00;19;15;10;5;11;6;0
2020-02-17 05:00:00;24;8;5;9;18;6;0
2020-02-17 05:15:00;40;25;19;8;24;12;0
2020-02-17 05:30:00;46;26;20;6;37;14;0
2020-02-17 05:45:00;71;34;35;14;65;40;0
2020-02-17 06:00:00;59;42;31;17;46;21;0
2020-02-17 06:15:00;70;38;35;18;71;34;0
2020-02-17 06:30:00;81;54;51;18;76;25;0
2020-02-17 06:45:00;96;55;57;32;107;52;2
2020-02-17 07:00:00;120;83;76;67;87;30;1
2020-02-17 07:15:00;127;122;85;35;93;41;2
2020-02-17 07:30:00;101;65;60;50;82;38;0
2020-02-17 07:45:00;96;56;53;59;107;45;1
2020-02-17 08:00:00;86;68;58;38;92;41;3
2020-02-17 08:15:00;86;46;55;47;87;25;1
2020-02-17 08:30:00;74;48;44;53;84;26;1
2020-02-17 08:45:00;74;46;42;39;74;40;1
2020-02-17 09:00:00;82;42;37;28;67;41;1
2020-02-17 09:15:00;71;41;38;41;72;58;2
2020-02-17 09:30:00;63;47;39;39;78;55;0
2020-02-17 09:45:00;78;47;41;96;75;39;4
2020-02-17 10:00:00;64;46;39;35;83;46;2
2020-02-17 10:15:00;97;47;36;52;72;47;0
2020-02-17 10:30:00;84;47;49;44;80;47;5
2020-02-17 10:45:00;71;43;39;32;86;38;0
2020-02-17 11:00:00;70;49;45;44;81;40;3
2020-02-17 11:15:00;59;49;34;45;64;37;2
2020-02-17 11:30:00;74;40;36;214;96;51;2
2020-02-17 11:45:00;78;48;38;44;92;44;2
2020-02-17 12:00:00;73;48;36;190;97;46;4
2020-02-17 12:15:00;63;47;43;41;94;44;3
2020-02-17 12:30:00;87;62;55;46;73;37;7
2020-02-17 12:45:00;74;48;46;38;98;57;5
2020-02-17 13:00:00;72;49;44;47;91;46;0
2020-02-17 13:15:00;79;56;44;32;96;51;1
2020-02-17 13:30:00;67;51;44;44;86;52;1
2020-02-17 13:45:00;81;56;44;31;67;41;0
2020-02-17 14:00:00;68;48;40;47;92;53;2
2020-02-17 14:15:00;74;43;37;81;92;56;0
2020-02-17 14:30:00;77;55;51;42;86;47;3
2020-02-17 14:45:00;76;55;50;40;95;48;1
2020-02-17 15:00:00;63;33;25;33;87;44;0
2020-02-17 15:15:00;106;65;57;41;101;50;1
2020-02-17 15:30:00;78;49;42;276;107;48;0
2020-02-17 15:45:00;114;69;60;56;105;47;3
2020-02-17 16:00:00;103;55;55;78;128;76;1
2020-02-17 16:15:00;101;63;62;62;114;44;1
2020-02-17 16:30:00;111;77;68;77;127;69;2
2020-02-17 16:45:00;95;65;62;43;135;64;1
2020-02-17 17:00:00;95;51;46;109;106;50;0
2020-02-17 17:15:00;95;54;50;50;124;46;1
2020-02-17 17:30:00;61;46;45;52;110;52;1
2020-02-17 17:45:00;73;40;37;30;100;39;4
2020-02-17 18:00:00;62;38;32;42;79;29;1
2020-02-17 18:15:00;45;27;27;22;80;31;0
2020-02-17 18:30:00;42;26;21;29;61;28;1
2020-02-17 18:45:00;47;30;24;12;63;20;0
2020-02-17 19:00:00;30;24;22;20;54;19;0
2020-02-17 19:15:00;23;19;12;11;56;16;1
2020-02-17 19:30:00;40;14;11;9;62;27;0
2020-02-17 19:45:00;29;23;18;11;42;19;1
2020-02-17 20:00:00;32;22;17;11;35;17;0
2020-02-17 20:15:00;26;15;12;9;37;15;0
2020-02-17 20:30:00;20;11;7;7;40;14;0
2020-02-17 20:45:00;22;12;10;5;34;12;0
2020-02-17 21:00:00;21;7;4;7;26;14;0
2020-02-17 21:15:00;27;19;12;8;38;20;0
2020-02-17 21:30:00;13;5;2;6;21;10;0
2020-02-17 21:45:00;11;11;5;5;29;16;0
2020-02-17 22:00:00;24;21;13;3;23;10;0
2020-02-17 22:15:00;16;10;9;9;30;14;0
2020-02-17 22:30:00;12;7;6;3;30;11;0
2020-02-17 22:45:00;10;8;7;6;13;12;0
2020-02-17 23:00:00;16;8;5;7;10;2;0
2020-02-17 23:15:00;11;10;5;6;14;8;0
2020-02-17 23:30:00;8;6;4;1;10;11;0
2020-02-17 23:45:00;5;4;1;3;12;5;0
