DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2019-08-26 00:00:00;0;0;2;10;3
2019-08-26 00:15:00;4;3;4;520;3
2019-08-26 00:30:00;4;1;1;260;2
2019-08-26 00:45:00;0;0;1;3;4
2019-08-26 01:00:00;0;0;0;257;2
2019-08-26 01:15:00;0;0;0;7;0
2019-08-26 01:30:00;0;0;0;510;1
2019-08-26 01:45:00;3;0;0;0;0
2019-08-26 02:00:00;0;0;0;1;0
2019-08-26 02:15:00;1;1;0;1;1
2019-08-26 02:30:00;0;0;2;7;1
2019-08-26 02:45:00;0;0;0;254;0
2019-08-26 03:00:00;0;0;1;513;0
2019-08-26 03:15:00;0;1;1;4;0
2019-08-26 03:30:00;0;0;0;0;1
2019-08-26 03:45:00;1;1;0;260;2
2019-08-26 04:00:00;1;0;0;513;1
2019-08-26 04:15:00;5;0;0;4;1
2019-08-26 04:30:00;1;0;1;1;0
2019-08-26 04:45:00;1;0;0;532;1
2019-08-26 05:00:00;3;0;2;258;3
2019-08-26 05:15:00;4;0;1;254;5
2019-08-26 05:30:00;10;1;3;521;7
2019-08-26 05:45:00;11;1;8;12;6
2019-08-26 06:00:00;14;4;6;268;10
2019-08-26 06:15:00;19;5;13;254;24
2019-08-26 06:30:00;21;3;7;269;30
2019-08-26 06:45:00;36;3;21;508;32
2019-08-26 07:00:00;42;8;16;778;29
2019-08-26 07:15:00;29;9;16;3;41
2019-08-26 07:30:00;29;12;15;21;49
2019-08-26 07:45:00;46;11;24;20;51
2019-08-26 08:00:00;46;9;13;17;53
2019-08-26 08:15:00;43;11;17;22;59
2019-08-26 08:30:00;37;15;21;15;34
2019-08-26 08:45:00;55;16;17;19;46
2019-08-26 09:00:00;37;12;21;19;35
2019-08-26 09:15:00;41;14;16;39;35
2019-08-26 09:30:00;37;11;17;12;45
2019-08-26 09:45:00;42;19;20;28;62
2019-08-26 10:00:00;32;11;28;25;47
2019-08-26 10:15:00;39;8;18;282;59
2019-08-26 10:30:00;38;18;35;5;47
2019-08-26 10:45:00;34;11;29;271;39
2019-08-26 11:00:00;38;16;21;10;36
2019-08-26 11:15:00;34;10;24;263;48
2019-08-26 11:30:00;39;12;25;271;51
2019-08-26 11:45:00;39;9;31;6;58
2019-08-26 12:00:00;40;7;26;254;45
2019-08-26 12:15:00;35;7;21;272;37
2019-08-26 12:30:00;36;8;24;6;55
2019-08-26 12:45:00;30;9;33;294;41
2019-08-26 13:00:00;36;9;26;0;47
2019-08-26 13:15:00;30;6;17;257;45
2019-08-26 13:30:00;32;10;28;17;36
2019-08-26 13:45:00;43;16;20;30;44
2019-08-26 14:00:00;29;7;26;260;57
2019-08-26 14:15:00;39;12;20;279;52
2019-08-26 14:30:00;31;10;22;8;62
2019-08-26 14:45:00;33;11;24;24;53
2019-08-26 15:00:00;28;10;23;20;45
2019-08-26 15:15:00;38;5;31;21;53
2019-08-26 15:30:00;43;16;25;21;64
2019-08-26 15:45:00;39;12;19;29;73
2019-08-26 16:00:00;45;13;31;18;75
2019-08-26 16:15:00;72;14;27;259;78
2019-08-26 16:30:00;60;14;30;17;64
2019-08-26 16:45:00;26;6;27;22;98
2019-08-26 17:00:00;44;10;31;277;72
2019-08-26 17:15:00;53;2;25;19;57
2019-08-26 17:30:00;42;11;22;18;73
2019-08-26 17:45:00;51;7;27;278;67
2019-08-26 18:00:00;45;6;36;267;57
2019-08-26 18:15:00;40;6;23;772;42
2019-08-26 18:30:00;35;8;24;519;47
2019-08-26 18:45:00;34;7;15;13;59
2019-08-26 19:00:00;27;11;20;517;34
2019-08-26 19:15:00;21;6;9;254;49
2019-08-26 19:30:00;21;6;16;262;42
2019-08-26 19:45:00;27;5;14;537;29
2019-08-26 20:00:00;24;7;9;264;30
2019-08-26 20:15:00;20;5;16;559;27
2019-08-26 20:30:00;26;13;12;264;18
2019-08-26 20:45:00;16;4;9;529;14
2019-08-26 21:00:00;21;3;11;279;15
2019-08-26 21:15:00;27;1;7;515;17
2019-08-26 21:30:00;9;2;8;4;11
2019-08-26 21:45:00;12;1;7;520;13
2019-08-26 22:00:00;18;5;4;271;9
2019-08-26 22:15:00;8;0;2;16;10
2019-08-26 22:30:00;4;2;8;540;4
2019-08-26 22:45:00;6;0;6;0;4
2019-08-26 23:00:00;8;2;7;276;10
2019-08-26 23:15:00;7;0;2;273;7
2019-08-26 23:30:00;5;0;4;262;2
2019-08-26 23:45:00;3;0;3;260;3
