DATUM;1(TAFGA);2(MP0701);3(MP0702);4(MP0703);5(MP0704);6(MP0705);7(MP0706);8(MP0707);9(MP0708)
2019-11-18 00:00:00;0;0;0;0;0;0;0;0;0
2019-11-18 00:15:00;0;0;0;0;0;0;0;0;0
2019-11-18 00:30:00;0;0;0;0;0;0;0;0;0
2019-11-18 00:45:00;0;0;0;0;0;0;0;0;0
2019-11-18 01:00:00;0;0;0;0;0;0;0;0;0
2019-11-18 01:15:00;0;0;0;0;0;0;0;0;0
2019-11-18 01:30:00;0;0;0;0;0;0;0;0;0
2019-11-18 01:45:00;0;0;0;0;0;0;0;0;0
2019-11-18 02:00:00;0;0;0;0;0;0;0;0;0
2019-11-18 02:15:00;0;0;0;0;0;0;0;0;0
2019-11-18 02:30:00;0;0;0;0;0;0;0;0;0
2019-11-18 02:45:00;0;0;0;0;0;0;0;0;0
2019-11-18 03:00:00;0;0;0;0;0;0;0;0;0
2019-11-18 03:15:00;0;0;0;0;0;0;0;0;0
2019-11-18 03:30:00;0;0;0;0;0;0;0;0;0
2019-11-18 03:45:00;0;0;0;0;0;0;0;0;0
2019-11-18 04:00:00;0;0;0;0;0;0;0;0;0
2019-11-18 04:15:00;0;0;0;0;0;0;0;0;0
2019-11-18 04:30:00;0;0;0;0;0;0;0;0;0
2019-11-18 04:45:00;0;0;0;0;0;0;0;0;0
2019-11-18 05:00:00;0;0;0;0;0;0;0;0;0
2019-11-18 05:15:00;0;0;0;0;0;0;0;0;0
2019-11-18 05:30:00;0;0;0;0;0;0;0;0;0
2019-11-18 05:45:00;0;0;0;0;0;0;0;0;0
2019-11-18 06:00:00;0;0;0;0;0;0;0;0;0
2019-11-18 06:15:00;0;0;0;0;0;0;0;0;0
2019-11-18 06:30:00;4;0;0;0;0;0;0;0;0
2019-11-18 06:45:00;7;3;0;0;0;0;0;0;0
2019-11-18 07:00:00;11;1;0;0;0;0;0;0;0
2019-11-18 07:15:00;118;52;0;0;0;0;0;0;0
2019-11-18 07:30:00;56;18;0;0;0;0;0;0;0
2019-11-18 07:45:00;43;2;0;0;0;0;0;0;0
2019-11-18 08:00:00;25;3;0;0;0;0;0;0;0
2019-11-18 08:15:00;30;7;0;0;0;0;0;0;0
2019-11-18 08:30:00;11;2;0;0;0;0;0;0;0
2019-11-18 08:45:00;5;0;0;0;0;0;0;0;0
2019-11-18 09:00:00;13;2;0;0;0;0;0;0;0
2019-11-18 09:15:00;38;3;0;0;0;0;0;0;0
2019-11-18 09:30:00;7;2;0;0;0;0;0;0;0
2019-11-18 09:45:00;23;4;0;0;0;0;0;0;0
2019-11-18 10:00:00;3;0;0;0;0;0;0;0;0
2019-11-18 10:15:00;20;3;0;0;0;0;0;0;0
2019-11-18 10:30:00;4;1;0;0;0;0;0;0;0
2019-11-18 10:45:00;4;0;0;0;0;0;0;0;0
2019-11-18 11:00:00;5;0;0;0;0;0;0;0;0
2019-11-18 11:15:00;37;6;0;0;0;0;0;0;0
2019-11-18 11:30:00;15;7;0;0;0;0;0;0;0
2019-11-18 11:45:00;10;4;0;0;0;0;0;0;0
2019-11-18 12:00:00;6;3;0;0;0;0;0;0;0
2019-11-18 12:15:00;11;3;0;0;0;0;0;0;0
2019-11-18 12:30:00;17;0;0;0;0;0;0;0;0
2019-11-18 12:45:00;29;0;0;0;0;0;0;0;0
2019-11-18 13:00:00;37;3;0;0;0;0;0;0;0
2019-11-18 13:15:00;33;20;0;0;0;0;0;0;0
2019-11-18 13:30:00;31;0;0;0;0;0;0;0;0
2019-11-18 13:45:00;15;0;0;0;0;0;0;0;0
2019-11-18 14:00:00;25;0;0;0;0;0;0;0;0
2019-11-18 14:15:00;27;6;0;0;0;0;0;0;0
2019-11-18 14:30:00;15;0;0;0;0;0;0;0;0
2019-11-18 14:45:00;52;13;0;0;0;0;0;0;0
2019-11-18 15:00:00;36;7;0;0;0;0;0;0;0
2019-11-18 15:15:00;40;14;0;0;0;0;0;0;0
2019-11-18 15:30:00;39;0;0;0;0;0;0;0;0
2019-11-18 15:45:00;46;2;0;0;0;0;0;0;0
2019-11-18 16:00:00;34;8;0;0;0;0;0;0;0
2019-11-18 16:15:00;40;10;0;0;0;0;0;0;0
2019-11-18 16:30:00;97;30;0;0;0;0;0;0;0
2019-11-18 16:45:00;34;8;0;0;0;0;0;0;0
2019-11-18 17:00:00;26;14;0;0;0;0;0;0;0
2019-11-18 17:15:00;22;3;0;0;0;0;0;0;0
2019-11-18 17:30:00;36;9;0;0;0;0;0;0;0
2019-11-18 17:45:00;8;0;0;0;0;0;0;0;0
2019-11-18 18:00:00;4;3;0;0;0;0;0;0;0
2019-11-18 18:15:00;5;4;0;0;0;0;0;0;0
2019-11-18 18:30:00;2;0;0;0;0;0;0;0;0
2019-11-18 18:45:00;2;3;0;0;0;0;0;0;0
2019-11-18 19:00:00;5;0;0;0;0;0;0;0;0
2019-11-18 19:15:00;0;0;0;0;0;0;0;0;0
2019-11-18 19:30:00;0;0;0;0;0;0;0;0;0
2019-11-18 19:45:00;58;0;0;0;0;0;0;0;0
2019-11-18 20:00:00;0;0;0;0;0;0;0;0;0
2019-11-18 20:15:00;0;0;0;0;0;0;0;0;0
2019-11-18 20:30:00;0;0;0;0;0;0;0;0;0
2019-11-18 20:45:00;0;0;0;0;0;0;0;0;0
2019-11-18 21:00:00;0;0;0;0;0;0;0;0;0
2019-11-18 21:15:00;0;0;0;0;0;0;0;0;0
2019-11-18 21:30:00;0;0;0;0;0;0;0;0;0
2019-11-18 21:45:00;0;0;0;0;0;0;0;0;0
2019-11-18 22:00:00;0;0;0;0;0;0;0;0;0
2019-11-18 22:15:00;0;0;0;0;0;0;0;0;0
2019-11-18 22:30:00;0;0;0;0;0;0;0;0;0
2019-11-18 22:45:00;0;0;0;0;0;0;0;0;0
2019-11-18 23:00:00;0;0;0;0;0;0;0;0;0
2019-11-18 23:15:00;0;0;0;0;0;0;0;0;0
2019-11-18 23:30:00;0;0;0;0;0;0;0;0;0
2019-11-18 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
