DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2020-10-10 00:00:00;0;10;5;12;8;0;1;3;0;0;0;0;0
2020-10-10 00:15:00;0;24;7;16;6;0;0;0;0;0;0;0;0
2020-10-10 00:30:00;0;16;4;16;10;0;0;0;0;0;0;0;0
2020-10-10 00:45:00;1;27;12;12;14;1;2;2;0;0;0;0;0
2020-10-10 01:00:00;1;8;4;9;7;0;0;1;0;0;0;0;0
2020-10-10 01:15:00;2;16;5;17;10;6;2;3;0;0;0;0;0
2020-10-10 01:30:00;2;11;3;19;9;1;2;2;0;0;0;0;0
2020-10-10 01:45:00;1;18;3;9;5;0;1;1;0;0;0;0;0
2020-10-10 02:00:00;1;11;2;4;4;1;0;0;0;0;0;0;0
2020-10-10 02:15:00;0;10;7;10;7;1;1;1;0;0;0;0;0
2020-10-10 02:30:00;0;6;2;9;0;1;1;1;0;0;0;0;0
2020-10-10 02:45:00;0;9;2;11;2;0;0;2;0;0;0;0;0
2020-10-10 03:00:00;0;12;6;2;3;1;0;0;0;0;0;0;0
2020-10-10 03:15:00;0;5;2;8;7;0;0;0;0;0;0;0;0
2020-10-10 03:30:00;1;8;2;6;2;0;0;1;0;0;0;0;0
2020-10-10 03:45:00;1;9;5;8;2;0;0;0;0;0;0;0;0
2020-10-10 04:00:00;0;7;5;13;5;0;0;0;0;0;0;0;0
2020-10-10 04:15:00;0;7;0;13;1;0;7;7;0;0;0;0;0
2020-10-10 04:30:00;2;16;3;18;4;0;0;1;0;0;0;0;0
2020-10-10 04:45:00;2;12;1;36;16;2;0;0;0;0;0;0;0
2020-10-10 05:00:00;0;15;2;67;51;0;0;1;0;0;0;0;0
2020-10-10 05:15:00;0;21;6;98;78;0;0;3;0;0;0;0;0
2020-10-10 05:30:00;3;27;19;58;43;2;0;3;0;0;0;0;0
2020-10-10 05:45:00;11;74;54;23;12;2;0;1;0;0;0;0;0
2020-10-10 06:00:00;18;76;55;29;15;1;8;11;0;0;0;0;0
2020-10-10 06:15:00;11;64;53;18;8;6;15;15;0;0;0;0;0
2020-10-10 06:30:00;12;32;22;25;16;4;7;15;0;0;0;0;0
2020-10-10 06:45:00;9;21;18;22;15;13;5;7;0;0;0;0;0
2020-10-10 07:00:00;17;26;14;17;7;20;2;11;0;0;0;0;0
