DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFGA);11(TAFBA);12(TAFGB);13(TAFBB);14(TAFGC);15(TAFBC);16(TAFBD);17(TAFBE);18(TARDC);19(TARDD)
2021-01-02 00:00:00;1;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 00:15:00;1;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 00:30:00;4;2;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 00:45:00;1;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 01:00:00;2;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 01:15:00;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 01:30:00;3;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 01:45:00;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 02:00:00;8;4;6;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 02:15:00;1;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 02:30:00;3;3;3;5;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 02:45:00;5;4;4;8;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2021-01-02 03:00:00;4;2;3;3;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 03:15:00;4;3;3;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2021-01-02 03:30:00;1;5;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 03:45:00;0;6;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 04:00:00;5;3;0;6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 04:15:00;1;7;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 04:30:00;1;11;2;11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2021-01-02 04:45:00;4;6;3;7;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 05:00:00;13;17;7;16;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 05:15:00;12;9;2;11;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2021-01-02 05:30:00;16;28;5;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 05:45:00;15;18;9;19;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 06:00:00;22;18;4;18;3;3;3;1;1;0;0;0;0;0;0;0;0;0;0
2021-01-02 06:15:00;15;20;7;18;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 06:30:00;21;20;7;25;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0
2021-01-02 06:45:00;11;20;9;19;3;3;3;1;1;0;0;0;0;0;0;0;0;0;0
2021-01-02 07:00:00;10;20;5;22;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 07:15:00;21;28;9;32;6;8;6;4;4;0;0;0;0;0;0;0;0;0;0
2021-01-02 07:30:00;20;31;12;31;3;3;4;1;1;0;0;0;0;0;0;0;0;0;0
2021-01-02 07:45:00;32;37;8;36;6;6;6;5;5;3;0;0;0;0;0;0;0;0;0
2021-01-02 08:00:00;25;28;10;24;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0
2021-01-02 08:15:00;38;31;6;31;4;6;6;2;2;0;0;0;0;0;0;0;0;0;0
2021-01-02 08:30:00;44;40;9;36;10;11;11;2;3;2;0;0;0;0;0;0;0;0;0
2021-01-02 08:45:00;39;59;7;60;7;10;10;3;3;6;0;0;0;0;0;0;0;0;0
2021-01-02 09:00:00;51;42;6;42;14;13;14;3;3;5;0;0;0;0;0;0;0;0;0
2021-01-02 09:15:00;63;63;9;55;16;23;18;4;4;0;0;2;0;0;0;0;0;0;0
2021-01-02 09:30:00;75;76;11;67;13;12;14;6;6;0;0;0;0;0;0;0;0;0;0
2021-01-02 09:45:00;74;94;9;82;17;21;25;5;6;1;0;3;0;0;0;0;0;0;0
2021-01-02 10:00:00;81;87;7;69;20;20;23;8;8;2;0;2;0;0;0;0;0;0;0
2021-01-02 10:15:00;92;81;12;66;22;21;23;7;7;2;0;2;0;0;0;0;0;0;0
2021-01-02 10:30:00;115;102;13;76;22;42;28;5;5;6;0;1;0;0;0;0;0;0;0
2021-01-02 10:45:00;101;96;10;74;14;18;18;5;5;5;0;2;0;0;0;0;0;0;0
2021-01-02 11:00:00;104;103;9;79;22;20;22;7;7;0;0;2;0;0;0;0;0;0;0
2021-01-02 11:15:00;135;99;19;81;22;21;26;1;1;0;0;3;0;0;0;0;0;0;0
2021-01-02 11:30:00;131;129;20;104;20;20;20;11;12;3;0;0;0;1;0;0;0;0;0
2021-01-02 11:45:00;101;90;11;78;12;14;17;11;11;5;0;3;0;0;0;0;0;0;0
2021-01-02 12:00:00;125;86;10;63;17;17;17;8;8;3;0;4;0;0;0;0;0;0;0
2021-01-02 12:15:00;119;99;15;70;15;18;20;9;9;0;0;0;0;0;0;0;0;0;0
2021-01-02 12:30:00;146;118;11;92;15;15;17;7;8;2;0;0;0;0;0;0;0;0;0
2021-01-02 12:45:00;108;119;17;89;20;180;24;8;9;5;0;0;0;0;0;0;0;0;0
2021-01-02 13:00:00;141;108;12;77;23;24;26;11;11;0;0;1;0;0;0;0;0;0;0
2021-01-02 13:15:00;122;105;12;73;17;17;19;9;9;1;0;1;0;0;0;0;0;0;2
2021-01-02 13:30:00;144;127;25;83;13;19;21;9;8;1;0;3;0;0;0;0;0;2;1
