2020-11-11 00:00:00;3;3;4;2;4;5;0
2020-11-11 00:15:00;6;8;6;1;3;0;0
2020-11-11 00:30:00;6;6;3;1;2;0;0
2020-11-11 00:45:00;3;4;3;3;3;0;0
2020-11-11 01:00:00;2;3;1;0;4;4;0
2020-11-11 01:15:00;1;0;0;1;8;5;0
2020-11-11 01:30:00;1;2;1;1;5;1;0
2020-11-11 01:45:00;2;2;2;1;4;3;0
2020-11-11 02:00:00;1;0;0;0;5;4;0
2020-11-11 02:15:00;2;3;3;1;10;7;0
2020-11-11 02:30:00;1;2;4;0;4;0;0
2020-11-11 02:45:00;3;5;4;2;4;2;0
2020-11-11 03:00:00;4;5;6;3;5;3;0
2020-11-11 03:15:00;2;2;1;3;8;2;0
2020-11-11 03:30:00;5;6;3;1;2;0;0
2020-11-11 03:45:00;3;4;4;1;4;2;0
2020-11-11 04:00:00;4;4;4;3;3;2;0
2020-11-11 04:15:00;6;5;4;4;7;7;0
2020-11-11 04:30:00;12;8;4;4;5;3;0
2020-11-11 04:45:00;14;9;5;2;7;4;0
2020-11-11 05:00:00;30;13;11;7;15;8;0
2020-11-11 05:15:00;35;18;14;13;40;15;0
2020-11-11 05:30:00;40;25;17;10;44;24;0
2020-11-11 05:45:00;49;30;21;11;57;17;0
2020-11-11 06:00:00;45;26;23;14;63;35;0
2020-11-11 06:15:00;85;49;40;28;88;36;0
2020-11-11 06:30:00;86;45;41;19;82;42;0
2020-11-11 06:45:00;97;54;53;48;103;45;1
2020-11-11 07:00:00;111;69;66;44;77;32;1
2020-11-11 07:15:00;118;65;59;45;100;50;2
2020-11-11 07:30:00;88;54;50;48;77;30;1
2020-11-11 07:45:00;103;69;65;49;86;43;3
2020-11-11 08:00:00;77;45;42;33;96;44;1
2020-11-11 08:15:00;77;52;48;44;85;37;0
2020-11-11 08:30:00;63;40;35;28;76;40;0
2020-11-11 08:45:00;61;38;34;125;73;34;0
2020-11-11 09:00:00;65;42;37;24;74;41;0
2020-11-11 09:15:00;54;35;31;29;75;41;0
2020-11-11 09:30:00;87;39;40;49;79;47;0
2020-11-11 09:45:00;79;53;46;32;71;52;0
2020-11-11 10:00:00;70;34;26;31;76;43;1
2020-11-11 10:15:00;93;54;45;37;85;50;2
2020-11-11 10:30:00;66;42;35;33;54;40;1
2020-11-11 10:45:00;75;39;32;34;80;49;0
2020-11-11 11:00:00;83;48;44;42;75;54;0
2020-11-11 11:15:00;85;53;43;126;84;51;2
2020-11-11 11:30:00;79;51;52;44;89;55;5
2020-11-11 11:45:00;61;55;40;42;85;58;6
2020-11-11 12:00:00;70;52;49;54;82;59;3
2020-11-11 12:15:00;78;42;40;35;77;51;2
2020-11-11 12:30:00;81;64;56;46;94;49;1
2020-11-11 12:45:00;77;50;46;23;84;52;2
2020-11-11 13:00:00;67;54;52;54;87;56;1
2020-11-11 13:15:00;61;51;48;52;78;49;1
2020-11-11 13:30:00;69;43;43;51;92;44;2
2020-11-11 13:45:00;76;48;44;45;96;55;1
2020-11-11 14:00:00;78;46;40;40;90;68;3
2020-11-11 14:15:00;71;48;43;115;104;58;1
2020-11-11 14:30:00;65;40;38;43;90;56;0
2020-11-11 14:45:00;87;47;45;47;89;58;1
2020-11-11 15:00:00;69;49;45;36;90;68;3
2020-11-11 15:15:00;84;51;45;55;112;49;0
2020-11-11 15:30:00;93;52;45;50;100;46;2
2020-11-11 15:45:00;91;62;60;52;108;52;0
2020-11-11 16:00:00;97;50;46;68;132;74;1
2020-11-11 16:15:00;84;52;50;72;109;45;0
2020-11-11 16:30:00;84;58;53;49;117;58;1
2020-11-11 16:45:00;90;52;48;63;102;63;2
2020-11-11 17:00:00;75;45;38;66;123;50;0
2020-11-11 17:15:00;98;58;54;69;100;42;1
2020-11-11 17:30:00;60;36;34;28;86;41;1
2020-11-11 17:45:00;70;43;40;41;92;41;2
2020-11-11 18:00:00;50;31;29;22;71;35;0
2020-11-11 18:15:00;48;41;35;17;67;19;0
2020-11-11 18:30:00;36;33;21;15;57;22;0
2020-11-11 18:45:00;32;18;17;8;48;14;0
2020-11-11 19:00:00;24;16;14;11;32;16;0
2020-11-11 19:15:00;19;16;12;9;40;12;0
2020-11-11 19:30:00;22;14;7;3;30;5;0
2020-11-11 19:45:00;21;13;10;2;34;14;0
2020-11-11 20:00:00;20;11;11;6;33;10;0
2020-11-11 20:15:00;18;9;7;5;24;9;0
2020-11-11 20:30:00;14;3;1;5;20;8;0
2020-11-11 20:45:00;13;4;1;5;20;10;0
2020-11-11 21:00:00;23;16;9;4;18;11;0
2020-11-11 21:15:00;18;13;8;3;20;7;0
2020-11-11 21:30:00;8;7;7;6;9;2;0
2020-11-11 21:45:00;15;10;6;3;14;7;0
2020-11-11 22:00:00;15;8;2;7;16;5;0
2020-11-11 22:15:00;14;11;8;6;28;11;0
2020-11-11 22:30:00;5;2;5;4;10;6;0
2020-11-11 22:45:00;9;4;3;8;11;8;0
2020-11-11 23:00:00;15;8;4;7;14;3;0
2020-11-11 23:15:00;11;7;2;3;6;4;0
2020-11-11 23:30:00;6;5;5;0;6;4;0
2020-11-11 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
