DATUM;1(DA1);2(DAL1);3(DAL2);4(DBL1);5(DBL2);6(DBR1);7(DBL3);8(DBL4);9(DCR1);10(DC1);11(TAFGC)
2020-12-03 00:00:00;4;1;0;0;0;0;0;0;0;0;1
2020-12-03 00:15:00;5;2;0;0;0;0;0;0;0;0;4
2020-12-03 00:30:00;5;1;0;0;0;0;1;0;2;0;7
2020-12-03 00:45:00;7;0;0;0;0;0;0;0;0;0;0
2020-12-03 01:00:00;4;1;0;0;0;0;0;0;0;0;2
2020-12-03 01:15:00;2;1;0;0;0;0;0;0;0;0;1
2020-12-03 01:30:00;7;4;0;0;0;0;0;0;0;0;2
2020-12-03 01:45:00;6;4;0;0;0;0;0;0;0;0;5
2020-12-03 02:00:00;4;2;0;0;0;0;0;0;0;0;3
2020-12-03 02:15:00;2;0;0;0;0;0;0;0;0;0;9
2020-12-03 02:30:00;3;0;0;0;0;0;0;0;0;0;1
2020-12-03 02:45:00;5;1;0;0;0;0;0;0;0;0;8
2020-12-03 03:00:00;8;2;0;0;0;0;0;0;0;0;4
2020-12-03 03:15:00;5;1;0;0;0;0;0;0;0;0;4
2020-12-03 03:30:00;3;0;0;1;0;0;0;0;0;0;3
2020-12-03 03:45:00;4;2;0;0;0;0;0;0;0;0;3
2020-12-03 04:00:00;4;0;0;0;0;0;0;0;0;0;4
2020-12-03 04:15:00;3;3;1;1;0;0;0;0;0;0;11
2020-12-03 04:30:00;7;1;1;1;0;1;0;1;0;1;11
2020-12-03 04:45:00;13;7;7;7;0;0;0;0;0;2;22
2020-12-03 05:00:00;32;27;10;10;0;0;0;1;0;5;50
2020-12-03 05:15:00;67;68;32;32;5;5;5;3;2;33;105
2020-12-03 05:30:00;80;52;48;47;4;5;5;5;5;42;62
2020-12-03 05:45:00;103;53;72;71;16;10;19;9;25;80;66
2020-12-03 06:00:00;71;33;43;43;18;7;20;8;16;46;80
2020-12-03 06:15:00;46;15;28;29;4;1;4;1;3;20;54
2020-12-03 06:30:00;59;36;32;30;5;5;6;4;5;24;54
2020-12-03 06:45:00;66;33;38;39;9;2;10;4;7;30;35
2020-12-03 07:00:00;64;21;33;34;12;2;12;2;4;27;40
2020-12-03 07:15:00;80;22;29;30;7;3;7;1;6;24;39
2020-12-03 07:30:00;88;36;33;32;5;5;9;4;5;26;51
2020-12-03 07:45:00;73;27;21;22;11;1;15;2;4;29;42
2020-12-03 08:00:00;52;21;18;15;8;0;12;1;8;19;52
2020-12-03 08:15:00;66;19;10;10;5;2;6;2;2;5;41
2020-12-03 08:30:00;57;20;16;16;6;3;7;3;5;11;42
2020-12-03 08:45:00;45;22;9;8;6;3;8;1;4;15;39
2020-12-03 09:00:00;54;8;2;2;9;2;9;2;4;7;27
2020-12-03 09:15:00;63;19;9;9;6;6;6;5;1;4;36
2020-12-03 09:30:00;66;13;4;5;6;1;7;1;1;3;31
2020-12-03 09:45:00;45;15;4;4;6;2;7;2;6;8;35
2020-12-03 10:00:00;58;7;5;5;7;1;7;1;9;5;48
2020-12-03 10:15:00;49;8;5;5;7;3;8;3;5;7;44
2020-12-03 10:30:00;52;11;7;7;7;8;7;7;5;13;45
2020-12-03 10:45:00;51;13;2;3;11;3;10;3;2;6;52
2020-12-03 11:00:00;45;9;3;3;6;1;5;1;4;7;50
2020-12-03 11:15:00;49;3;6;6;11;2;11;3;6;7;50
2020-12-03 11:30:00;55;7;1;1;11;6;11;6;9;9;40
2020-12-03 11:45:00;39;10;3;3;14;4;15;4;10;6;54
2020-12-03 12:00:00;45;9;3;3;16;8;17;8;21;8;48
2020-12-03 12:15:00;47;8;4;4;15;9;14;9;6;4;46
2020-12-03 12:30:00;49;13;8;9;10;6;11;6;8;6;50
2020-12-03 12:45:00;45;10;4;3;12;2;14;3;12;5;62
2020-12-03 13:00:00;53;23;9;9;15;7;18;7;10;8;52
2020-12-03 13:15:00;69;43;13;13;15;6;16;6;7;13;82
2020-12-03 13:30:00;71;41;8;10;14;11;13;11;10;9;72
2020-12-03 13:45:00;77;34;5;5;34;28;38;26;44;11;96
2020-12-03 14:00:00;112;38;10;10;33;28;36;30;36;12;83
2020-12-03 14:15:00;188;58;5;6;38;37;38;38;49;9;89
2020-12-03 14:30:00;176;67;10;13;43;34;46;36;40;5;86
2020-12-03 14:45:00;77;15;4;4;35;21;33;18;35;4;63
2020-12-03 15:00:00;70;25;5;5;37;26;39;29;41;12;68
2020-12-03 15:15:00;67;30;7;7;51;33;52;31;37;4;77
2020-12-03 15:30:00;71;22;6;7;36;19;37;21;26;6;68
2020-12-03 15:45:00;63;21;2;2;31;26;30;25;28;10;67
2020-12-03 16:00:00;74;17;3;3;31;16;32;14;24;7;78
2020-12-03 16:15:00;56;18;2;2;28;13;32;13;28;5;85
2020-12-03 16:30:00;66;18;3;3;26;18;25;19;30;6;74
2020-12-03 16:45:00;66;20;3;3;25;20;27;20;19;4;59
2020-12-03 17:00:00;68;19;2;2;25;14;25;15;18;10;67
2020-12-03 17:15:00;56;11;5;5;31;18;33;19;20;4;70
2020-12-03 17:30:00;50;11;5;5;22;9;26;10;13;10;62
2020-12-03 17:45:00;50;17;2;2;22;10;24;11;21;4;62
2020-12-03 18:00:00;52;13;1;1;24;18;25;17;13;3;58
2020-12-03 18:15:00;54;8;2;2;19;10;20;10;11;2;54
2020-12-03 18:30:00;37;8;2;1;17;11;19;10;14;2;49
2020-12-03 18:45:00;31;10;0;0;17;4;19;5;8;3;42
2020-12-03 19:00:00;25;7;0;0;18;5;20;5;7;1;43
2020-12-03 19:15:00;21;10;0;1;13;5;12;5;4;1;35
2020-12-03 19:30:00;17;7;0;0;10;3;10;3;4;1;29
2020-12-03 19:45:00;15;2;0;0;3;3;3;3;1;2;25
2020-12-03 20:00:00;14;2;1;1;5;0;6;0;4;2;32
2020-12-03 20:15:00;16;7;1;1;4;3;4;3;3;1;34
2020-12-03 20:30:00;14;4;2;2;2;1;2;0;1;0;20
2020-12-03 20:45:00;32;6;6;8;1;0;2;1;0;5;35
2020-12-03 21:00:00;34;30;10;7;1;2;1;1;1;4;62
2020-12-03 21:15:00;59;38;16;17;0;4;0;2;1;9;70
2020-12-03 21:30:00;69;40;4;5;3;1;2;0;1;4;33
2020-12-03 21:45:00;102;37;1;1;11;4;10;4;15;8;54
2020-12-03 22:00:00;52;18;1;1;8;2;7;2;11;1;74
2020-12-03 22:15:00;16;2;1;1;1;0;1;0;5;0;24
2020-12-03 22:30:00;11;5;0;0;1;0;1;0;0;0;12
2020-12-03 22:45:00;7;3;0;0;0;1;0;1;1;0;9
2020-12-03 23:00:00;3;2;0;0;0;0;0;0;0;0;10
2020-12-03 23:15:00;9;2;0;0;0;0;0;0;0;0;7
2020-12-03 23:30:00;4;0;0;0;0;0;0;0;0;0;10
2020-12-03 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
