DATUM;1(DA1);2(DA2);3(DC2);4(DC1);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC);13(MP12D01);14(MP12D02);15(MP12D03);16(MP12D04);17(MP12D05);18(MP12D06);19(MP12D07);20(MP12D08)
2020-11-28 00:00:00;9;9;8;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 00:15:00;7;11;13;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 00:30:00;11;11;8;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 00:45:00;17;10;16;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 01:00:00;12;11;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 01:15:00;11;12;8;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 01:30:00;8;11;8;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 01:45:00;13;6;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 02:00:00;10;6;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 02:15:00;4;8;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 02:30:00;6;2;9;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 02:45:00;5;4;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 03:00:00;5;3;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 03:15:00;4;3;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 03:30:00;2;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 03:45:00;3;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 04:00:00;9;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 04:15:00;3;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 04:30:00;8;3;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 04:45:00;9;5;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 05:00:00;11;4;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 05:15:00;20;5;12;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 05:30:00;22;24;8;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 05:45:00;27;19;24;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 06:00:00;25;25;21;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 06:15:00;20;19;14;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 06:30:00;31;30;17;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 06:45:00;18;22;21;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 07:00:00;23;22;19;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 07:15:00;28;13;25;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 07:30:00;32;21;18;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 07:45:00;27;18;23;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 08:00:00;32;35;19;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 08:15:00;23;28;32;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 08:30:00;50;35;34;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 08:45:00;61;51;33;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 09:00:00;63;57;31;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
