2019-12-25 00:00:00;6;14;8;4;5;7;0;2;8;7;1;1;9;3;1;0;0;0;0;0;0
2019-12-25 00:15:00;1;12;6;3;0;9;1;0;10;7;4;1;11;5;0;0;0;0;0;0;0
2019-12-25 00:30:00;0;8;3;1;1;6;0;2;3;3;0;0;5;2;4;0;0;0;0;0;0
2019-12-25 00:45:00;1;7;6;3;3;4;0;0;6;9;1;0;5;6;0;0;0;0;0;0;0
2019-12-25 01:00:00;1;8;7;2;3;6;0;0;3;4;2;1;5;2;1;0;0;0;0;0;0
2019-12-25 01:15:00;2;5;5;0;2;4;0;0;6;5;0;0;4;8;4;0;0;0;0;0;0
2019-12-25 01:30:00;2;4;5;1;1;8;0;0;9;2;1;2;7;3;2;0;0;0;0;0;0
2019-12-25 01:45:00;0;5;4;5;7;18;1;0;1;6;0;0;2;0;0;0;0;0;0;0;0
2019-12-25 02:00:00;0;2;2;1;1;8;1;0;4;3;0;0;1;1;1;0;0;0;0;0;0
2019-12-25 02:15:00;3;10;2;1;1;3;1;0;6;3;0;1;1;0;1;0;0;0;0;0;0
2019-12-25 02:30:00;3;7;2;2;0;0;0;0;1;4;1;2;4;0;3;0;0;0;0;0;0
2019-12-25 02:45:00;0;1;3;0;3;4;0;0;2;0;1;0;2;1;0;0;0;0;0;0;0
2019-12-25 03:00:00;1;4;0;0;0;1;0;0;2;2;2;0;3;0;0;0;0;0;0;0;0
2019-12-25 03:15:00;1;2;1;1;0;2;0;0;1;1;0;0;2;1;0;0;0;0;0;0;0
2019-12-25 03:30:00;1;4;2;0;3;2;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0
2019-12-25 03:45:00;1;0;0;1;1;1;0;0;3;0;0;0;3;3;1;0;0;0;0;0;0
2019-12-25 04:00:00;0;3;1;1;3;2;0;0;1;2;0;0;1;1;1;0;0;0;0;0;0
2019-12-25 04:15:00;2;6;1;0;2;0;0;0;2;0;0;0;2;1;1;0;0;0;0;0;0
2019-12-25 04:30:00;2;4;1;0;0;0;0;0;2;0;0;0;1;2;0;0;0;0;0;0;0
2019-12-25 04:45:00;1;2;0;2;1;3;0;1;4;0;0;0;0;1;0;0;0;0;0;0;0
2019-12-25 05:00:00;0;5;1;0;0;2;0;0;1;2;0;0;3;0;0;0;0;0;0;0;0
2019-12-25 05:15:00;1;8;0;0;1;0;1;0;0;1;1;1;0;2;0;0;0;0;0;0;0
2019-12-25 05:30:00;2;9;4;1;4;2;1;0;4;3;1;0;3;1;0;0;0;0;0;0;0
2019-12-25 05:45:00;1;12;4;1;2;3;0;0;4;6;0;1;3;2;0;0;0;0;0;0;0
2019-12-25 06:00:00;0;11;5;1;0;7;6;0;4;6;0;1;1;2;1;0;0;0;0;0;0
2019-12-25 06:15:00;1;7;3;1;1;3;2;1;4;3;0;0;2;2;1;0;0;0;0;0;0
2019-12-25 06:30:00;0;7;4;4;0;0;1;0;5;2;1;0;1;0;1;0;0;0;0;0;0
2019-12-25 06:45:00;3;2;2;0;1;0;2;0;3;5;1;1;4;4;1;0;0;0;0;0;0
2019-12-25 07:00:00;0;5;6;0;1;2;1;0;3;7;1;1;1;0;0;0;0;0;0;0;0
2019-12-25 07:15:00;2;11;4;0;3;5;1;1;4;4;2;0;3;0;0;0;0;0;0;0;0
2019-12-25 07:30:00;1;7;2;0;0;3;1;3;7;2;1;1;1;4;0;0;0;0;0;0;0
2019-12-25 07:45:00;1;10;1;2;2;1;0;2;6;3;1;0;2;0;2;0;0;0;0;0;0
2019-12-25 08:00:00;0;11;2;1;2;4;7;2;10;2;0;3;1;0;0;0;0;0;0;0;0
2019-12-25 08:15:00;1;6;2;1;1;5;1;1;7;4;1;1;2;4;2;0;0;0;0;0;0
2019-12-25 08:30:00;0;12;8;1;3;3;1;0;9;7;0;2;5;4;0;0;0;0;0;0;0
2019-12-25 08:45:00;2;10;2;1;6;4;2;0;6;3;0;1;5;6;0;0;0;0;0;0;0
2019-12-25 09:00:00;3;18;4;2;4;5;0;1;10;3;2;1;5;4;2;0;0;0;0;0;0
2019-12-25 09:15:00;7;28;9;4;1;4;1;1;14;8;0;1;4;7;7;0;0;0;0;0;0
2019-12-25 09:30:00;0;21;5;2;3;1;2;1;15;18;8;0;6;1;1;0;0;0;0;0;0
2019-12-25 09:45:00;3;26;10;8;4;9;4;2;22;20;2;5;4;2;0;0;0;0;0;0;0
2019-12-25 10:00:00;3;22;9;5;3;11;2;1;17;17;2;2;11;4;1;0;0;0;0;0;0
2019-12-25 10:15:00;5;24;17;10;4;6;2;2;18;15;3;3;11;10;2;0;0;0;0;0;0
2019-12-25 10:30:00;5;28;17;3;10;8;0;0;21;18;5;2;16;8;3;0;0;0;0;0;0
2019-12-25 10:45:00;7;31;15;6;8;17;9;3;19;19;1;1;16;9;9;0;0;0;0;0;0
2019-12-25 11:00:00;4;45;25;4;19;17;5;1;40;38;6;3;19;8;8;0;0;0;0;0;0
2019-12-25 11:15:00;9;41;21;10;6;14;6;3;39;38;3;2;30;6;3;0;0;0;0;0;0
2019-12-25 11:30:00;7;44;21;5;16;26;4;4;29;24;4;6;32;7;6;0;0;0;0;0;0
2019-12-25 11:45:00;14;40;26;6;11;25;9;1;26;32;4;5;35;11;9;0;0;0;1;0;0
2019-12-25 12:00:00;9;45;36;3;8;22;4;7;34;26;4;3;22;7;5;0;0;2;0;0;2
2019-12-25 12:15:00;7;28;23;16;15;17;5;2;31;27;8;3;21;5;6;0;1;0;0;0;0
2019-12-25 12:30:00;9;30;13;7;10;13;6;4;21;19;4;2;22;7;4;0;0;0;0;0;0
2019-12-25 12:45:00;10;37;20;12;10;16;6;4;31;22;7;7;24;6;4;0;0;1;0;0;0
2019-12-25 13:00:00;6;42;27;11;8;19;10;2;21;26;2;6;18;5;7;0;0;0;0;0;0
2019-12-25 13:15:00;3;42;21;12;13;15;7;1;29;30;7;6;14;6;2;0;0;0;0;0;0
2019-12-25 13:30:00;11;43;21;11;7;13;10;3;30;26;10;5;17;7;1;0;0;2;0;0;0
2019-12-25 13:45:00;3;38;18;10;9;21;9;3;30;23;7;5;16;12;5;0;0;0;0;0;0
2019-12-25 14:00:00;11;42;21;19;14;16;11;2;27;39;21;7;18;12;7;0;0;0;0;0;0
2019-12-25 14:15:00;6;27;19;6;18;16;5;3;31;29;10;0;21;4;3;14;0;0;0;0;0
2019-12-25 14:30:00;12;42;21;15;12;26;7;4;37;35;7;6;34;15;10;0;0;1;0;1;0
2019-12-25 14:45:00;10;40;26;13;9;17;8;4;29;28;5;6;15;11;5;0;0;0;0;0;0
2019-12-25 15:00:00;6;43;16;14;14;24;10;3;26;33;11;5;24;14;4;0;0;0;0;0;0
2019-12-25 15:15:00;8;43;23;11;16;15;3;2;24;37;7;4;20;10;2;0;0;0;0;0;0
2019-12-25 15:30:00;5;38;15;14;14;17;12;10;27;24;6;1;23;16;5;0;0;2;0;0;0
2019-12-25 15:45:00;5;42;24;8;15;22;9;3;36;30;6;5;19;13;7;0;0;0;0;0;0
2019-12-25 16:00:00;5;31;22;9;11;25;6;1;33;32;7;4;17;7;1;0;0;4;0;10;0
2019-12-25 16:15:00;9;53;30;14;11;19;10;6;44;40;3;8;32;9;3;0;0;0;0;0;0
2019-12-25 16:30:00;11;52;20;13;12;17;5;5;30;29;5;3;31;12;10;0;0;0;0;0;0
2019-12-25 16:45:00;10;41;19;13;16;25;5;3;32;36;7;11;20;10;7;0;0;0;0;0;0
2019-12-25 17:00:00;6;49;18;15;11;32;9;5;33;36;6;14;25;11;6;0;0;3;0;0;0
2019-12-25 17:15:00;10;44;34;10;10;12;7;6;43;25;7;3;22;10;4;0;0;0;0;0;0
2019-12-25 17:30:00;8;45;37;14;14;16;6;2;35;35;5;6;16;10;4;0;0;0;0;0;0
2019-12-25 17:45:00;13;46;23;14;9;19;9;4;29;29;4;1;19;7;2;0;0;0;0;0;0
2019-12-25 18:00:00;10;44;23;12;18;25;8;1;24;28;8;4;15;10;2;0;0;1;0;0;0
2019-12-25 18:15:00;10;41;25;6;12;24;8;5;38;37;8;3;26;12;6;0;0;1;0;0;0
2019-12-25 18:30:00;10;39;26;12;10;17;5;6;30;32;8;2;18;14;5;0;0;0;0;0;0
2019-12-25 18:45:00;12;44;27;8;7;19;9;2;24;30;8;5;18;13;5;0;0;0;0;0;0
2019-12-25 19:00:00;11;40;16;6;10;14;4;5;32;24;6;2;12;9;4;0;0;0;0;0;0
2019-12-25 19:15:00;6;41;24;12;13;16;5;5;33;25;6;2;9;5;1;0;0;0;0;0;0
2019-12-25 19:30:00;7;48;19;14;8;15;5;5;37;29;8;2;21;12;5;0;0;0;0;0;0
2019-12-25 19:45:00;7;38;26;6;10;18;4;4;31;31;3;3;20;10;5;2;0;0;0;0;0
2019-12-25 20:00:00;3;36;21;13;10;13;4;2;31;25;5;7;9;4;2;0;0;0;0;0;0
2019-12-25 20:15:00;9;29;24;12;11;11;8;1;23;25;2;2;14;3;4;0;0;0;0;0;0
2019-12-25 20:30:00;8;29;16;7;7;8;4;1;17;19;7;6;15;4;4;0;0;0;0;0;0
2019-12-25 20:45:00;8;34;20;10;9;24;7;2;23;18;3;4;16;11;3;0;0;0;0;0;0
2019-12-25 21:00:00;3;27;17;10;12;13;8;1;18;17;0;5;9;7;5;0;0;0;0;0;0
2019-12-25 21:15:00;11;30;10;5;14;9;3;0;13;17;4;1;15;7;3;0;0;0;0;0;0
2019-12-25 21:30:00;12;28;10;6;4;5;2;1;20;22;6;3;4;5;4;0;0;2;0;0;0
2019-12-25 21:45:00;6;30;13;6;5;7;5;2;25;21;2;4;13;7;3;0;0;0;0;0;0
2019-12-25 22:00:00;3;28;15;6;10;9;3;4;22;18;3;2;15;6;3;0;0;0;0;0;0
2019-12-25 22:15:00;8;31;22;7;9;20;6;1;20;23;1;1;12;7;2;0;0;7;0;0;0
2019-12-25 22:30:00;4;31;14;10;11;15;4;2;15;13;1;2;3;4;2;0;0;0;0;0;0
2019-12-25 22:45:00;4;21;10;5;7;14;11;2;33;22;1;1;2;8;0;0;0;0;0;0;0
2019-12-25 23:00:00;8;16;6;4;11;17;4;0;10;5;1;4;4;5;0;0;0;0;0;0;0
2019-12-25 23:15:00;0;25;7;6;4;6;0;2;16;10;2;3;6;2;0;0;0;0;0;0;0
2019-12-25 23:30:00;4;12;8;4;5;5;0;0;14;11;3;3;8;3;5;0;0;0;0;0;0
2019-12-25 23:45:00;6;15;8;4;2;10;1;1;11;8;2;1;8;4;1;0;0;0;0;5;2
