DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2019-10-02 00:00:00;0;0;4;2;2;6;4;1;0;3;1
2019-10-02 00:15:00;0;1;2;0;0;4;8;2;1;0;3
2019-10-02 00:30:00;0;3;9;4;4;2;2;1;2;1;1
2019-10-02 00:45:00;0;0;7;1;2;3;3;2;0;1;3
2019-10-02 01:00:00;0;1;4;0;1;1;0;0;0;0;0
2019-10-02 01:15:00;1;0;0;0;1;1;1;1;0;0;0
2019-10-02 01:30:00;1;1;3;0;0;0;1;1;0;0;3
2019-10-02 01:45:00;0;0;3;0;1;1;0;0;0;2;1
2019-10-02 02:00:00;0;0;2;0;0;1;1;0;0;1;1
2019-10-02 02:15:00;0;1;1;0;0;0;0;0;1;1;2
2019-10-02 02:30:00;0;0;2;0;0;0;0;0;0;1;2
2019-10-02 02:45:00;0;1;4;0;0;1;1;0;0;0;2
2019-10-02 03:00:00;0;0;1;0;0;0;1;0;0;2;1
2019-10-02 03:15:00;0;2;1;1;1;0;0;0;0;0;1
2019-10-02 03:30:00;0;0;1;0;0;1;0;0;0;4;3
2019-10-02 03:45:00;1;0;1;1;1;1;1;1;0;3;0
2019-10-02 04:00:00;0;1;2;0;0;0;0;1;0;1;0
2019-10-02 04:15:00;0;1;3;0;1;0;0;0;0;0;0
2019-10-02 04:30:00;0;3;4;0;0;1;2;0;0;0;2
2019-10-02 04:45:00;1;4;5;0;1;0;2;1;0;3;3
2019-10-02 05:00:00;1;19;8;1;1;1;4;1;2;4;4
2019-10-02 05:15:00;3;31;33;4;6;1;7;1;1;5;11
2019-10-02 05:30:00;1;32;32;2;3;5;18;1;3;16;10
2019-10-02 05:45:00;5;35;36;8;13;5;7;4;4;19;21
2019-10-02 06:00:00;3;22;20;3;4;4;9;1;5;17;14
2019-10-02 06:15:00;4;35;25;11;17;9;19;4;8;19;17
2019-10-02 06:30:00;4;43;34;9;13;11;19;8;7;20;28
2019-10-02 06:45:00;4;41;37;21;22;10;24;5;14;29;27
2019-10-02 07:00:00;6;41;41;39;40;26;18;10;12;30;42
2019-10-02 07:15:00;5;49;72;41;43;19;47;30;24;42;30
2019-10-02 07:30:00;15;54;72;65;69;27;39;26;46;88;38
2019-10-02 07:45:00;11;60;83;43;50;31;45;27;39;64;57
2019-10-02 08:00:00;6;49;55;31;44;37;36;27;13;37;45
2019-10-02 08:15:00;10;47;59;20;27;24;31;23;21;30;33
2019-10-02 08:30:00;12;39;46;31;42;21;36;16;24;43;28
2019-10-02 08:45:00;10;38;52;24;29;38;31;23;26;34;28
2019-10-02 09:00:00;7;32;50;20;25;31;26;22;31;28;19
2019-10-02 09:15:00;7;38;51;23;30;26;26;19;25;30;17
2019-10-02 09:30:00;5;27;38;21;26;28;29;20;25;35;22
2019-10-02 09:45:00;7;31;39;20;23;27;34;20;25;33;28
2019-10-02 10:00:00;10;25;53;20;24;25;29;19;28;34;27
2019-10-02 10:15:00;11;33;61;21;27;39;31;27;21;35;22
2019-10-02 10:30:00;4;33;72;21;27;35;23;24;19;38;30
2019-10-02 10:45:00;7;19;79;23;32;25;23;22;28;32;28
2019-10-02 11:00:00;9;20;67;29;32;25;32;19;17;26;31
2019-10-02 11:15:00;7;27;63;16;23;41;34;22;25;26;25
2019-10-02 11:30:00;7;28;62;22;29;39;35;22;27;35;29
2019-10-02 11:45:00;4;37;59;33;31;39;24;22;32;31;25
2019-10-02 12:00:00;5;43;66;21;24;44;37;31;22;34;26
2019-10-02 12:15:00;3;36;57;20;24;30;32;21;25;35;25
2019-10-02 12:30:00;3;39;65;25;30;32;29;23;25;39;24
2019-10-02 12:45:00;6;47;54;17;23;35;36;30;28;35;24
2019-10-02 13:00:00;3;49;55;11;16;46;30;29;21;38;29
2019-10-02 13:15:00;7;50;63;19;23;31;39;25;23;36;35
2019-10-02 13:30:00;3;64;53;21;21;24;24;17;22;30;27
2019-10-02 13:45:00;9;44;52;26;27;44;25;20;21;30;26
2019-10-02 14:00:00;13;35;43;23;23;46;26;21;24;38;35
2019-10-02 14:15:00;10;37;67;21;26;40;28;26;26;37;35
2019-10-02 14:30:00;8;50;39;18;29;28;35;28;32;51;49
2019-10-02 14:45:00;9;50;56;14;20;35;24;25;39;37;48
2019-10-02 15:00:00;10;55;73;25;30;61;35;31;35;36;44
2019-10-02 15:15:00;10;48;51;47;57;59;35;31;33;39;51
2019-10-02 15:30:00;11;51;71;38;38;51;40;33;42;48;52
2019-10-02 15:45:00;14;48;70;31;46;39;36;31;47;62;41
2019-10-02 16:00:00;10;68;86;38;44;64;44;31;44;50;53
2019-10-02 16:15:00;17;50;69;25;37;42;38;34;35;53;42
2019-10-02 16:30:00;15;52;70;26;40;40;43;34;39;58;34
2019-10-02 16:45:00;14;50;59;31;41;42;35;25;46;61;42
2019-10-02 17:00:00;7;59;69;30;36;42;32;26;33;46;51
2019-10-02 17:15:00;6;66;73;18;23;55;29;26;50;57;45
2019-10-02 17:30:00;11;53;53;17;28;38;34;23;40;38;34
2019-10-02 17:45:00;17;54;57;29;40;26;34;16;49;52;40
2019-10-02 18:00:00;7;44;47;32;34;45;37;30;42;55;34
2019-10-02 18:15:00;6;43;57;26;35;45;35;31;35;46;33
2019-10-02 18:30:00;7;55;51;24;26;40;32;22;29;46;37
2019-10-02 18:45:00;9;30;36;28;35;28;29;23;36;44;32
2019-10-02 19:00:00;9;36;32;19;26;30;26;23;30;38;21
2019-10-02 19:15:00;5;27;27;9;15;27;23;23;27;41;18
2019-10-02 19:30:00;6;37;35;9;13;26;28;20;24;43;24
2019-10-02 19:45:00;12;34;36;13;22;30;25;23;23;27;18
2019-10-02 20:00:00;4;30;21;20;23;28;24;17;21;29;21
2019-10-02 20:15:00;6;19;36;17;21;35;18;23;27;31;26
2019-10-02 20:30:00;5;26;31;13;18;28;31;24;25;34;14
2019-10-02 20:45:00;7;20;24;4;8;23;19;17;18;36;14
2019-10-02 21:00:00;9;25;23;14;16;29;27;23;18;27;13
2019-10-02 21:15:00;6;34;25;11;14;23;30;18;15;19;6
2019-10-02 21:30:00;2;26;28;5;6;18;24;14;18;19;21
2019-10-02 21:45:00;2;15;22;10;10;26;10;11;21;30;14
2019-10-02 22:00:00;2;14;18;6;8;17;24;21;19;21;9
2019-10-02 22:15:00;0;19;19;9;10;12;15;19;14;22;17
2019-10-02 22:30:00;3;24;24;10;14;26;17;21;18;16;7
2019-10-02 22:45:00;0;15;17;11;11;17;15;13;15;25;4
2019-10-02 23:00:00;1;11;14;8;9;20;24;16;7;23;12
2019-10-02 23:15:00;0;7;16;9;10;17;22;22;9;16;9
2019-10-02 23:30:00;2;9;27;5;9;19;22;23;6;20;10
2019-10-02 23:45:00;4;8;18;8;11;30;18;18;7;24;10
