DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-07-16 00:00:00;15;9;6;2;1;9;4;0;5;9;1
2020-07-16 00:15:00;12;9;4;1;1;11;7;1;0;1;0
2020-07-16 00:30:00;11;5;2;7;5;11;7;2;1;4;2
2020-07-16 00:45:00;5;4;0;3;1;8;2;1;0;3;0
2020-07-16 01:00:00;7;3;0;1;0;5;3;1;0;2;0
2020-07-16 01:15:00;5;3;2;2;1;9;3;0;1;1;0
2020-07-16 01:30:00;6;4;0;1;1;6;0;0;0;1;0
2020-07-16 01:45:00;9;2;0;0;0;5;5;1;0;1;0
2020-07-16 02:00:00;11;7;1;0;0;7;4;2;1;3;1
2020-07-16 02:15:00;8;7;2;0;0;5;2;0;0;1;1
2020-07-16 02:30:00;5;4;2;2;1;9;6;0;0;0;0
2020-07-16 02:45:00;8;3;0;1;2;8;3;0;0;2;2
2020-07-16 03:00:00;8;5;0;1;1;6;4;0;2;3;1
2020-07-16 03:15:00;2;2;1;2;1;10;6;0;1;0;0
2020-07-16 03:30:00;3;2;1;1;0;5;4;2;1;2;0
2020-07-16 03:45:00;7;3;0;0;0;11;4;1;0;0;0
2020-07-16 04:00:00;9;5;2;3;1;9;5;0;1;3;1
2020-07-16 04:15:00;9;10;1;2;1;10;6;1;0;0;0
2020-07-16 04:30:00;11;17;3;5;7;20;8;2;2;1;0
2020-07-16 04:45:00;26;20;2;6;4;46;20;3;3;6;5
2020-07-16 05:00:00;33;20;2;15;8;85;81;2;3;6;5
2020-07-16 05:15:00;35;27;8;16;9;138;141;5;4;10;5
2020-07-16 05:30:00;38;34;19;20;12;106;117;6;6;23;11
2020-07-16 05:45:00;96;117;19;22;16;98;95;7;9;24;12
2020-07-16 06:00:00;101;118;17;31;16;84;102;9;12;13;8
2020-07-16 06:15:00;90;102;26;30;12;110;124;5;13;20;9
2020-07-16 06:30:00;71;80;25;53;24;129;142;8;16;34;17
2020-07-16 06:45:00;61;65;21;52;24;114;121;13;14;23;6
2020-07-16 07:00:00;62;67;18;57;22;115;155;24;10;23;10
2020-07-16 07:15:00;65;74;12;85;20;116;139;22;21;31;11
2020-07-16 07:30:00;80;75;14;82;24;124;153;36;27;43;13
2020-07-16 07:45:00;80;85;21;74;18;107;134;18;40;51;20
