DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-12-29 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-29 00:15:00;2;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-12-29 00:30:00;2;2;2;3;0;1;1;2;0;0;0;0;0;0
2020-12-29 00:45:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-29 01:00:00;2;1;1;0;2;1;1;1;0;0;0;0;0;0
2020-12-29 01:15:00;2;0;0;0;4;0;0;0;0;0;0;0;0;0
2020-12-29 01:30:00;4;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-29 01:45:00;1;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-29 02:00:00;2;0;0;0;2;2;0;0;0;0;0;0;0;0
2020-12-29 02:15:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-29 02:30:00;2;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-29 02:45:00;1;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-29 03:00:00;2;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-29 03:15:00;4;0;0;0;1;2;2;2;0;0;0;0;0;0
2020-12-29 03:30:00;2;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-29 03:45:00;4;0;0;0;4;2;2;2;0;0;0;0;0;0
2020-12-29 04:00:00;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-29 04:15:00;3;1;1;2;1;2;2;2;0;0;0;0;0;0
2020-12-29 04:30:00;1;1;1;1;3;2;2;2;0;0;0;0;0;0
2020-12-29 04:45:00;3;1;1;1;3;3;3;3;0;0;0;0;0;0
2020-12-29 05:00:00;7;1;1;0;2;5;4;5;0;0;0;0;0;0
2020-12-29 05:15:00;11;0;0;0;7;2;2;2;0;0;0;0;0;0
2020-12-29 05:30:00;6;2;2;2;11;4;4;5;0;0;0;0;0;0
2020-12-29 05:45:00;13;3;2;2;25;9;10;10;0;0;0;0;0;0
2020-12-29 06:00:00;6;5;5;3;13;3;1;1;0;1;0;0;0;0
2020-12-29 06:15:00;11;3;3;3;12;8;8;8;0;0;0;0;0;0
2020-12-29 06:30:00;6;4;4;4;10;9;8;8;0;0;0;0;0;0
2020-12-29 06:45:00;10;2;1;1;8;7;5;6;0;0;0;0;0;0
2020-12-29 07:00:00;11;5;5;4;21;14;13;13;0;0;0;0;0;0
2020-12-29 07:15:00;24;4;4;4;16;7;9;10;0;0;0;0;0;0
2020-12-29 07:30:00;9;5;5;3;33;8;7;260;0;0;0;0;0;0
2020-12-29 07:45:00;14;3;3;2;25;10;9;12;0;0;0;0;0;0
2020-12-29 08:00:00;16;7;5;3;19;13;9;11;0;0;0;0;0;0
2020-12-29 08:15:00;24;3;2;1;25;21;14;14;0;0;0;0;0;0
2020-12-29 08:30:00;21;4;4;3;22;12;12;12;0;0;0;0;0;0
2020-12-29 08:45:00;33;5;4;3;30;16;15;19;1;0;0;0;0;0
2020-12-29 09:00:00;40;5;4;5;32;16;13;16;2;2;0;0;0;0
2020-12-29 09:15:00;30;5;5;5;43;11;12;13;0;2;1;0;0;0
