DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-12-01 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-01 00:15:00;0;0;0;0;1;1;1;1;0;0;0;0;0;0
2020-12-01 00:30:00;2;3;3;2;0;1;0;0;0;0;0;0;0;0
2020-12-01 00:45:00;0;0;0;0;2;1;1;1;0;0;0;0;0;0
2020-12-01 01:00:00;2;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-01 01:15:00;2;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-01 01:30:00;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-01 01:45:00;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-01 02:00:00;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-01 02:15:00;0;0;0;0;1;1;1;0;0;0;0;0;0;0
2020-12-01 02:30:00;1;1;1;1;2;0;0;0;0;0;0;0;0;0
2020-12-01 02:45:00;0;0;0;0;3;0;0;0;0;0;0;0;0;0
2020-12-01 03:00:00;1;0;0;0;0;2;2;2;0;0;0;0;0;0
2020-12-01 03:15:00;2;1;1;1;1;1;1;1;0;0;0;0;0;0
2020-12-01 03:30:00;0;0;0;0;3;0;0;0;0;0;0;0;0;0
2020-12-01 03:45:00;0;0;0;0;1;1;1;1;0;0;0;0;0;0
2020-12-01 04:00:00;2;1;1;1;2;1;0;0;0;0;0;0;0;0
2020-12-01 04:15:00;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2020-12-01 04:30:00;1;1;1;1;5;2;2;1;0;0;0;0;0;0
2020-12-01 04:45:00;2;4;4;3;11;7;5;3;0;0;0;0;0;0
2020-12-01 05:00:00;3;7;6;3;17;5;4;4;0;0;0;0;0;0
2020-12-01 05:15:00;4;5;4;3;22;8;7;4;0;0;0;0;0;0
2020-12-01 05:30:00;4;5;4;3;33;10;8;10;0;0;0;0;0;0
2020-12-01 05:45:00;9;6;4;6;20;7;11;5;0;0;0;0;0;0
2020-12-01 06:00:00;13;7;8;7;24;11;10;11;0;0;0;0;0;0
2020-12-01 06:15:00;10;11;11;12;30;17;19;22;0;0;0;0;0;0
2020-12-01 06:30:00;18;16;16;14;71;32;29;24;0;0;0;0;0;0
2020-12-01 06:45:00;16;9;8;11;37;18;18;15;0;0;0;0;0;0
2020-12-01 07:00:00;14;17;15;19;66;29;26;19;0;0;0;0;0;0
2020-12-01 07:15:00;8;18;17;16;87;41;33;28;5;0;4;0;0;0
2020-12-01 07:30:00;19;15;14;17;90;36;25;17;1;6;0;0;0;0
2020-12-01 07:45:00;16;40;26;21;101;51;29;23;4;2;2;0;0;0
2020-12-01 08:00:00;16;21;18;19;95;35;31;24;1;3;0;0;0;0
2020-12-01 08:15:00;16;20;20;19;72;26;21;17;2;0;0;0;0;0
2020-12-01 08:30:00;15;20;18;20;52;30;26;25;0;0;0;0;0;0
2020-12-01 08:45:00;12;18;14;14;52;70;26;22;0;2;0;0;6;0
2020-12-01 09:00:00;18;19;18;21;57;34;23;27;1;1;1;0;0;0
2020-12-01 09:15:00;14;17;15;15;63;29;20;20;1;0;0;0;0;0
2020-12-01 09:30:00;16;14;13;15;48;27;18;20;0;0;0;0;9;0
2020-12-01 09:45:00;14;17;16;20;50;27;19;16;0;2;0;0;0;0
2020-12-01 10:00:00;17;21;20;19;44;30;24;22;0;0;0;0;0;0
2020-12-01 10:15:00;23;24;24;19;50;21;18;20;2;2;0;0;0;0
2020-12-01 10:30:00;15;21;18;23;49;34;24;28;4;0;0;0;0;0
2020-12-01 10:45:00;14;23;22;15;59;19;18;27;3;0;0;0;0;0
2020-12-01 11:00:00;20;13;12;12;46;19;19;20;2;0;0;0;0;0
2020-12-01 11:15:00;15;20;20;18;55;29;21;21;2;0;0;0;0;0
2020-12-01 11:30:00;22;14;10;13;49;27;23;24;0;2;0;0;0;0
2020-12-01 11:45:00;13;20;19;16;39;23;16;21;2;3;0;0;0;0
2020-12-01 12:00:00;12;18;20;18;45;30;29;33;0;2;0;0;0;0
2020-12-01 12:15:00;8;27;28;21;55;25;24;23;1;0;0;0;2;0
2020-12-01 12:30:00;14;18;17;19;66;28;23;22;1;0;0;0;0;0
2020-12-01 12:45:00;22;28;24;25;41;17;14;19;2;2;1;0;0;0
2020-12-01 13:00:00;19;18;15;16;59;34;25;25;1;6;1;0;0;0
2020-12-01 13:15:00;15;20;12;11;66;36;29;33;9;0;0;0;1;0
2020-12-01 13:30:00;10;23;24;20;45;24;21;22;0;0;0;0;1;0
2020-12-01 13:45:00;17;19;17;13;62;35;33;21;3;0;0;0;0;0
2020-12-01 14:00:00;18;13;10;9;58;31;27;25;4;0;0;0;0;0
2020-12-01 14:15:00;20;25;21;16;58;26;24;25;0;1;0;0;1;0
2020-12-01 14:30:00;12;22;20;18;69;23;19;23;3;2;1;0;0;0
2020-12-01 14:45:00;14;23;23;17;76;39;268;18;1;2;0;0;0;0
2020-12-01 15:00:00;18;22;21;18;41;25;17;17;1;1;1;0;0;0
2020-12-01 15:15:00;25;26;17;18;63;36;29;26;3;2;0;0;0;0
2020-12-01 15:30:00;15;17;14;15;83;44;20;24;0;0;0;0;0;0
2020-12-01 15:45:00;33;20;14;15;74;34;30;24;2;2;5;0;0;0
2020-12-01 16:00:00;36;28;21;19;89;41;36;27;3;3;0;0;0;0
2020-12-01 16:15:00;22;32;20;23;72;33;29;25;4;0;2;0;0;0
2020-12-01 16:30:00;31;34;29;27;100;51;35;20;2;6;0;0;0;0
2020-12-01 16:45:00;36;30;18;17;76;36;21;25;0;1;0;0;0;0
2020-12-01 17:00:00;33;27;21;17;84;24;20;21;3;0;0;0;1;0
2020-12-01 17:15:00;19;31;19;29;68;39;28;31;3;3;2;0;0;0
2020-12-01 17:30:00;29;31;18;24;64;26;17;31;2;8;4;0;0;0
2020-12-01 17:45:00;21;22;13;14;67;26;22;19;5;3;0;0;0;0
2020-12-01 18:00:00;17;13;11;10;56;24;19;21;3;0;0;0;0;0
2020-12-01 18:15:00;16;15;16;15;57;17;14;16;2;2;0;0;0;0
2020-12-01 18:30:00;18;11;9;10;51;20;16;23;3;0;0;0;0;1
2020-12-01 18:45:00;10;23;15;14;25;26;19;26;0;0;0;0;0;0
2020-12-01 19:00:00;9;7;7;10;29;18;13;18;1;3;0;0;0;0
2020-12-01 19:15:00;5;13;10;10;32;20;19;21;0;0;0;0;0;0
2020-12-01 19:30:00;7;16;12;10;31;9;9;12;0;7;0;0;0;0
2020-12-01 19:45:00;5;10;8;8;31;19;15;17;1;1;0;0;0;0
2020-12-01 20:00:00;6;3;5;7;17;7;6;5;0;0;0;0;0;0
2020-12-01 20:15:00;6;9;9;9;26;10;9;9;0;0;0;0;0;0
2020-12-01 20:30:00;3;3;3;5;15;8;6;6;0;0;0;0;0;0
2020-12-01 20:45:00;1;6;6;6;11;6;8;7;0;0;0;0;0;0
2020-12-01 21:00:00;2;6;6;6;22;13;13;12;0;0;0;0;0;0
2020-12-01 21:15:00;2;6;6;6;15;6;6;5;0;0;0;0;0;0
2020-12-01 21:30:00;1;4;3;3;10;4;4;5;0;0;0;0;0;0
2020-12-01 21:45:00;4;1;1;1;8;3;2;1;0;0;0;0;0;0
2020-12-01 22:00:00;2;5;5;5;8;4;3;3;0;0;0;0;0;0
2020-12-01 22:15:00;3;4;4;4;5;3;2;2;0;0;0;0;0;0
2020-12-01 22:30:00;4;4;3;4;10;6;7;7;0;0;0;0;0;0
2020-12-01 22:45:00;3;2;2;2;3;2;4;3;0;0;0;0;0;0
2020-12-01 23:00:00;1;3;3;3;5;2;2;2;0;0;0;0;0;0
2020-12-01 23:15:00;1;3;3;3;2;2;1;2;0;0;0;0;0;0
2020-12-01 23:30:00;0;5;4;5;5;2;2;2;0;0;0;0;0;0
