DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2020-02-20 00:00:00;10;7;1;0;11;5;0;0;0;0;10;7;5;16;5;0;0
2020-02-20 00:15:00;10;9;0;0;12;3;1;1;0;0;10;10;4;14;3;0;0
2020-02-20 00:30:00;8;5;0;0;14;3;1;1;0;0;7;5;3;17;3;0;0
2020-02-20 00:45:00;8;3;0;0;12;5;1;1;1;0;8;2;4;16;5;0;0
2020-02-20 01:00:00;6;2;0;0;9;4;3;3;1;0;4;2;4;12;7;0;0
2020-02-20 01:15:00;5;4;0;0;8;2;0;0;0;0;5;4;2;10;2;0;0
2020-02-20 01:30:00;5;3;0;0;5;0;0;0;0;0;5;3;0;5;0;0;0
2020-02-20 01:45:00;7;2;0;0;7;2;2;3;2;0;6;3;2;9;2;0;0
2020-02-20 02:00:00;8;3;0;0;6;1;0;0;0;0;9;3;1;8;1;0;0
2020-02-20 02:15:00;5;2;0;0;4;0;1;1;0;0;5;2;0;4;0;0;0
2020-02-20 02:30:00;15;6;0;0;5;1;0;0;0;0;15;7;1;6;1;0;0
2020-02-20 02:45:00;12;6;0;1;12;3;1;1;1;0;11;3;3;15;4;0;0
2020-02-20 03:00:00;5;0;0;0;10;2;1;1;0;0;4;1;3;12;4;0;0
2020-02-20 03:15:00;6;3;1;0;9;0;1;1;0;0;7;2;0;7;0;0;0
2020-02-20 03:30:00;8;3;1;0;12;0;3;3;4;0;6;3;0;12;0;0;0
2020-02-20 03:45:00;10;1;1;0;8;1;2;2;1;0;10;1;1;9;1;0;0
2020-02-20 04:00:00;11;2;0;0;6;4;0;0;0;0;9;1;2;8;3;0;0
2020-02-20 04:15:00;16;3;0;2;15;6;1;1;1;1;14;3;5;18;5;0;0
2020-02-20 04:30:00;25;13;0;1;16;6;6;6;3;0;28;13;5;20;6;0;0
2020-02-20 04:45:00;32;8;2;2;18;8;1;2;1;4;28;9;8;25;9;0;0
2020-02-20 05:00:00;32;17;1;1;33;18;4;4;2;3;23;16;16;45;16;0;0
2020-02-20 05:15:00;33;17;1;0;43;18;4;4;2;1;30;18;19;55;17;0;0
2020-02-20 05:30:00;56;31;4;1;59;28;2;2;4;1;49;34;27;82;27;0;0
2020-02-20 05:45:00;81;67;3;3;66;40;6;6;6;8;75;68;39;92;39;0;0
2020-02-20 06:00:00;55;54;2;0;59;57;3;3;2;7;53;56;51;98;54;0;0
2020-02-20 06:15:00;88;77;1;1;90;53;6;6;3;2;75;77;56;127;55;0;0
2020-02-20 06:30:00;132;115;2;0;99;49;6;8;8;2;111;113;52;130;49;0;2
2020-02-20 06:45:00;157;190;4;1;117;77;2;3;2;4;140;194;76;173;76;0;1
2020-02-20 07:00:00;123;156;2;1;119;88;16;16;6;2;103;156;89;176;88;0;1
2020-02-20 07:15:00;154;202;0;4;125;97;10;10;7;1;140;202;101;183;101;0;1
2020-02-20 07:30:00;166;225;1;0;129;91;11;11;5;0;145;225;86;191;85;0;1
2020-02-20 07:45:00;199;292;3;0;120;78;21;22;9;7;167;298;79;173;80;0;5
2020-02-20 08:00:00;158;261;2;1;116;87;14;14;8;4;138;264;79;180;81;0;0
2020-02-20 08:15:00;137;238;0;3;104;68;12;14;6;5;125;233;65;160;64;0;0
2020-02-20 08:30:00;138;225;0;3;105;65;14;14;5;5;121;224;62;153;64;0;0
2020-02-20 08:45:00;132;218;2;0;112;73;12;12;6;6;115;222;79;159;76;0;0
2020-02-20 09:00:00;112;131;1;0;97;68;11;12;10;1;103;139;68;158;64;0;0
2020-02-20 09:15:00;86;135;3;0;95;57;18;18;7;1;82;126;56;134;51;0;0
