DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(DD2);8(DE1);9(TAFGB);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-11-17 00:00:00;3;5;6;4;3;1;0;0;0;0;0;0;0
2020-11-17 00:15:00;2;5;4;10;9;0;0;0;0;0;0;0;0
2020-11-17 00:30:00;1;3;3;10;5;0;0;0;0;0;0;0;0
2020-11-17 00:45:00;4;7;1;3;3;1;0;0;0;0;0;0;0
2020-11-17 01:00:00;1;5;0;7;4;0;0;0;0;0;0;0;0
2020-11-17 01:15:00;1;4;4;2;3;0;0;0;0;0;0;0;0
2020-11-17 01:30:00;0;4;2;3;3;0;0;0;0;0;0;0;0
2020-11-17 01:45:00;0;2;5;3;0;0;0;0;0;0;0;0;0
2020-11-17 02:00:00;1;1;2;8;2;0;0;0;0;0;0;0;0
2020-11-17 02:15:00;0;1;0;5;5;0;0;0;0;0;0;0;0
2020-11-17 02:30:00;1;1;3;8;4;0;0;0;0;0;0;0;0
2020-11-17 02:45:00;1;4;1;3;1;0;0;0;0;0;0;0;0
2020-11-17 03:00:00;0;0;1;4;0;0;0;0;0;0;0;0;0
2020-11-17 03:15:00;0;3;0;3;2;0;0;0;0;0;0;0;0
2020-11-17 03:30:00;0;2;2;4;2;0;0;0;0;0;0;0;0
2020-11-17 03:45:00;1;4;1;6;2;0;0;0;0;0;0;0;0
2020-11-17 04:00:00;0;1;4;8;4;0;0;0;0;0;0;0;0
2020-11-17 04:15:00;4;8;1;3;2;0;0;0;0;0;0;0;0
2020-11-17 04:30:00;2;13;9;18;10;1;0;0;0;0;0;0;0
2020-11-17 04:45:00;3;8;6;24;13;1;0;0;0;0;0;0;0
2020-11-17 05:00:00;7;11;8;78;66;1;0;0;0;0;0;0;0
2020-11-17 05:15:00;13;19;9;77;86;1;0;0;0;0;0;0;0
2020-11-17 05:30:00;8;35;8;79;92;2;0;0;0;0;0;0;0
2020-11-17 05:45:00;25;71;16;63;76;1;0;0;3;0;0;0;0
2020-11-17 06:00:00;34;66;20;60;64;4;0;0;1;0;0;0;0
2020-11-17 06:15:00;27;79;34;88;87;3;0;0;0;0;0;0;0
2020-11-17 06:30:00;25;55;33;100;110;5;0;2;5;0;0;5;0
2020-11-17 06:45:00;25;55;37;101;95;4;0;0;3;0;0;0;0
2020-11-17 07:00:00;29;49;31;103;103;6;0;4;0;0;0;0;0
2020-11-17 07:15:00;37;71;54;102;115;11;0;1;14;0;0;12;7
2020-11-17 07:30:00;43;83;54;108;114;11;0;2;10;0;0;0;0
2020-11-17 07:45:00;39;93;59;137;148;15;0;3;8;0;0;0;0
2020-11-17 08:00:00;48;71;56;116;112;17;0;1;4;6;0;0;0
2020-11-17 08:15:00;44;69;31;97;77;25;0;1;5;0;1;0;0
2020-11-17 08:30:00;41;60;34;93;75;21;0;0;1;0;0;0;0
2020-11-17 08:45:00;41;72;43;75;88;13;0;1;7;0;0;0;0
2020-11-17 09:00:00;40;60;44;87;83;20;0;2;2;0;0;0;0
2020-11-17 09:15:00;45;62;41;86;78;22;0;0;6;0;0;0;0
2020-11-17 09:30:00;34;62;41;81;73;9;0;0;0;0;0;3;0
2020-11-17 09:45:00;31;45;36;80;82;14;0;1;1;4;0;0;0
2020-11-17 10:00:00;32;65;39;77;65;19;0;0;0;0;0;0;0
2020-11-17 10:15:00;46;70;43;88;68;15;0;1;1;0;0;0;0
2020-11-17 10:30:00;41;58;47;83;72;23;0;1;2;0;0;0;0
2020-11-17 10:45:00;45;62;40;88;86;23;0;2;6;0;0;0;0
2020-11-17 11:00:00;44;68;31;96;88;16;0;0;1;0;0;3;0
2020-11-17 11:15:00;45;90;45;94;61;25;0;2;17;0;1;1;0
2020-11-17 11:30:00;47;81;56;86;80;18;0;2;4;0;0;0;0
2020-11-17 11:45:00;52;82;42;84;77;23;0;0;9;0;0;0;0
2020-11-17 12:00:00;51;85;36;72;75;21;0;1;7;8;1;1;0
2020-11-17 12:15:00;45;81;43;98;86;27;0;0;2;0;0;0;0
2020-11-17 12:30:00;51;86;43;81;70;22;0;2;5;0;3;0;0
2020-11-17 12:45:00;33;79;45;93;92;17;0;2;6;0;0;0;0
2020-11-17 13:00:00;51;90;49;112;103;32;0;0;10;8;0;0;0
2020-11-17 13:15:00;46;69;40;110;124;24;0;4;4;3;0;0;0
