DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2019-11-14 00:00:00;14;6;4;1;0;13;1;0;0;0;0
2019-11-14 00:15:00;18;6;0;0;0;6;3;0;0;0;0
2019-11-14 00:30:00;8;9;2;4;0;2;0;0;0;0;0
2019-11-14 00:45:00;4;5;2;0;0;6;1;0;0;0;0
2019-11-14 01:00:00;12;4;0;0;0;6;0;0;0;0;0
2019-11-14 01:15:00;8;1;1;0;0;4;1;0;0;0;0
2019-11-14 01:30:00;6;1;1;4;0;4;0;0;0;0;0
2019-11-14 01:45:00;7;2;0;1;0;5;0;0;0;0;0
2019-11-14 02:00:00;9;5;3;0;0;2;0;0;0;0;0
2019-11-14 02:15:00;9;2;0;0;0;3;0;0;0;0;0
2019-11-14 02:30:00;8;1;1;1;0;6;1;0;0;0;0
2019-11-14 02:45:00;6;3;1;0;0;4;0;0;0;0;0
2019-11-14 03:00:00;4;3;1;1;0;7;1;0;0;0;0
2019-11-14 03:15:00;7;4;0;0;0;4;1;0;0;0;0
2019-11-14 03:30:00;3;3;1;3;0;4;1;0;0;0;0
2019-11-14 03:45:00;10;4;1;1;0;3;0;0;0;0;0
2019-11-14 04:00:00;15;5;0;0;0;8;2;0;0;0;0
2019-11-14 04:15:00;12;7;1;3;0;4;0;0;0;0;0
2019-11-14 04:30:00;21;16;7;1;0;11;2;0;0;0;0
2019-11-14 04:45:00;23;11;6;4;0;21;5;0;0;0;0
2019-11-14 05:00:00;37;18;3;9;0;62;6;0;0;0;0
2019-11-14 05:15:00;41;35;8;16;0;113;10;0;0;0;0
2019-11-14 05:30:00;58;47;7;20;0;144;14;5;0;0;0
2019-11-14 05:45:00;106;113;21;20;0;143;8;0;0;0;0
2019-11-14 06:00:00;123;141;23;19;0;138;16;1;0;0;0
2019-11-14 06:15:00;105;123;23;27;0;174;14;1;0;0;0
2019-11-14 06:30:00;75;88;12;45;0;163;18;0;0;0;0
2019-11-14 06:45:00;86;87;20;28;0;144;15;0;0;0;0
2019-11-14 07:00:00;71;75;9;36;0;148;16;0;0;0;0
2019-11-14 07:15:00;80;89;17;56;0;145;15;5;0;0;0
2019-11-14 07:30:00;77;86;14;59;0;119;31;1;0;0;0
2019-11-14 07:45:00;96;99;21;66;0;137;23;0;0;0;0
2019-11-14 08:00:00;74;69;34;50;0;138;74;0;0;0;0
2019-11-14 08:15:00;90;86;23;49;0;131;18;0;0;0;0
2019-11-14 08:30:00;102;87;30;46;0;141;28;0;0;0;0
2019-11-14 08:45:00;91;79;30;46;0;151;27;4;0;0;0
2019-11-14 09:00:00;87;97;26;40;0;127;25;0;0;0;0
2019-11-14 09:15:00;84;91;25;39;0;119;18;0;0;0;0
2019-11-14 09:30:00;99;72;21;55;0;109;24;0;0;0;0
2019-11-14 09:45:00;87;91;37;46;0;103;17;0;0;0;0
2019-11-14 10:00:00;108;88;31;35;0;105;18;0;0;0;0
2019-11-14 10:15:00;94;98;30;54;0;102;20;0;0;0;0
2019-11-14 10:30:00;94;88;32;54;0;98;27;0;0;0;1
2019-11-14 10:45:00;104;94;43;47;0;101;26;0;0;0;0
2019-11-14 11:00:00;115;96;30;37;0;114;27;0;0;0;0
2019-11-14 11:15:00;90;85;34;56;0;95;22;0;0;0;0
2019-11-14 11:30:00;107;100;42;48;0;95;63;0;0;0;0
2019-11-14 11:45:00;101;100;39;31;0;93;30;0;0;0;0
2019-11-14 12:00:00;114;114;48;43;0;101;30;0;0;0;0
2019-11-14 12:15:00;112;123;33;41;0;86;36;0;0;0;0
2019-11-14 12:30:00;121;104;52;35;0;99;20;0;4;0;0
2019-11-14 12:45:00;118;108;39;39;0;112;43;0;3;0;0
2019-11-14 13:00:00;126;129;33;47;0;136;29;5;8;0;0
2019-11-14 13:15:00;113;120;35;45;0;165;32;0;4;9;0
2019-11-14 13:30:00;127;118;36;44;0;125;20;0;0;0;0
2019-11-14 13:45:00;123;106;38;46;0;143;27;0;0;3;2
2019-11-14 14:00:00;153;144;37;36;0;99;35;0;5;1;0
2019-11-14 14:15:00;169;179;31;42;0;115;24;0;0;0;0
2019-11-14 14:30:00;189;207;40;53;0;94;30;0;0;0;0
2019-11-14 14:45:00;169;161;52;48;0;95;22;0;0;0;0
2019-11-14 15:00:00;165;190;33;34;0;108;22;2;5;0;0
2019-11-14 15:15:00;158;163;30;45;0;98;26;0;0;0;0
2019-11-14 15:30:00;174;186;43;44;0;102;31;5;0;0;0
2019-11-14 15:45:00;178;192;44;52;0;79;25;0;0;0;1
2019-11-14 16:00:00;154;158;33;66;0;114;32;0;4;0;0
2019-11-14 16:15:00;170;162;39;46;0;103;34;6;0;0;0
2019-11-14 16:30:00;182;193;31;63;0;95;31;0;0;6;0
2019-11-14 16:45:00;174;180;55;49;0;128;30;0;1;0;0
2019-11-14 17:00:00;169;167;48;51;0;107;43;4;0;5;0
2019-11-14 17:15:00;176;190;53;57;0;106;24;7;1;0;0
2019-11-14 17:30:00;184;192;65;54;0;118;29;0;1;0;0
2019-11-14 17:45:00;174;178;44;32;0;119;26;6;3;0;0
2019-11-14 18:00:00;160;166;38;47;0;104;24;2;0;0;1
2019-11-14 18:15:00;139;153;42;44;0;104;30;0;9;0;0
2019-11-14 18:30:00;123;122;48;37;0;83;28;0;0;0;0
2019-11-14 18:45:00;113;113;44;37;0;89;20;3;0;0;0
2019-11-14 19:00:00;78;81;39;46;0;77;20;0;0;0;0
2019-11-14 19:15:00;90;85;28;32;0;70;18;0;0;0;0
2019-11-14 19:30:00;73;53;30;27;0;48;15;0;0;0;0
2019-11-14 19:45:00;73;80;26;27;0;47;12;5;0;0;0
2019-11-14 20:00:00;66;66;22;23;0;46;18;0;2;0;0
2019-11-14 20:15:00;75;76;21;19;0;54;11;0;0;0;0
2019-11-14 20:30:00;61;39;16;16;0;40;13;0;0;0;0
2019-11-14 20:45:00;56;49;18;19;0;52;12;0;0;0;0
2019-11-14 21:00:00;46;33;21;14;0;115;17;0;4;0;0
2019-11-14 21:15:00;50;39;15;17;0;110;13;0;0;0;0
2019-11-14 21:30:00;56;51;9;18;0;70;9;0;0;0;0
2019-11-14 21:45:00;106;108;10;17;0;43;12;0;0;0;0
2019-11-14 22:00:00;141;169;25;17;0;28;4;5;0;0;0
2019-11-14 22:15:00;99;101;25;16;0;39;10;0;0;0;0
2019-11-14 22:30:00;53;41;14;10;0;24;8;0;0;1;0
2019-11-14 22:45:00;34;30;8;5;0;12;1;0;0;0;0
2019-11-14 23:00:00;23;11;4;5;0;15;5;0;0;0;0
2019-11-14 23:15:00;21;15;7;7;0;22;2;0;0;0;0
2019-11-14 23:30:00;15;11;2;2;0;15;3;0;0;0;0
2019-11-14 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
