DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-07-31 00:00:00;9;21;4;0;0;0;0;0
2020-07-31 00:15:00;13;25;9;0;0;0;0;0
2020-07-31 00:30:00;11;18;11;0;0;0;0;0
2020-07-31 00:45:00;3;12;8;0;0;0;0;0
2020-07-31 01:00:00;7;14;7;0;0;0;0;0
2020-07-31 01:15:00;4;9;7;0;0;0;0;0
2020-07-31 01:30:00;6;11;6;0;0;0;0;0
2020-07-31 01:45:00;10;9;4;0;0;0;0;0
2020-07-31 02:00:00;3;17;6;0;0;0;0;0
2020-07-31 02:15:00;9;9;6;0;0;0;0;0
2020-07-31 02:30:00;10;15;4;0;0;0;0;0
2020-07-31 02:45:00;4;9;4;0;0;0;0;0
2020-07-31 03:00:00;4;11;2;0;0;0;0;0
2020-07-31 03:15:00;3;4;5;0;0;0;0;0
2020-07-31 03:30:00;2;4;2;0;0;0;0;0
2020-07-31 03:45:00;3;9;6;0;0;0;0;0
2020-07-31 04:00:00;9;4;5;0;0;0;0;0
2020-07-31 04:15:00;6;14;3;0;0;0;0;0
2020-07-31 04:30:00;7;21;9;0;0;0;0;0
2020-07-31 04:45:00;15;40;14;0;0;0;0;0
2020-07-31 05:00:00;21;46;27;0;0;0;0;0
2020-07-31 05:15:00;22;46;60;0;0;0;0;0
2020-07-31 05:30:00;25;72;53;0;0;0;0;0
2020-07-31 05:45:00;77;100;42;0;0;0;0;0
2020-07-31 06:00:00;78;126;55;0;0;0;0;0
2020-07-31 06:15:00;63;131;47;0;0;0;0;0
2020-07-31 06:30:00;56;147;60;0;2;0;0;1
2020-07-31 06:45:00;44;103;54;0;2;3;7;0
2020-07-31 07:00:00;39;91;53;0;1;0;1;1
2020-07-31 07:15:00;39;110;69;0;8;9;4;4
2020-07-31 07:30:00;56;113;69;0;21;0;9;7
2020-07-31 07:45:00;73;127;79;0;12;0;2;8
2020-07-31 08:00:00;56;114;66;0;20;7;4;7
2020-07-31 08:15:00;66;133;73;0;9;6;12;5
2020-07-31 08:30:00;79;128;79;0;7;4;13;5
2020-07-31 08:45:00;68;125;69;0;3;11;10;10
2020-07-31 09:00:00;69;124;67;0;13;8;58;11
2020-07-31 09:15:00;80;135;67;0;4;1;7;0
2020-07-31 09:30:00;64;131;61;0;7;10;0;0
2020-07-31 09:45:00;80;136;76;0;2;5;8;0
2020-07-31 10:00:00;88;160;67;0;3;4;10;7
2020-07-31 10:15:00;83;150;74;0;18;5;11;0
2020-07-31 10:30:00;71;142;60;0;23;16;5;1
2020-07-31 10:45:00;78;151;63;0;7;3;9;2
2020-07-31 11:00:00;73;157;64;0;1;56;8;11
2020-07-31 11:15:00;81;188;69;0;10;0;6;8
2020-07-31 11:30:00;79;190;75;0;17;3;7;16
2020-07-31 11:45:00;80;169;73;0;5;6;2;6
2020-07-31 12:00:00;83;182;74;0;13;7;8;7
2020-07-31 12:15:00;102;190;72;0;16;6;14;8
2020-07-31 12:30:00;105;206;84;0;23;3;9;10
2020-07-31 12:45:00;97;188;72;0;50;1;2;36
2020-07-31 13:00:00;95;180;88;0;24;0;15;10
2020-07-31 13:15:00;93;182;85;0;6;3;5;9
2020-07-31 13:30:00;112;189;90;0;12;0;3;1
2020-07-31 13:45:00;122;161;113;0;8;1;21;3
2020-07-31 14:00:00;108;192;93;0;20;0;2;14
2020-07-31 14:15:00;156;230;75;0;6;5;22;9
2020-07-31 14:30:00;128;220;92;0;8;3;11;1
2020-07-31 14:45:00;109;173;82;0;3;1;9;1
2020-07-31 15:00:00;85;188;72;0;11;2;31;5
2020-07-31 15:15:00;90;184;68;0;23;2;8;3
2020-07-31 15:30:00;94;187;87;0;5;3;4;3
2020-07-31 15:45:00;94;192;82;0;16;5;4;2
2020-07-31 16:00:00;73;182;75;0;26;1;10;10
2020-07-31 16:15:00;74;157;70;0;6;6;16;3
2020-07-31 16:30:00;83;177;80;0;5;13;8;1
2020-07-31 16:45:00;72;178;65;0;16;6;3;5
2020-07-31 17:00:00;86;153;76;0;9;0;1;4
2020-07-31 17:15:00;73;154;65;0;12;2;2;8
2020-07-31 17:30:00;81;181;74;0;1;7;7;2
2020-07-31 17:45:00;61;158;78;0;2;0;0;30
2020-07-31 18:00:00;84;185;84;0;0;10;37;0
2020-07-31 18:15:00;80;168;64;0;13;0;9;23
2020-07-31 18:30:00;71;136;80;0;16;0;5;5
2020-07-31 18:45:00;61;138;81;0;17;1;5;64
2020-07-31 19:00:00;48;135;63;0;13;4;18;1
2020-07-31 19:15:00;56;130;65;0;17;3;16;0
2020-07-31 19:30:00;51;131;61;0;8;2;0;1
2020-07-31 19:45:00;56;125;57;0;47;3;7;7
2020-07-31 20:00:00;47;119;46;0;0;0;0;2
2020-07-31 20:15:00;52;117;52;0;1;0;4;0
2020-07-31 20:30:00;37;94;52;0;0;2;0;0
2020-07-31 20:45:00;53;73;58;0;0;0;0;0
2020-07-31 21:00:00;42;97;58;0;0;0;1;0
2020-07-31 21:15:00;28;89;66;0;4;0;0;4
2020-07-31 21:30:00;39;79;54;0;3;0;0;0
2020-07-31 21:45:00;64;81;41;0;0;0;0;1
2020-07-31 22:00:00;74;89;39;0;0;1;0;0
