DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2020-01-18 00:00:00;19;15;12;11;0;0
2020-01-18 00:15:00;21;22;14;15;0;0
2020-01-18 00:30:00;12;11;17;12;0;0
2020-01-18 00:45:00;10;8;10;14;0;0
2020-01-18 01:00:00;18;9;8;10;0;0
2020-01-18 01:15:00;11;12;17;19;0;0
2020-01-18 01:30:00;25;18;9;9;0;0
2020-01-18 01:45:00;8;10;10;5;0;0
2020-01-18 02:00:00;19;19;6;12;0;0
2020-01-18 02:15:00;10;8;10;7;0;0
2020-01-18 02:30:00;11;13;9;9;0;0
2020-01-18 02:45:00;4;6;5;9;0;0
2020-01-18 03:00:00;6;4;6;5;0;0
2020-01-18 03:15:00;7;6;4;2;0;0
2020-01-18 03:30:00;3;1;5;5;0;0
2020-01-18 03:45:00;5;8;3;7;0;0
2020-01-18 04:00:00;5;5;3;4;0;0
2020-01-18 04:15:00;4;4;7;3;0;0
2020-01-18 04:30:00;13;9;8;4;0;0
2020-01-18 04:45:00;13;8;7;7;0;0
2020-01-18 05:00:00;12;10;18;12;0;0
2020-01-18 05:15:00;15;20;22;14;0;0
2020-01-18 05:30:00;44;37;38;32;0;0
2020-01-18 05:45:00;66;70;29;22;0;0
2020-01-18 06:00:00;76;66;18;26;0;0
2020-01-18 06:15:00;61;50;31;27;0;0
2020-01-18 06:30:00;35;29;30;24;0;0
2020-01-18 06:45:00;38;27;38;19;0;0
2020-01-18 07:00:00;27;21;30;20;0;0
2020-01-18 07:15:00;34;19;33;21;0;0
2020-01-18 07:30:00;53;36;33;29;0;0
2020-01-18 07:45:00;45;41;35;22;0;0
2020-01-18 08:00:00;40;41;32;28;1;1
2020-01-18 08:15:00;47;30;45;34;0;0
2020-01-18 08:30:00;47;24;46;35;0;0
2020-01-18 08:45:00;63;45;59;52;4;0
2020-01-18 09:00:00;44;42;60;48;0;0
2020-01-18 09:15:00;81;58;64;47;0;0
2020-01-18 09:30:00;58;55;75;67;2;0
2020-01-18 09:45:00;69;75;82;68;9;0
2020-01-18 10:00:00;76;70;80;66;16;0
2020-01-18 10:15:00;103;77;97;70;0;0
2020-01-18 10:30:00;99;77;85;74;19;3
2020-01-18 10:45:00;101;85;96;94;2;0
2020-01-18 11:00:00;104;92;102;90;5;0
2020-01-18 11:15:00;110;88;100;86;5;2
2020-01-18 11:30:00;98;108;101;107;15;9
2020-01-18 11:45:00;116;113;103;91;14;1
2020-01-18 12:00:00;111;86;114;91;13;13
2020-01-18 12:15:00;113;100;117;84;16;3
2020-01-18 12:30:00;112;106;109;80;9;2
2020-01-18 12:45:00;121;112;108;100;11;0
2020-01-18 13:00:00;121;101;105;109;34;0
2020-01-18 13:15:00;114;118;102;89;33;0
2020-01-18 13:30:00;118;108;119;108;6;0
2020-01-18 13:45:00;117;108;136;98;5;2
2020-01-18 14:00:00;140;134;126;144;19;0
2020-01-18 14:15:00;129;133;115;122;16;1
2020-01-18 14:30:00;139;138;124;123;16;0
2020-01-18 14:45:00;139;127;128;116;13;1
2020-01-18 15:00:00;109;104;105;91;2;0
2020-01-18 15:15:00;114;117;103;97;18;9
2020-01-18 15:30:00;126;115;95;98;3;0
2020-01-18 15:45:00;107;125;120;95;4;0
2020-01-18 16:00:00;107;122;101;87;5;5
2020-01-18 16:15:00;136;124;116;102;4;0
2020-01-18 16:30:00;111;97;99;94;10;0
2020-01-18 16:45:00;129;135;106;107;2;0
2020-01-18 17:00:00;93;107;84;91;4;0
2020-01-18 17:15:00;132;129;123;113;25;5
2020-01-18 17:30:00;127;107;96;92;7;3
2020-01-18 17:45:00;125;149;109;97;9;0
2020-01-18 18:00:00;109;140;97;98;3;0
2020-01-18 18:15:00;128;128;89;88;1;0
2020-01-18 18:30:00;96;112;103;94;6;0
2020-01-18 18:45:00;95;105;89;89;0;0
2020-01-18 19:00:00;88;89;72;68;1;0
2020-01-18 19:15:00;71;88;75;60;0;0
2020-01-18 19:30:00;74;87;67;62;0;0
2020-01-18 19:45:00;80;68;62;52;0;0
2020-01-18 20:00:00;68;83;65;55;0;0
2020-01-18 20:15:00;59;73;54;37;0;0
2020-01-18 20:30:00;56;48;50;59;0;0
2020-01-18 20:45:00;42;32;43;44;0;0
2020-01-18 21:00:00;38;37;43;26;0;0
2020-01-18 21:15:00;48;42;32;26;0;0
2020-01-18 21:30:00;32;40;26;25;0;0
2020-01-18 21:45:00;52;53;37;25;0;0
2020-01-18 22:00:00;58;58;37;19;0;0
2020-01-18 22:15:00;42;47;34;25;0;0
2020-01-18 22:30:00;53;52;30;27;0;0
2020-01-18 22:45:00;42;40;38;31;0;0
2020-01-18 23:00:00;31;26;36;25;0;0
2020-01-18 23:15:00;35;35;32;31;0;0
2020-01-18 23:30:00;18;29;24;22;1;0
2020-01-18 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
