DATUM;
2020-04-23 00:00:00;
2020-04-23 00:15:00;
2020-04-23 00:30:00;
2020-04-23 00:45:00;
2020-04-23 01:00:00;3;3;4;0;1;4;0;1;4;4;4;4;0;0;0;0
2020-04-23 01:15:00;6;9;8;0;0;7;0;1;1;2;1;1;0;0;0;0
2020-04-23 01:30:00;6;2;2;0;0;1;0;1;0;0;0;0;0;0;0;0
2020-04-23 01:45:00;12;3;3;1;1;2;0;1;0;0;0;0;0;0;0;0
2020-04-23 02:00:00;5;7;7;0;0;4;0;3;0;0;0;0;0;0;0;0
2020-04-23 02:15:00;3;3;3;0;1;3;0;1;0;0;0;0;0;0;0;0
2020-04-23 02:30:00;5;7;8;1;1;8;0;0;1;2;1;1;0;0;0;0
2020-04-23 02:45:00;7;4;3;0;3;2;0;2;0;0;0;0;0;0;0;0
2020-04-23 03:00:00;2;7;7;0;4;6;0;1;0;0;0;0;0;0;0;0
2020-04-23 03:15:00;5;5;4;0;1;4;0;0;0;0;0;0;0;0;0;0
2020-04-23 03:30:00;5;8;7;0;0;7;0;0;0;0;0;0;0;0;0;0
2020-04-23 03:45:00;6;8;7;0;0;7;0;1;1;1;1;1;0;0;0;0
2020-04-23 04:00:00;6;7;7;0;2;8;0;0;2;1;1;1;0;0;0;0
2020-04-23 04:15:00;7;6;4;0;5;5;0;0;2;2;2;2;0;0;0;0
2020-04-23 04:30:00;7;3;3;0;2;3;0;0;1;1;1;1;0;0;0;0
2020-04-23 04:45:00;10;11;9;1;2;12;1;0;0;0;1;1;0;0;0;0
2020-04-23 05:00:00;13;16;15;0;12;18;0;1;8;7;6;6;0;0;0;0
2020-04-23 05:15:00;30;30;18;3;10;28;0;11;3;3;3;3;0;0;0;0
2020-04-23 05:30:00;52;51;34;1;12;49;1;6;22;22;20;21;0;0;0;0
2020-04-23 05:45:00;48;60;35;4;11;65;0;7;21;22;22;21;0;0;0;0
2020-04-23 06:00:00;59;60;39;4;6;57;0;8;19;20;19;18;0;0;0;0
2020-04-23 06:15:00;71;60;46;3;27;59;0;13;27;26;27;26;0;0;0;0
2020-04-23 06:30:00;81;102;63;3;38;99;3;17;43;43;39;42;0;0;0;0
2020-04-23 06:45:00;95;93;68;13;28;100;2;31;34;34;33;34;2;0;0;3
2020-04-23 07:00:00;91;116;87;20;21;112;0;26;27;29;28;31;0;0;1;0
2020-04-23 07:15:00;83;125;92;21;35;117;3;33;37;39;34;37;0;0;0;0
2020-04-23 07:30:00;108;126;110;20;40;121;4;38;34;31;27;27;0;0;4;2
2020-04-23 07:45:00;116;132;116;43;39;119;4;63;47;44;39;44;0;0;0;0
2020-04-23 08:00:00;108;104;85;10;27;94;4;35;41;41;39;38;0;0;0;0
2020-04-23 08:15:00;98;112;76;35;31;90;6;27;34;35;36;39;0;0;0;0
2020-04-23 08:30:00;100;97;75;20;41;90;7;36;37;37;30;32;0;0;0;0
2020-04-23 08:45:00;107;106;74;32;36;99;10;34;45;47;35;36;0;0;0;0
2020-04-23 09:00:00;99;112;75;39;38;103;11;42;57;55;51;53;0;0;0;0
2020-04-23 09:15:00;88;120;87;46;37;101;18;57;47;51;42;44;0;1;0;2
2020-04-23 09:30:00;129;131;97;48;31;109;18;49;42;44;36;40;0;0;0;0
2020-04-23 09:45:00;138;135;90;53;30;103;22;68;35;34;30;31;0;0;1;0
2020-04-23 10:00:00;132;143;95;56;43;123;14;64;52;53;50;51;0;0;3;1
2020-04-23 10:15:00;122;144;93;51;38;132;25;56;45;43;36;42;0;0;3;0
2020-04-23 10:30:00;134;127;96;59;35;101;17;77;41;41;36;37;0;0;0;0
2020-04-23 10:45:00;129;155;107;56;36;126;22;71;51;50;47;52;0;0;0;1
2020-04-23 11:00:00;136;123;95;45;49;106;8;96;57;55;50;50;0;0;0;0
