DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2019-10-04 00:00:00;4;9;9;0;0;0;0;0
2019-10-04 00:15:00;5;12;14;0;0;0;0;0
2019-10-04 00:30:00;10;16;10;0;0;0;0;0
2019-10-04 00:45:00;14;12;14;0;0;0;0;0
2019-10-04 01:00:00;3;8;10;0;2;0;0;0
2019-10-04 01:15:00;6;12;11;0;0;0;0;0
2019-10-04 01:30:00;11;12;7;0;0;0;0;0
2019-10-04 01:45:00;4;7;8;0;0;0;0;0
2019-10-04 02:00:00;7;7;8;0;0;0;0;0
2019-10-04 02:15:00;6;11;2;0;0;0;0;0
2019-10-04 02:30:00;11;5;4;0;0;0;0;0
2019-10-04 02:45:00;4;6;7;0;0;0;0;0
2019-10-04 03:00:00;6;6;6;0;0;0;0;0
2019-10-04 03:15:00;4;6;7;0;0;0;0;0
2019-10-04 03:30:00;3;4;4;0;0;0;0;0
2019-10-04 03:45:00;7;8;3;0;0;0;0;0
2019-10-04 04:00:00;5;7;6;0;0;0;0;0
2019-10-04 04:15:00;6;10;5;0;0;0;0;0
2019-10-04 04:30:00;11;13;10;0;0;0;0;0
2019-10-04 04:45:00;10;13;8;0;0;0;0;0
2019-10-04 05:00:00;17;30;16;0;0;0;0;0
2019-10-04 05:15:00;15;19;27;0;0;0;0;0
2019-10-04 05:30:00;26;47;43;0;0;0;0;0
2019-10-04 05:45:00;35;48;29;0;0;0;0;0
2019-10-04 06:00:00;27;55;26;0;0;0;0;0
2019-10-04 06:15:00;27;62;29;0;0;1;0;0
2019-10-04 06:30:00;33;79;39;0;0;0;0;0
2019-10-04 06:45:00;32;81;40;0;3;2;0;2
2019-10-04 07:00:00;30;76;44;0;4;3;4;1
2019-10-04 07:15:00;61;100;42;0;0;4;18;0
2019-10-04 07:30:00;63;114;68;0;0;13;13;0
2019-10-04 07:45:00;69;141;69;0;0;0;5;0
2019-10-04 08:00:00;65;86;57;0;2;2;2;7
2019-10-04 08:15:00;82;105;66;0;12;11;8;0
2019-10-04 08:30:00;63;90;62;0;0;7;7;2
2019-10-04 08:45:00;85;130;48;0;4;4;16;0
2019-10-04 09:00:00;59;112;60;0;24;2;15;3
2019-10-04 09:15:00;62;147;60;0;0;17;12;0
2019-10-04 09:30:00;69;121;66;0;3;0;4;12
2019-10-04 09:45:00;91;175;83;0;7;11;4;10
2019-10-04 10:00:00;99;152;104;0;9;3;21;2
2019-10-04 10:15:00;105;174;79;0;31;4;11;58
2019-10-04 10:30:00;84;175;85;0;7;7;9;3
2019-10-04 10:45:00;96;167;84;0;10;3;0;1
2019-10-04 11:00:00;98;193;90;0;7;3;18;18
2019-10-04 11:15:00;103;175;112;0;21;16;27;12
2019-10-04 11:30:00;83;189;105;0;10;7;5;16
2019-10-04 11:45:00;87;188;109;0;21;7;4;26
2019-10-04 12:00:00;114;185;87;0;6;3;4;10
2019-10-04 12:15:00;119;194;110;0;25;31;27;20
2019-10-04 12:30:00;123;231;103;0;5;5;22;2
2019-10-04 12:45:00;125;214;102;0;11;2;4;8
2019-10-04 13:00:00;114;215;117;0;21;20;4;9
2019-10-04 13:15:00;118;219;112;0;82;14;15;33
2019-10-04 13:30:00;119;189;102;0;13;6;2;5
2019-10-04 13:45:00;116;202;113;0;29;19;34;6
2019-10-04 14:00:00;116;196;99;0;15;7;15;12
2019-10-04 14:15:00;118;162;110;0;11;0;13;3
2019-10-04 14:30:00;122;204;110;0;6;2;2;22
2019-10-04 14:45:00;113;182;126;0;6;1;9;5
2019-10-04 15:00:00;110;163;100;0;6;5;8;8
2019-10-04 15:15:00;109;205;104;0;20;3;55;9
2019-10-04 15:30:00;101;218;125;0;27;2;46;14
2019-10-04 15:45:00;116;226;123;0;27;4;6;13
2019-10-04 16:00:00;114;234;108;0;11;2;3;8
2019-10-04 16:15:00;88;237;106;0;26;3;26;4
2019-10-04 16:30:00;97;213;95;0;13;1;2;4
2019-10-04 16:45:00;98;216;108;0;10;8;33;30
2019-10-04 17:00:00;90;212;99;0;38;5;14;33
2019-10-04 17:15:00;93;217;102;0;13;1;20;33
2019-10-04 17:30:00;85;217;92;0;6;0;1;0
2019-10-04 17:45:00;82;202;94;0;5;4;3;3
2019-10-04 18:00:00;79;208;91;0;1;7;7;0
2019-10-04 18:15:00;62;188;74;0;68;4;22;2
2019-10-04 18:30:00;62;186;80;0;4;9;17;1
2019-10-04 18:45:00;77;180;95;0;21;7;0;63
2019-10-04 19:00:00;50;145;71;0;8;5;0;4
2019-10-04 19:15:00;61;164;63;0;11;67;17;0
2019-10-04 19:30:00;45;141;63;0;12;1;3;3
2019-10-04 19:45:00;67;141;50;0;1;2;6;1
2019-10-04 20:00:00;62;174;49;0;4;1;0;4
2019-10-04 20:15:00;45;129;42;0;2;2;7;1
2019-10-04 20:30:00;45;94;40;0;0;7;0;0
2019-10-04 20:45:00;44;79;50;0;1;0;0;2
2019-10-04 21:00:00;39;76;33;0;3;0;0;12
2019-10-04 21:15:00;25;55;30;0;0;0;0;0
2019-10-04 21:30:00;37;64;52;0;2;0;0;0
2019-10-04 21:45:00;38;55;33;0;0;0;5;0
2019-10-04 22:00:00;39;56;35;0;0;0;0;0
2019-10-04 22:15:00;28;63;48;0;2;0;0;0
2019-10-04 22:30:00;20;75;39;0;0;0;0;0
2019-10-04 22:45:00;21;62;25;0;3;0;0;0
2019-10-04 23:00:00;19;38;29;0;0;0;0;0
2019-10-04 23:15:00;9;20;20;0;0;0;0;0
2019-10-04 23:30:00;16;48;21;0;0;0;0;0
2019-10-04 23:45:00;19;31;21;0;0;0;0;0
