DATUM;1(DA1);2(DAL1);3(DAL2);4(DBL1);5(DBL2);6(DBR1);7(DBL3);8(DBL4);9(DCR1);10(DC1);11(TAFGC)
2019-12-08 00:00:00;8;0;0;0;0;0;0;0;0;0;9
2019-12-08 00:15:00;3;2;0;0;0;0;0;0;0;0;15
2019-12-08 00:30:00;1;0;0;0;0;0;0;0;0;0;8
2019-12-08 00:45:00;3;0;0;0;0;0;0;0;0;0;12
2019-12-08 01:00:00;4;0;0;0;0;0;0;0;0;0;2
2019-12-08 01:15:00;2;1;0;0;0;0;0;0;0;0;5
2019-12-08 01:30:00;5;0;0;0;0;0;0;0;0;0;5
2019-12-08 01:45:00;1;0;0;0;0;0;0;0;1;1;8
2019-12-08 02:00:00;1;1;0;0;0;0;0;0;0;0;4
2019-12-08 02:15:00;2;0;0;0;0;0;0;0;0;0;1
2019-12-08 02:30:00;4;0;0;0;0;0;0;0;0;0;3
2019-12-08 02:45:00;2;1;0;0;0;0;0;0;0;0;1
2019-12-08 03:00:00;2;0;0;0;0;0;0;0;0;0;3
2019-12-08 03:15:00;1;3;0;0;0;0;0;0;0;0;1
2019-12-08 03:30:00;3;1;0;0;0;0;0;0;0;0;2
2019-12-08 03:45:00;1;0;0;0;0;0;0;0;0;0;5
2019-12-08 04:00:00;1;0;0;0;0;0;0;0;0;0;1
2019-12-08 04:15:00;2;1;0;0;0;0;0;0;0;0;2
2019-12-08 04:30:00;2;0;0;0;0;0;0;0;0;0;3
2019-12-08 04:45:00;0;0;0;0;0;0;0;0;0;0;3
2019-12-08 05:00:00;1;0;1;1;0;0;0;0;0;0;2
2019-12-08 05:15:00;3;0;0;0;0;0;0;0;0;0;1
2019-12-08 05:30:00;4;0;0;0;0;0;0;0;0;0;1
2019-12-08 05:45:00;3;0;0;0;0;0;0;0;0;0;6
2019-12-08 06:00:00;8;0;0;0;0;0;0;0;0;0;1
2019-12-08 06:15:00;4;0;0;0;1;0;1;0;0;0;1
2019-12-08 06:30:00;5;0;0;0;0;0;0;0;0;1;1
2019-12-08 06:45:00;15;0;1;1;0;1;0;0;0;0;4
2019-12-08 07:00:00;2;0;0;0;2;0;2;0;1;1;5
2019-12-08 07:15:00;3;0;0;0;0;0;0;0;0;0;3
2019-12-08 07:30:00;1;0;0;0;0;0;0;0;0;0;2
2019-12-08 07:45:00;6;0;0;0;0;0;0;0;0;0;3
2019-12-08 08:00:00;9;0;0;0;0;0;0;0;0;1;10
2019-12-08 08:15:00;4;0;0;0;2;0;2;0;0;1;4
2019-12-08 08:30:00;7;0;0;0;0;0;0;0;0;0;6
2019-12-08 08:45:00;15;0;0;0;0;0;0;0;0;1;12
2019-12-08 09:00:00;7;1;0;0;0;0;0;0;0;1;4
2019-12-08 09:15:00;21;0;0;0;2;0;2;0;0;1;11
2019-12-08 09:30:00;19;1;0;0;0;0;0;0;1;1;7
2019-12-08 09:45:00;30;1;0;0;1;1;3;1;1;1;15
2019-12-08 10:00:00;22;2;0;0;1;1;1;2;0;1;12
2019-12-08 10:15:00;18;1;1;1;2;0;2;0;1;1;19
2019-12-08 10:30:00;23;1;1;1;0;0;0;0;1;2;13
2019-12-08 10:45:00;24;1;0;0;2;0;2;0;0;1;17
2019-12-08 11:00:00;21;1;0;0;1;1;2;1;0;2;21
2019-12-08 11:15:00;23;1;2;2;3;0;3;0;2;0;26
2019-12-08 11:30:00;25;1;0;0;1;0;1;0;0;1;29
2019-12-08 11:45:00;29;2;0;0;1;0;1;0;1;1;31
2019-12-08 12:00:00;24;4;0;0;1;1;1;1;0;2;30
2019-12-08 12:15:00;24;0;0;0;4;0;3;0;1;1;32
