DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-12-26 00:00:00;0;0;0;0;0;1;0;0;0;0
2020-12-26 00:15:00;0;0;0;2;2;4;0;0;0;0
2020-12-26 00:30:00;2;0;0;0;0;0;1;0;0;0
2020-12-26 00:45:00;1;2;0;0;0;2;0;0;0;0
2020-12-26 01:00:00;0;0;0;0;0;0;0;0;0;0
2020-12-26 01:15:00;3;0;0;1;0;1;0;0;0;0
2020-12-26 01:30:00;0;0;0;0;1;1;1;0;0;0
2020-12-26 01:45:00;0;0;0;0;0;0;0;0;0;0
2020-12-26 02:00:00;3;3;0;1;0;1;0;0;0;0
2020-12-26 02:15:00;1;0;0;0;0;0;1;0;0;0
2020-12-26 02:30:00;0;1;1;0;0;0;0;0;0;0
2020-12-26 02:45:00;1;0;0;0;0;0;0;0;0;0
2020-12-26 03:00:00;0;0;0;0;0;0;0;0;0;0
2020-12-26 03:15:00;0;0;0;0;0;0;1;0;0;0
2020-12-26 03:30:00;0;0;0;0;1;0;0;0;0;0
2020-12-26 03:45:00;0;0;0;0;0;0;0;0;0;0
2020-12-26 04:00:00;0;0;0;0;0;0;0;0;0;0
2020-12-26 04:15:00;0;0;0;1;1;0;0;0;0;0
2020-12-26 04:30:00;1;0;0;0;0;2;1;0;0;0
2020-12-26 04:45:00;0;2;0;0;0;0;0;0;0;0
2020-12-26 05:00:00;1;1;4;0;0;3;2;0;0;0
2020-12-26 05:15:00;2;4;0;1;1;2;2;0;0;0
2020-12-26 05:30:00;6;3;0;4;0;2;0;0;0;0
2020-12-26 05:45:00;4;1;1;8;0;0;1;0;0;0
2020-12-26 06:00:00;1;3;3;0;0;2;2;0;0;0
2020-12-26 06:15:00;2;1;0;3;1;1;1;0;0;0
2020-12-26 06:30:00;6;1;1;0;0;4;0;0;0;0
2020-12-26 06:45:00;4;2;0;1;1;4;4;0;0;0
2020-12-26 07:00:00;0;2;1;2;0;2;1;0;0;0
