DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2019-09-06 00:00:00;7;6;0;5;0;10;2;0;0;0;0
2019-09-06 00:15:00;6;2;1;4;0;5;3;0;0;0;0
2019-09-06 00:30:00;12;6;0;5;0;9;2;0;0;0;0
2019-09-06 00:45:00;12;4;2;0;0;4;0;0;0;0;0
2019-09-06 01:00:00;8;6;1;2;0;3;3;0;0;0;0
2019-09-06 01:15:00;13;6;2;3;0;4;0;0;0;0;0
2019-09-06 01:30:00;11;3;0;1;0;1;3;0;0;0;0
2019-09-06 01:45:00;11;3;2;1;0;2;1;0;0;0;0
2019-09-06 02:00:00;9;2;1;2;0;4;1;0;0;0;0
2019-09-06 02:15:00;7;6;0;0;0;0;1;0;0;0;0
2019-09-06 02:30:00;5;4;1;1;0;5;0;0;0;0;0
2019-09-06 02:45:00;4;5;2;2;0;4;0;0;0;0;0
2019-09-06 03:00:00;1;4;0;1;0;3;1;0;0;0;0
2019-09-06 03:15:00;7;1;1;0;0;6;1;0;0;0;0
2019-09-06 03:30:00;8;5;0;2;0;6;0;0;0;0;0
2019-09-06 03:45:00;7;5;1;0;0;8;0;0;0;0;0
2019-09-06 04:00:00;12;14;1;4;0;3;0;0;0;0;0
2019-09-06 04:15:00;15;6;0;2;0;8;2;0;0;0;0
2019-09-06 04:30:00;11;6;3;1;0;10;2;0;0;0;0
2019-09-06 04:45:00;17;6;1;2;0;24;2;0;0;0;0
2019-09-06 05:00:00;28;9;0;6;0;48;6;0;0;0;0
2019-09-06 05:15:00;32;24;0;15;0;115;5;0;0;0;0
2019-09-06 05:30:00;46;40;3;22;0;135;11;0;0;0;0
2019-09-06 05:45:00;77;80;9;31;0;118;18;0;0;0;0
2019-09-06 06:00:00;80;74;7;32;0;88;14;4;0;0;0
2019-09-06 06:15:00;65;68;9;37;0;154;16;0;0;5;0
2019-09-06 06:30:00;76;71;6;33;0;173;16;0;0;0;0
2019-09-06 06:45:00;68;68;13;22;0;170;11;0;0;0;0
2019-09-06 07:00:00;71;80;6;39;0;161;20;0;2;0;0
2019-09-06 07:15:00;73;63;7;32;0;146;17;0;0;0;0
2019-09-06 07:30:00;75;66;12;36;0;147;23;0;0;0;1
2019-09-06 07:45:00;93;90;13;41;0;153;29;0;1;0;0
2019-09-06 08:00:00;73;75;9;34;0;119;50;0;2;0;0
2019-09-06 08:15:00;65;60;9;38;0;119;34;0;1;0;0
2019-09-06 08:30:00;75;69;17;31;0;118;28;1;0;0;1
2019-09-06 08:45:00;73;66;19;31;0;104;27;0;0;0;0
2019-09-06 09:00:00;84;77;13;34;0;123;23;0;0;0;0
2019-09-06 09:15:00;73;55;15;38;0;80;22;0;0;0;0
2019-09-06 09:30:00;89;75;17;34;0;98;19;0;0;0;0
2019-09-06 09:45:00;75;80;13;46;0;91;26;0;0;0;0
2019-09-06 10:00:00;91;86;15;55;0;100;28;0;0;0;0
2019-09-06 10:15:00;83;94;15;51;0;95;15;6;0;0;0
2019-09-06 10:30:00;105;108;19;42;0;100;24;0;0;0;0
2019-09-06 10:45:00;84;69;17;36;0;105;24;6;0;0;0
2019-09-06 11:00:00;79;69;16;34;0;90;32;0;13;0;0
2019-09-06 11:15:00;96;94;31;43;0;93;28;0;0;0;0
2019-09-06 11:30:00;89;78;16;73;0;107;26;0;0;0;0
2019-09-06 11:45:00;112;120;34;39;0;105;29;0;0;0;0
2019-09-06 12:00:00;125;149;22;58;0;108;27;0;2;0;0
2019-09-06 12:15:00;129;137;31;74;0;102;28;0;0;0;0
2019-09-06 12:30:00;147;139;26;41;0;101;33;0;0;0;0
2019-09-06 12:45:00;127;136;19;49;0;127;26;0;1;0;0
2019-09-06 13:00:00;117;129;26;43;0;130;35;0;0;0;0
2019-09-06 13:15:00;116;120;26;47;0;161;53;0;0;0;0
2019-09-06 13:30:00;133;129;20;59;0;141;62;0;0;0;0
2019-09-06 13:45:00;127;138;18;47;0;153;102;0;0;7;0
2019-09-06 14:00:00;155;156;24;66;0;115;31;0;0;0;0
2019-09-06 14:15:00;153;201;26;76;0;111;27;0;1;0;0
2019-09-06 14:30:00;166;175;36;63;0;113;26;0;0;0;0
2019-09-06 14:45:00;153;186;29;54;0;104;29;0;2;0;0
2019-09-06 15:00:00;151;164;36;42;0;101;34;2;11;2;0
2019-09-06 15:15:00;141;159;21;58;0;102;22;2;0;0;0
2019-09-06 15:30:00;159;160;27;44;0;93;31;0;0;4;0
2019-09-06 15:45:00;158;180;22;55;0;96;22;0;0;0;0
2019-09-06 16:00:00;137;154;33;49;0;94;29;5;0;0;0
2019-09-06 16:15:00;151;159;27;58;0;122;30;0;0;0;0
2019-09-06 16:30:00;137;154;29;48;0;108;25;0;19;0;0
2019-09-06 16:45:00;148;149;21;42;0;97;30;0;0;0;0
2019-09-06 17:00:00;121;140;30;55;0;106;42;1;8;0;0
2019-09-06 17:15:00;104;118;23;65;0;107;21;0;0;0;0
2019-09-06 17:30:00;117;120;24;45;0;94;22;0;16;0;0
2019-09-06 17:45:00;124;119;24;40;0;82;35;9;0;0;1
2019-09-06 18:00:00;93;84;27;44;0;93;32;1;0;0;0
2019-09-06 18:15:00;101;100;27;52;0;94;23;3;0;0;0
2019-09-06 18:30:00;88;93;22;45;0;97;19;0;0;0;0
2019-09-06 18:45:00;84;85;20;31;0;88;35;0;0;0;0
2019-09-06 19:00:00;76;63;25;29;0;67;21;14;2;0;0
2019-09-06 19:15:00;85;81;23;33;0;71;15;0;0;0;0
2019-09-06 19:30:00;63;65;19;29;0;54;18;6;0;0;2
2019-09-06 19:45:00;60;51;16;24;0;58;13;1;0;0;0
2019-09-06 20:00:00;77;78;20;26;0;59;13;0;0;0;0
2019-09-06 20:15:00;51;44;18;22;0;54;9;8;3;0;1
2019-09-06 20:30:00;59;45;20;31;0;52;7;0;0;0;0
2019-09-06 20:45:00;53;45;12;22;0;41;11;0;0;0;0
2019-09-06 21:00:00;58;46;9;28;0;80;8;0;1;0;0
2019-09-06 21:15:00;44;20;13;21;0;77;11;0;0;0;0
2019-09-06 21:30:00;38;42;6;31;0;46;9;0;0;0;0
2019-09-06 21:45:00;90;83;12;47;0;31;7;0;0;0;0
2019-09-06 22:00:00;116;128;16;28;0;36;10;0;0;0;0
2019-09-06 22:15:00;67;74;21;16;0;30;8;0;0;0;0
2019-09-06 22:30:00;43;24;7;17;0;32;7;0;0;0;0
2019-09-06 22:45:00;27;26;7;11;0;18;4;0;0;0;0
2019-09-06 23:00:00;24;22;3;18;0;17;5;0;0;0;0
2019-09-06 23:15:00;18;12;8;6;0;13;6;0;0;0;0
2019-09-06 23:30:00;12;13;10;6;0;11;6;0;0;0;0
2019-09-06 23:45:00;12;11;6;7;0;21;3;0;0;0;0
