DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2019-10-29 00:00:00;8;6;3;5;1;11;6;2;0;2;2
2019-10-29 00:15:00;7;7;3;4;1;12;7;0;3;3;1
2019-10-29 00:30:00;13;13;6;4;2;4;5;0;1;6;2
2019-10-29 00:45:00;7;4;1;2;0;11;6;2;0;3;0
2019-10-29 01:00:00;6;8;4;2;0;6;4;2;2;1;0
2019-10-29 01:15:00;10;10;1;0;0;10;3;1;0;0;0
2019-10-29 01:30:00;8;10;1;2;1;8;3;0;2;0;0
2019-10-29 01:45:00;7;9;5;4;3;5;3;2;0;0;0
2019-10-29 02:00:00;7;7;1;1;0;9;7;0;0;2;1
2019-10-29 02:15:00;12;9;2;0;0;11;5;1;0;2;0
2019-10-29 02:30:00;2;1;1;1;1;11;7;1;1;0;0
2019-10-29 02:45:00;8;9;1;1;2;12;6;0;1;3;2
2019-10-29 03:00:00;9;10;3;3;1;9;5;1;2;0;0
2019-10-29 03:15:00;11;10;0;2;1;9;3;0;0;0;0
2019-10-29 03:30:00;6;7;1;0;0;7;5;1;2;3;1
2019-10-29 03:45:00;12;11;2;1;2;14;7;1;0;0;0
2019-10-29 04:00:00;13;13;2;2;2;11;8;1;0;0;0
2019-10-29 04:15:00;13;14;3;6;6;17;9;1;1;1;0
2019-10-29 04:30:00;14;15;2;1;1;19;8;2;1;1;2
2019-10-29 04:45:00;15;19;1;10;7;44;33;5;5;8;5
2019-10-29 05:00:00;34;24;4;8;3;96;72;3;2;6;1
2019-10-29 05:15:00;37;45;11;18;13;130;120;2;3;20;10
2019-10-29 05:30:00;46;55;23;34;16;130;122;6;3;28;11
2019-10-29 05:45:00;89;95;35;36;13;111;126;6;11;31;14
2019-10-29 06:00:00;99;119;27;39;25;128;145;4;5;22;12
2019-10-29 06:15:00;68;79;32;42;14;148;192;11;15;38;15
2019-10-29 06:30:00;79;83;37;55;32;120;140;24;25;54;16
2019-10-29 06:45:00;61;72;28;59;22;96;127;27;24;47;17
2019-10-29 07:00:00;62;74;27;73;20;77;103;22;22;44;8
2019-10-29 07:15:00;73;85;27;65;24;89;118;39;23;50;16
2019-10-29 07:30:00;74;88;28;92;34;60;106;23;29;47;11
2019-10-29 07:45:00;87;107;28;93;25;66;123;34;38;46;8
2019-10-29 08:00:00;70;76;22;82;19;64;118;42;20;52;16
2019-10-29 08:15:00;87;92;38;64;17;91;112;25;29;42;16
2019-10-29 08:30:00;83;79;24;64;17;108;122;24;29;40;10
2019-10-29 08:45:00;81;96;20;67;29;98;111;25;27;45;23
2019-10-29 09:00:00;84;87;25;57;19;82;100;22;26;37;16
2019-10-29 09:15:00;75;101;24;58;30;87;103;26;23;51;27
2019-10-29 09:30:00;69;97;21;62;14;87;109;21;25;49;19
2019-10-29 09:45:00;73;91;21;70;20;81;97;24;19;48;16
2019-10-29 10:00:00;79;108;34;78;21;75;94;23;29;43;18
2019-10-29 10:15:00;80;88;35;68;27;91;95;23;25;56;20
2019-10-29 10:30:00;76;89;31;56;23;83;93;24;24;64;29
2019-10-29 10:45:00;84;107;34;57;25;82;103;27;33;67;36
2019-10-29 11:00:00;89;122;38;73;15;74;98;26;37;54;19
2019-10-29 11:15:00;87;96;36;69;20;66;93;19;30;57;29
2019-10-29 11:30:00;82;100;41;41;24;71;84;14;29;53;27
2019-10-29 11:45:00;89;118;36;49;11;73;101;20;37;50;18
2019-10-29 12:00:00;86;101;35;49;16;77;93;27;30;65;18
2019-10-29 12:15:00;98;121;36;47;18;78;90;16;28;60;18
2019-10-29 12:30:00;102;139;36;48;15;74;86;23;30;58;24
2019-10-29 12:45:00;93;119;39;41;28;78;75;19;33;62;22
2019-10-29 13:00:00;101;119;36;43;20;102;115;21;23;62;27
2019-10-29 13:15:00;101;116;48;41;21;128;141;22;25;52;20
2019-10-29 13:30:00;112;128;35;57;17;117;144;25;27;59;20
2019-10-29 13:45:00;109;129;39;68;30;115;108;26;28;53;15
2019-10-29 14:00:00;117;148;43;52;20;87;104;25;23;62;19
2019-10-29 14:15:00;129;145;35;137;25;94;88;28;27;60;18
2019-10-29 14:30:00;148;186;43;77;22;77;100;32;33;65;21
2019-10-29 14:45:00;142;155;39;64;14;85;89;29;30;66;18
2019-10-29 15:00:00;139;181;31;80;27;94;105;32;42;79;22
2019-10-29 15:15:00;155;171;36;66;30;77;88;26;36;51;14
2019-10-29 15:30:00;147;170;38;66;26;93;81;24;32;73;24
2019-10-29 15:45:00;133;157;44;81;20;97;104;30;34;66;27
2019-10-29 16:00:00;143;171;43;66;22;96;89;36;51;94;23
2019-10-29 16:15:00;133;144;38;73;22;94;115;27;60;83;21
2019-10-29 16:30:00;140;160;47;61;29;97;107;35;44;100;25
2019-10-29 16:45:00;128;153;33;65;33;98;122;31;41;78;20
2019-10-29 17:00:00;113;127;45;77;32;87;107;50;41;84;21
2019-10-29 17:15:00;133;150;38;79;28;95;112;37;58;84;29
2019-10-29 17:30:00;132;149;36;71;31;91;98;25;41;72;29
2019-10-29 17:45:00;128;144;33;76;20;87;90;35;34;74;31
2019-10-29 18:00:00;143;173;32;60;23;77;99;22;36;66;16
2019-10-29 18:15:00;135;160;38;50;17;87;77;29;31;69;24
2019-10-29 18:30:00;132;158;27;45;17;79;94;22;29;63;18
2019-10-29 18:45:00;106;115;31;45;20;71;75;21;27;52;20
2019-10-29 19:00:00;78;84;33;50;9;74;66;19;21;51;17
2019-10-29 19:15:00;94;100;29;44;12;71;55;9;18;51;19
2019-10-29 19:30:00;59;61;26;40;16;38;42;17;12;32;13
2019-10-29 19:45:00;57;60;20;19;5;49;39;15;12;32;12
2019-10-29 20:00:00;58;69;14;18;5;47;39;5;15;35;8
2019-10-29 20:15:00;45;45;15;13;5;41;30;8;17;21;10
2019-10-29 20:30:00;48;47;17;21;9;37;36;12;15;33;6
2019-10-29 20:45:00;40;42;13;20;7;59;34;5;6;26;6
2019-10-29 21:00:00;44;41;12;19;3;87;79;7;5;29;14
2019-10-29 21:15:00;39;41;16;21;2;83;82;8;10;23;9
2019-10-29 21:30:00;48;63;19;11;0;47;42;3;7;17;6
2019-10-29 21:45:00;81;108;15;43;4;30;23;2;10;24;6
