DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-12-12 00:00:00;7;2;0;0;0;12;11;0;0
2020-12-12 00:15:00;11;8;1;0;0;24;9;0;0
2020-12-12 00:30:00;12;12;1;1;0;13;10;0;0
2020-12-12 00:45:00;9;8;1;0;0;13;4;0;0
2020-12-12 01:00:00;13;6;0;0;0;13;5;0;0
2020-12-12 01:15:00;17;7;0;0;0;15;7;0;0
2020-12-12 01:30:00;6;4;1;0;0;5;2;0;0
2020-12-12 01:45:00;6;6;0;0;0;8;8;0;0
2020-12-12 02:00:00;7;6;1;0;0;11;2;0;0
2020-12-12 02:15:00;8;6;0;0;0;9;5;0;0
2020-12-12 02:30:00;8;4;1;0;0;8;6;0;0
2020-12-12 02:45:00;11;2;0;1;0;9;2;0;0
2020-12-12 03:00:00;6;1;0;0;0;7;1;0;0
2020-12-12 03:15:00;13;3;0;0;0;4;3;0;0
2020-12-12 03:30:00;4;2;0;0;0;7;2;0;0
2020-12-12 03:45:00;6;6;0;0;1;3;1;0;1
2020-12-12 04:00:00;5;4;0;0;0;6;2;0;0
2020-12-12 04:15:00;14;5;0;0;0;6;7;0;0
2020-12-12 04:30:00;11;2;1;0;0;9;6;0;0
2020-12-12 04:45:00;10;6;0;0;1;16;3;0;0
2020-12-12 05:00:00;9;8;0;1;2;39;24;0;0
2020-12-12 05:15:00;21;17;1;2;3;80;41;0;4
2020-12-12 05:30:00;31;24;1;2;3;71;52;0;0
2020-12-12 05:45:00;112;91;3;1;1;46;29;0;3
2020-12-12 06:00:00;157;138;2;0;0;27;34;0;0
2020-12-12 06:15:00;107;72;3;0;0;35;34;0;0
2020-12-12 06:30:00;47;31;2;1;2;35;23;0;3
2020-12-12 06:45:00;39;24;0;1;1;31;29;0;0
2020-12-12 07:00:00;29;34;2;1;2;25;20;0;0
2020-12-12 07:15:00;31;21;1;4;7;28;20;0;2
2020-12-12 07:30:00;42;28;2;5;2;36;21;9;2
2020-12-12 07:45:00;41;35;3;6;8;49;41;0;0
2020-12-12 08:00:00;28;27;3;5;3;37;31;0;1
2020-12-12 08:15:00;38;36;2;9;5;36;49;0;1
2020-12-12 08:30:00;41;38;4;7;11;39;47;0;1
2020-12-12 08:45:00;59;51;4;17;13;41;74;5;3
2020-12-12 09:00:00;58;50;12;15;21;43;63;11;1
2020-12-12 09:15:00;60;57;11;7;12;77;111;7;1
2020-12-12 09:30:00;73;60;15;14;18;71;101;0;0
2020-12-12 09:45:00;85;81;12;13;26;100;105;4;2
2020-12-12 10:00:00;88;78;13;29;20;89;120;8;2
2020-12-12 10:15:00;92;99;17;34;25;84;114;1;2
2020-12-12 10:30:00;104;94;17;22;28;92;105;21;2
2020-12-12 10:45:00;114;107;18;46;24;92;120;8;2
2020-12-12 11:00:00;127;119;18;30;29;110;146;4;6
2020-12-12 11:15:00;119;104;21;45;29;97;137;10;3
2020-12-12 11:30:00;98;136;10;48;28;97;140;3;4
2020-12-12 11:45:00;131;135;20;46;26;104;136;14;5
2020-12-12 12:00:00;141;124;27;42;21;117;123;3;1
2020-12-12 12:15:00;99;115;23;41;24;96;137;14;7
2020-12-12 12:30:00;120;115;19;38;26;108;142;6;2
