DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2019-10-21 00:00:00;3;8;3;1;0;1;7;0;0;3;0
2019-10-21 00:15:00;3;6;1;1;0;1;4;0;0;4;0
2019-10-21 00:30:00;0;2;0;5;0;4;5;1;0;2;0
2019-10-21 00:45:00;1;3;0;3;0;3;8;0;0;3;0
2019-10-21 01:00:00;4;7;2;1;0;0;12;1;0;4;0
2019-10-21 01:15:00;1;1;0;0;0;1;8;2;0;1;0
2019-10-21 01:30:00;1;2;1;2;0;0;6;1;0;2;0
2019-10-21 01:45:00;0;4;2;1;0;1;11;1;0;1;0
2019-10-21 02:00:00;0;2;0;1;0;0;7;0;0;1;0
2019-10-21 02:15:00;4;8;2;0;0;0;4;0;0;2;0
2019-10-21 02:30:00;3;4;3;1;0;1;8;1;0;3;0
2019-10-21 02:45:00;1;8;5;0;0;1;7;1;0;2;0
2019-10-21 03:00:00;3;3;0;0;0;2;8;1;0;3;0
2019-10-21 03:15:00;1;4;1;0;0;1;4;0;0;1;0
2019-10-21 03:30:00;2;7;3;3;0;3;7;1;0;4;0
2019-10-21 03:45:00;1;6;1;1;0;1;12;0;0;2;0
2019-10-21 04:00:00;1;9;5;0;0;3;10;1;0;1;0
2019-10-21 04:15:00;3;7;1;2;0;1;7;1;0;5;0
2019-10-21 04:30:00;6;16;8;0;0;2;23;8;0;5;0
2019-10-21 04:45:00;5;19;5;1;0;1;43;17;0;5;0
2019-10-21 05:00:00;4;25;11;2;0;3;72;38;1;6;0
2019-10-21 05:15:00;11;32;21;2;0;2;104;93;0;12;0
2019-10-21 05:30:00;10;37;42;5;0;8;109;92;1;16;0
2019-10-21 05:45:00;10;34;32;9;0;14;92;82;3;14;1
2019-10-21 06:00:00;7;46;50;15;0;14;93;91;1;18;0
2019-10-21 06:15:00;18;45;45;18;0;30;94;96;2;25;2
2019-10-21 06:30:00;14;57;59;22;0;26;111;98;0;23;1
2019-10-21 06:45:00;25;54;68;21;0;24;104;98;2;28;2
2019-10-21 07:00:00;14;48;57;35;0;37;108;119;3;21;1
2019-10-21 07:15:00;16;58;71;53;0;58;111;123;3;36;2
2019-10-21 07:30:00;26;48;48;39;0;42;93;112;5;32;1
2019-10-21 07:45:00;28;56;71;39;0;40;119;128;3;40;0
2019-10-21 08:00:00;36;48;52;32;0;39;124;118;6;44;0
2019-10-21 08:15:00;33;64;53;25;0;31;104;116;6;39;0
2019-10-21 08:30:00;40;54;40;39;0;41;120;142;7;47;1
2019-10-21 08:45:00;36;50;59;31;0;34;111;141;3;41;0
2019-10-21 09:00:00;28;44;52;20;0;27;105;121;3;32;0
2019-10-21 09:15:00;34;47;42;22;0;28;105;125;2;36;1
2019-10-21 09:30:00;50;43;39;26;0;34;101;104;5;58;3
2019-10-21 09:45:00;31;44;61;16;0;16;87;103;6;35;2
2019-10-21 10:00:00;47;50;61;15;1;19;87;94;6;49;3
2019-10-21 10:15:00;33;48;35;20;0;23;68;79;1;40;3
2019-10-21 10:30:00;46;54;67;9;0;15;80;62;6;39;2
2019-10-21 10:45:00;45;50;41;23;0;18;78;72;4;38;1
2019-10-21 11:00:00;42;54;41;20;0;21;65;67;4;24;1
2019-10-21 11:15:00;47;44;58;15;0;11;68;68;4;47;2
2019-10-21 11:30:00;44;49;68;16;0;16;68;73;5;40;1
2019-10-21 11:45:00;55;43;55;12;0;12;87;62;4;49;3
2019-10-21 12:00:00;33;44;66;12;0;13;79;72;7;25;0
2019-10-21 12:15:00;53;60;82;12;0;14;87;68;6;50;1
2019-10-21 12:30:00;35;52;56;7;0;7;95;76;1;33;1
2019-10-21 12:45:00;43;58;63;16;0;13;87;85;5;45;4
2019-10-21 13:00:00;41;59;59;12;0;14;107;122;1;41;4
2019-10-21 13:15:00;38;39;58;10;0;12;95;123;5;36;1
2019-10-21 13:30:00;44;57;63;14;0;17;133;137;5;35;1
2019-10-21 13:45:00;54;73;75;12;0;13;100;97;0;41;3
2019-10-21 14:00:00;38;67;75;4;0;12;83;89;1;32;0
2019-10-21 14:15:00;61;102;119;14;0;13;95;88;5;42;3
2019-10-21 14:30:00;72;96;108;20;0;14;83;84;5;57;3
2019-10-21 14:45:00;68;89;103;10;0;15;76;71;2;41;6
2019-10-21 15:00:00;59;102;108;12;0;16;84;87;2;41;3
2019-10-21 15:15:00;68;88;107;14;0;18;81;95;5;48;4
2019-10-21 15:30:00;82;98;114;10;0;14;91;91;1;41;4
2019-10-21 15:45:00;76;102;123;15;0;12;92;89;3;31;1
2019-10-21 16:00:00;82;110;109;14;0;18;64;65;5;45;3
2019-10-21 16:15:00;53;107;112;15;0;18;103;86;6;39;8
2019-10-21 16:30:00;89;97;109;14;0;17;109;96;4;47;2
2019-10-21 16:45:00;73;100;109;24;0;23;95;88;4;41;6
2019-10-21 17:00:00;85;113;114;17;0;20;95;97;6;45;3
2019-10-21 17:15:00;76;107;111;21;0;20;111;115;5;47;5
2019-10-21 17:30:00;82;109;107;12;0;12;102;111;3;41;2
2019-10-21 17:45:00;72;103;112;13;0;17;104;88;0;38;2
2019-10-21 18:00:00;66;96;98;11;0;12;85;88;3;46;1
2019-10-21 18:15:00;59;103;93;10;0;11;80;79;1;40;3
2019-10-21 18:30:00;55;95;99;5;0;8;85;73;4;51;1
2019-10-21 18:45:00;41;84;75;7;0;10;72;66;6;33;1
2019-10-21 19:00:00;52;72;66;10;0;10;71;59;5;27;1
2019-10-21 19:15:00;35;70;61;14;0;12;87;53;4;36;2
2019-10-21 19:30:00;34;60;39;9;0;11;65;46;2;25;0
2019-10-21 19:45:00;35;32;27;5;0;5;65;37;2;33;1
2019-10-21 20:00:00;29;48;35;8;0;11;67;38;1;30;0
2019-10-21 20:15:00;30;45;32;7;0;7;64;38;1;25;0
2019-10-21 20:30:00;21;40;25;7;0;7;59;29;4;25;0
2019-10-21 20:45:00;25;27;24;5;0;6;68;37;2;28;1
2019-10-21 21:00:00;24;25;12;2;0;2;90;90;1;24;2
2019-10-21 21:15:00;19;24;14;4;0;5;85;76;2;16;4
2019-10-21 21:30:00;16;28;16;6;0;5;54;27;3;19;1
2019-10-21 21:45:00;19;54;48;4;0;7;46;23;1;19;0
2019-10-21 22:00:00;36;89;69;5;0;3;34;15;0;34;0
2019-10-21 22:15:00;28;71;37;1;0;4;40;26;0;24;2
2019-10-21 22:30:00;12;23;8;2;0;4;37;10;0;15;1
2019-10-21 22:45:00;7;20;7;1;0;4;14;1;0;7;0
2019-10-21 23:00:00;6;10;5;3;0;6;24;9;1;10;0
2019-10-21 23:15:00;8;18;3;3;0;3;21;6;1;12;1
2019-10-21 23:30:00;11;9;3;0;0;1;15;5;0;11;1
2019-10-21 23:45:00;6;9;7;2;0;5;17;9;2;7;0
