DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-11-20 00:00:00;13;5;0;1;4;4;13;3;4;0;0;0
2020-11-20 00:15:00;13;4;0;1;8;4;14;5;3;0;0;2
2020-11-20 00:30:00;15;8;0;0;5;10;16;7;9;1;0;2
2020-11-20 00:45:00;5;4;2;0;12;7;4;9;9;0;0;0
2020-11-20 01:00:00;6;4;0;0;2;5;7;2;3;1;0;0
2020-11-20 01:15:00;5;5;0;0;4;0;6;3;0;0;0;0
2020-11-20 01:30:00;18;13;0;1;2;10;19;5;6;0;0;0
2020-11-20 01:45:00;9;3;0;0;4;3;9;3;3;0;0;1
2020-11-20 02:00:00;10;5;0;0;2;6;10;2;3;0;0;0
2020-11-20 02:15:00;10;6;1;0;3;1;10;3;1;0;0;0
2020-11-20 02:30:00;7;6;1;0;2;7;7;3;6;0;0;0
2020-11-20 02:45:00;10;7;0;1;1;4;10;1;2;0;0;0
2020-11-20 03:00:00;8;5;0;0;2;4;9;2;4;0;0;0
2020-11-20 03:15:00;7;4;1;1;7;5;8;10;9;1;0;0
2020-11-20 03:30:00;8;2;0;2;4;7;9;8;8;0;0;0
2020-11-20 03:45:00;9;7;1;1;10;6;11;12;12;0;0;0
2020-11-20 04:00:00;9;4;0;0;9;10;9;8;11;1;0;0
2020-11-20 04:15:00;16;4;0;0;4;11;16;5;12;2;0;1
2020-11-20 04:30:00;16;7;2;1;9;11;16;14;16;0;0;0
2020-11-20 04:45:00;32;10;2;3;22;15;32;26;25;0;0;1
2020-11-20 05:00:00;44;16;0;1;29;44;44;36;38;7;0;2
2020-11-20 05:15:00;60;10;1;2;39;68;56;30;37;4;0;4
2020-11-20 05:30:00;78;27;8;4;43;64;78;5;4;1;0;4
2020-11-20 05:45:00;144;25;7;13;33;64;143;31;32;3;0;2
2020-11-20 06:00:00;172;37;5;12;32;57;173;41;42;0;0;5
2020-11-20 06:15:00;169;48;5;12;47;64;165;52;53;1;0;5
2020-11-20 06:30:00;150;28;11;12;28;88;152;48;52;2;0;11
2020-11-20 06:45:00;125;40;16;10;57;85;129;66;61;5;0;2
2020-11-20 07:00:00;150;32;8;10;59;122;166;73;116;2;0;14
2020-11-20 07:15:00;198;36;13;18;79;184;226;105;143;4;0;9
2020-11-20 07:30:00;197;49;39;49;106;213;239;135;180;3;1;18
2020-11-20 07:45:00;209;37;30;36;119;159;237;108;149;4;1;21
2020-11-20 08:00:00;162;35;24;28;73;83;172;86;124;2;0;6
2020-11-20 08:15:00;138;29;25;22;56;93;129;91;94;2;0;4
2020-11-20 08:30:00;153;42;19;24;54;64;164;60;94;1;1;5
2020-11-20 08:45:00;178;32;27;34;69;107;182;81;101;1;2;3
2020-11-20 09:00:00;168;48;23;21;63;107;171;73;104;4;2;5
2020-11-20 09:15:00;160;46;32;26;70;113;178;91;114;2;1;7
2020-11-20 09:30:00;168;40;20;27;78;122;177;93;123;4;3;5
2020-11-20 09:45:00;177;43;19;37;72;138;195;90;151;1;1;4
2020-11-20 10:00:00;181;34;14;25;67;132;204;73;133;2;1;1
2020-11-20 10:15:00;175;36;29;42;71;115;197;93;114;0;2;4
2020-11-20 10:30:00;188;36;30;32;111;121;218;92;124;3;1;7
2020-11-20 10:45:00;187;34;34;35;107;127;196;96;127;3;5;5
2020-11-20 11:00:00;210;34;39;35;83;138;221;100;145;3;4;4
2020-11-20 11:15:00;209;37;31;45;55;58;220;89;102;4;1;3
2020-11-20 11:30:00;243;33;27;54;72;71;244;87;120;3;4;3
2020-11-20 11:45:00;229;23;32;60;54;80;240;103;118;4;2;5
2020-11-20 12:00:00;208;31;34;56;60;77;223;117;113;2;5;10
2020-11-20 12:15:00;274;35;37;69;84;68;290;116;139;1;4;14
2020-11-20 12:30:00;248;25;44;74;36;70;242;149;136;4;4;13
2020-11-20 12:45:00;264;35;25;71;86;127;236;100;157;4;1;10
2020-11-20 13:00:00;238;24;45;68;86;49;213;122;151;1;5;14
2020-11-20 13:15:00;256;17;50;90;61;100;247;152;165;2;2;7
2020-11-20 13:30:00;236;23;39;78;63;90;200;121;175;0;1;14
2020-11-20 13:45:00;273;27;34;88;91;65;248;124;159;0;5;9
2020-11-20 14:00:00;271;46;28;63;69;84;198;113;143;0;2;9
2020-11-20 14:15:00;264;39;34;83;66;94;223;91;133;1;1;13
2020-11-20 14:30:00;290;32;25;66;68;90;227;102;153;1;2;7
2020-11-20 14:45:00;277;36;27;70;70;85;237;97;147;1;4;12
2020-11-20 15:00:00;272;30;23;72;89;127;250;106;153;0;5;13
2020-11-20 15:15:00;229;27;24;60;83;100;234;108;157;1;1;8
2020-11-20 15:30:00;271;18;40;61;80;139;256;113;172;1;1;6
2020-11-20 15:45:00;274;33;37;56;56;111;283;107;166;1;0;14
2020-11-20 16:00:00;257;19;33;53;77;99;245;115;140;0;1;5
2020-11-20 16:15:00;268;24;40;64;83;115;271;115;141;0;4;11
2020-11-20 16:30:00;262;27;27;63;72;95;255;110;134;0;5;11
2020-11-20 16:45:00;246;36;23;50;23;31;239;82;104;1;0;10
2020-11-20 17:00:00;267;29;26;43;53;71;283;100;129;0;0;4
2020-11-20 17:15:00;218;19;28;49;55;86;215;92;97;3;0;4
2020-11-20 17:30:00;233;37;22;51;65;86;230;93;110;1;0;9
2020-11-20 17:45:00;210;31;16;47;66;86;218;81;94;0;0;7
