DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-04-23 00:00:00;1;1;1;3;2;0;0;3
2020-04-23 00:15:00;5;4;1;1;0;4;0;2
2020-04-23 00:30:00;2;3;1;2;2;2;0;0
2020-04-23 00:45:00;2;4;2;0;0;1;0;0
2020-04-23 01:00:00;2;1;0;1;0;0;0;0
2020-04-23 01:15:00;1;1;1;3;1;0;0;1
2020-04-23 01:30:00;0;2;1;1;0;0;0;1
2020-04-23 01:45:00;2;2;0;0;1;0;0;1
2020-04-23 02:00:00;0;1;1;0;0;0;0;2
2020-04-23 02:15:00;1;0;0;0;0;0;0;0
2020-04-23 02:30:00;1;1;1;0;2;0;0;1
2020-04-23 02:45:00;3;0;0;1;1;0;0;0
2020-04-23 03:00:00;1;1;0;1;1;0;0;0
2020-04-23 03:15:00;0;1;0;0;0;0;0;0
2020-04-23 03:30:00;3;1;0;0;1;1;0;1
2020-04-23 03:45:00;1;1;1;0;0;1;0;0
2020-04-23 04:00:00;1;1;0;1;1;1;0;0
2020-04-23 04:15:00;2;1;1;1;0;1;0;0
2020-04-23 04:30:00;4;2;1;2;1;0;0;2
2020-04-23 04:45:00;0;0;1;2;2;3;0;1
2020-04-23 05:00:00;7;14;9;7;4;0;0;4
2020-04-23 05:15:00;10;15;20;6;4;2;0;7
2020-04-23 05:30:00;24;21;34;9;3;5;0;9
2020-04-23 05:45:00;29;22;39;4;6;7;0;4
2020-04-23 06:00:00;17;15;27;7;6;8;0;8
2020-04-23 06:15:00;28;20;30;13;13;8;0;9
2020-04-23 06:30:00;32;34;55;15;13;16;0;16
2020-04-23 06:45:00;44;46;51;22;21;15;0;36
2020-04-23 07:00:00;50;44;46;12;11;13;0;23
2020-04-23 07:15:00;42;32;57;17;28;26;0;35
2020-04-23 07:30:00;43;51;67;15;22;27;0;22
2020-04-23 07:45:00;51;50;49;19;22;30;0;44
2020-04-23 08:00:00;33;26;33;17;25;10;0;15
2020-04-23 08:15:00;38;31;35;26;25;19;0;35
2020-04-23 08:30:00;31;19;25;16;21;20;0;19
2020-04-23 08:45:00;31;33;25;18;34;17;0;34
2020-04-23 09:00:00;36;33;15;12;15;20;0;25
2020-04-23 09:15:00;38;32;23;23;46;20;0;29
2020-04-23 09:30:00;42;39;21;24;30;14;0;23
2020-04-23 09:45:00;36;25;18;23;26;16;0;29
2020-04-23 10:00:00;34;28;20;19;13;19;0;34
2020-04-23 10:15:00;30;24;19;25;34;25;0;31
2020-04-23 10:30:00;41;25;18;24;18;21;0;19
2020-04-23 10:45:00;49;39;17;24;60;21;0;20
2020-04-23 11:00:00;41;39;27;26;20;19;0;33
2020-04-23 11:15:00;41;25;22;28;34;21;0;31
2020-04-23 11:30:00;47;35;19;32;34;23;0;31
2020-04-23 11:45:00;39;41;24;29;24;20;0;35
