DATUM;1(TAFGA);2(TAFBA)
2019-10-23 00:00:00;0;0
2019-10-23 00:15:00;0;0
2019-10-23 00:30:00;0;0
2019-10-23 00:45:00;0;0
2019-10-23 01:00:00;0;0
2019-10-23 01:15:00;0;0
2019-10-23 01:30:00;0;0
2019-10-23 01:45:00;0;0
2019-10-23 02:00:00;0;0
2019-10-23 02:15:00;0;0
2019-10-23 02:30:00;0;0
2019-10-23 02:45:00;0;0
2019-10-23 03:00:00;0;0
2019-10-23 03:15:00;0;0
2019-10-23 03:30:00;0;0
2019-10-23 03:45:00;0;0
2019-10-23 04:00:00;0;0
2019-10-23 04:15:00;0;0
2019-10-23 04:30:00;0;0
2019-10-23 04:45:00;0;0
2019-10-23 05:00:00;0;0
2019-10-23 05:15:00;0;0
2019-10-23 05:30:00;3;1
2019-10-23 05:45:00;8;5
2019-10-23 06:00:00;8;1
2019-10-23 06:15:00;8;6
2019-10-23 06:30:00;9;2
2019-10-23 06:45:00;10;5
2019-10-23 07:00:00;15;0
2019-10-23 07:15:00;15;4
2019-10-23 07:30:00;14;5
2019-10-23 07:45:00;18;2
2019-10-23 08:00:00;19;5
2019-10-23 08:15:00;14;1
2019-10-23 08:30:00;14;2
2019-10-23 08:45:00;12;6
2019-10-23 09:00:00;13;2
2019-10-23 09:15:00;22;1
2019-10-23 09:30:00;13;0
2019-10-23 09:45:00;12;2
2019-10-23 10:00:00;9;2
2019-10-23 10:15:00;15;2
2019-10-23 10:30:00;14;0
2019-10-23 10:45:00;13;4
2019-10-23 11:00:00;12;4
2019-10-23 11:15:00;17;1
2019-10-23 11:30:00;23;6
2019-10-23 11:45:00;16;2
2019-10-23 12:00:00;14;3
2019-10-23 12:15:00;17;4
2019-10-23 12:30:00;17;5
2019-10-23 12:45:00;12;16
2019-10-23 13:00:00;18;6
2019-10-23 13:15:00;18;7
2019-10-23 13:30:00;22;4
2019-10-23 13:45:00;18;3
2019-10-23 14:00:00;22;20
2019-10-23 14:15:00;22;2
2019-10-23 14:30:00;20;10
2019-10-23 14:45:00;22;23
2019-10-23 15:00:00;16;3
2019-10-23 15:15:00;24;5
2019-10-23 15:30:00;17;20
2019-10-23 15:45:00;26;11
2019-10-23 16:00:00;21;5
2019-10-23 16:15:00;25;2
2019-10-23 16:30:00;16;2
2019-10-23 16:45:00;24;4
2019-10-23 17:00:00;20;3
2019-10-23 17:15:00;19;4
2019-10-23 17:30:00;19;16
2019-10-23 17:45:00;22;11
2019-10-23 18:00:00;20;5
2019-10-23 18:15:00;22;2
2019-10-23 18:30:00;25;11
2019-10-23 18:45:00;21;5
2019-10-23 19:00:00;21;0
2019-10-23 19:15:00;13;5
2019-10-23 19:30:00;14;8
2019-10-23 19:45:00;15;10
2019-10-23 20:00:00;12;6
2019-10-23 20:15:00;18;4
2019-10-23 20:30:00;11;3
2019-10-23 20:45:00;7;3
2019-10-23 21:00:00;4;3
2019-10-23 21:15:00;9;1
2019-10-23 21:30:00;3;1
2019-10-23 21:45:00;3;0
2019-10-23 22:00:00;10;4
2019-10-23 22:15:00;6;1
2019-10-23 22:30:00;2;0
2019-10-23 22:45:00;1;0
2019-10-23 23:00:00;0;0
2019-10-23 23:15:00;0;0
2019-10-23 23:30:00;0;0
2019-10-23 23:45:00;0;0
