DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-06-09 00:00:00;0;2;6;0;0;1;1;0;1;0;1
2020-06-09 00:15:00;0;1;7;1;1;2;4;1;1;4;3
2020-06-09 00:30:00;0;3;7;1;1;1;2;1;0;2;2
2020-06-09 00:45:00;0;1;3;0;0;2;3;1;1;4;4
2020-06-09 01:00:00;0;0;3;0;0;2;1;1;0;1;1
2020-06-09 01:15:00;0;3;1;0;0;0;1;4;0;2;0
2020-06-09 01:30:00;1;0;1;0;1;0;0;0;0;3;2
2020-06-09 01:45:00;0;0;3;0;0;2;2;0;0;5;0
2020-06-09 02:00:00;0;0;2;0;0;1;4;1;0;0;0
2020-06-09 02:15:00;0;0;1;0;0;1;0;0;0;2;1
2020-06-09 02:30:00;0;1;3;0;0;1;0;0;1;1;1
2020-06-09 02:45:00;0;0;2;0;0;1;2;2;1;4;2
2020-06-09 03:00:00;0;0;1;0;0;0;2;2;2;2;1
2020-06-09 03:15:00;0;0;0;0;0;1;0;0;0;2;0
2020-06-09 03:30:00;1;2;0;0;1;0;2;0;0;6;1
2020-06-09 03:45:00;1;0;0;0;0;0;1;0;0;6;2
2020-06-09 04:00:00;0;1;0;0;0;0;1;0;0;1;2
2020-06-09 04:15:00;1;1;2;1;1;0;1;0;0;0;3
2020-06-09 04:30:00;1;3;5;0;0;2;1;0;0;1;2
2020-06-09 04:45:00;0;6;8;1;2;2;1;1;0;0;3
2020-06-09 05:00:00;2;15;3;0;1;1;4;1;3;0;9
2020-06-09 05:15:00;2;32;16;3;4;3;6;2;3;6;5
2020-06-09 05:30:00;1;48;27;0;1;7;13;1;3;13;9
2020-06-09 05:45:00;1;23;22;2;3;5;6;0;7;24;11
2020-06-09 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-09 06:15:00;0;25;16;6;4;5;14;2;10;17;14
2020-06-09 06:30:00;7;39;29;7;17;9;13;3;8;8;23
2020-06-09 06:45:00;0;24;32;14;15;8;14;3;17;22;24
2020-06-09 07:00:00;7;28;28;16;22;9;22;9;13;11;26
2020-06-09 07:15:00;2;29;42;20;18;15;25;15;21;16;25
2020-06-09 07:30:00;3;33;29;15;17;17;29;10;21;20;20
2020-06-09 07:45:00;4;30;41;11;16;10;31;10;17;19;18
2020-06-09 08:00:00;8;26;31;9;14;9;26;14;21;14;17
2020-06-09 08:15:00;4;42;41;16;18;11;22;7;20;20;15
2020-06-09 08:30:00;4;30;25;8;8;19;25;11;29;24;13
2020-06-09 09:00:00;0;25;26;11;12;9;26;9;23;27;13
2020-06-09 09:15:00;3;20;23;12;13;15;27;12;28;19;27
2020-06-09 09:30:00;6;36;40;18;17;23;28;11;23;22;16
2020-06-09 09:45:00;3;36;36;13;19;20;25;12;25;26;20
2020-06-09 10:00:00;4;23;30;9;12;21;28;16;25;22;18
