DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2019-10-21 00:00:00;9;12;0;4;13;0;0;1;1;0;0;0;0;0
2019-10-21 00:15:00;10;15;0;4;6;2;2;3;1;0;0;0;0;0
2019-10-21 00:30:00;9;14;0;2;6;1;0;1;0;0;0;0;0;0
2019-10-21 00:45:00;4;11;0;3;4;0;0;0;0;0;0;0;0;0
2019-10-21 01:00:00;15;11;0;4;5;0;0;0;0;0;0;0;0;0
2019-10-21 01:15:00;7;5;0;2;6;1;0;0;0;0;0;0;0;0
2019-10-21 01:30:00;5;7;0;1;8;2;0;1;1;0;0;0;0;0
2019-10-21 01:45:00;5;12;0;4;5;0;0;1;0;0;0;0;0;0
2019-10-21 02:00:00;10;10;0;5;5;0;1;2;0;0;0;0;0;0
2019-10-21 02:15:00;9;11;0;3;8;1;1;1;0;0;0;0;0;0
2019-10-21 02:30:00;6;9;0;8;6;2;0;0;1;0;0;0;0;0
2019-10-21 02:45:00;1;5;0;4;1;2;2;1;0;0;0;0;0;0
2019-10-21 03:00:00;3;6;0;3;2;1;0;0;0;0;0;0;0;0
2019-10-21 03:15:00;5;4;0;1;6;0;0;0;0;0;0;0;0;0
2019-10-21 03:30:00;6;3;0;6;3;1;0;0;0;0;0;0;0;0
2019-10-21 03:45:00;7;6;0;3;4;0;0;0;0;0;0;0;0;0
2019-10-21 04:00:00;9;9;0;8;16;1;0;0;0;0;0;0;0;0
2019-10-21 04:15:00;7;9;0;6;14;2;0;0;0;1;0;0;0;0
2019-10-21 04:30:00;12;24;0;8;17;5;0;0;1;0;0;0;0;0
2019-10-21 04:45:00;27;20;0;6;21;0;0;0;0;0;1;0;0;0
2019-10-21 05:00:00;52;58;0;22;38;3;1;2;0;0;0;0;0;0
2019-10-21 05:15:00;102;119;0;22;44;5;3;3;0;0;0;0;0;0
2019-10-21 05:30:00;133;173;0;31;51;7;0;2;1;1;0;0;0;0
2019-10-21 05:45:00;92;140;0;21;38;10;1;3;3;3;0;0;0;0
2019-10-21 06:00:00;85;101;0;40;64;10;0;4;2;3;0;0;0;0
2019-10-21 06:15:00;132;150;0;62;97;34;1;3;2;1;0;0;0;0
2019-10-21 06:30:00;158;171;1;76;97;25;4;16;3;3;0;0;0;0
2019-10-21 06:45:00;188;189;0;80;93;50;6;19;6;2;0;0;0;0
2019-10-21 07:00:00;175;186;0;81;106;60;4;24;4;6;1;0;0;0
2019-10-21 07:15:00;172;178;0;110;141;82;20;35;8;17;0;1;8;0
2019-10-21 07:30:00;155;138;0;120;93;112;34;39;12;33;0;2;4;0
2019-10-21 07:45:00;153;140;0;123;93;122;62;48;11;30;1;3;5;0
2019-10-21 08:00:00;145;160;0;85;72;104;37;38;11;28;0;1;1;2
2019-10-21 08:15:00;165;156;0;100;92;105;36;35;14;23;3;9;0;5
2019-10-21 08:30:00;151;172;0;92;106;76;22;32;9;13;0;0;1;0
2019-10-21 08:45:00;169;183;2;89;108;83;20;34;12;13;0;0;7;0
2019-10-21 09:00:00;155;182;1;78;93;54;15;22;11;8;2;0;0;0
2019-10-21 09:15:00;118;166;1;74;88;59;16;25;15;19;2;0;0;0
2019-10-21 09:30:00;120;175;1;95;92;66;15;29;15;8;1;0;2;0
2019-10-21 09:45:00;114;165;3;83;95;69;14;31;13;12;1;0;5;4
2019-10-21 10:00:00;116;157;6;74;90;58;30;26;14;9;1;0;6;1
2019-10-21 10:15:00;131;161;2;81;126;67;16;28;15;7;0;4;2;0
2019-10-21 10:30:00;110;151;2;79;101;67;15;30;15;7;16;1;2;0
2019-10-21 10:45:00;122;165;3;93;106;62;16;37;12;5;2;1;50;0
2019-10-21 11:00:00;105;145;0;98;122;61;17;26;10;7;7;1;0;5
2019-10-21 11:15:00;110;156;3;92;108;65;21;33;20;4;0;0;9;0
2019-10-21 11:30:00;89;142;1;95;139;60;37;37;12;7;1;0;3;0
2019-10-21 11:45:00;103;160;1;99;100;55;22;32;14;3;0;6;6;0
2019-10-21 12:00:00;107;160;9;113;132;68;24;32;17;4;4;4;4;3
2019-10-21 12:15:00;99;163;1;101;136;54;18;32;11;2;0;0;1;0
