DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2019-10-16 00:00:00;5;12;12;5;9;3;0
2019-10-16 00:15:00;2;4;4;2;10;6;0
2019-10-16 00:30:00;0;4;4;0;4;4;0
2019-10-16 00:45:00;2;6;6;1;3;3;0
2019-10-16 01:00:00;1;6;6;5;7;6;0
2019-10-16 01:15:00;1;2;2;3;3;2;0
2019-10-16 01:30:00;0;5;5;4;5;3;0
2019-10-16 01:45:00;1;7;7;4;9;6;0
2019-10-16 02:00:00;0;5;5;0;6;1;0
2019-10-16 02:15:00;0;1;1;0;9;6;0
2019-10-16 02:30:00;1;2;2;2;6;1;0
2019-10-16 02:45:00;1;7;7;1;6;3;0
2019-10-16 03:00:00;0;4;4;2;4;3;0
2019-10-16 03:15:00;1;9;9;6;11;10;0
2019-10-16 03:30:00;0;3;3;3;7;3;0
2019-10-16 03:45:00;1;4;4;3;4;0;0
2019-10-16 04:00:00;2;4;4;1;4;2;0
2019-10-16 04:15:00;0;11;11;0;3;3;0
2019-10-16 04:30:00;0;16;16;4;10;6;0
2019-10-16 04:45:00;3;22;22;5;9;6;0
2019-10-16 05:00:00;5;33;32;6;19;8;0
2019-10-16 05:15:00;8;49;50;14;25;10;0
2019-10-16 05:30:00;9;65;64;11;34;11;0
2019-10-16 05:45:00;13;90;87;12;66;30;0
2019-10-16 06:00:00;15;100;100;14;61;28;0
2019-10-16 06:15:00;23;125;120;19;72;44;0
2019-10-16 06:30:00;46;130;116;33;75;39;0
2019-10-16 06:45:00;56;151;146;36;107;57;0
2019-10-16 07:00:00;37;163;157;44;86;41;2
2019-10-16 07:15:00;81;174;156;47;119;40;1
2019-10-16 07:30:00;71;157;145;56;87;42;1
2019-10-16 07:45:00;73;147;135;65;111;45;6
2019-10-16 08:00:00;34;141;136;61;92;37;1
2019-10-16 08:15:00;24;135;133;42;105;42;1
2019-10-16 08:30:00;27;127;122;65;89;37;0
2019-10-16 08:45:00;27;128;121;56;92;38;0
2019-10-16 09:00:00;13;91;90;33;85;40;0
2019-10-16 09:15:00;24;123;116;49;80;39;1
2019-10-16 09:30:00;21;111;111;31;74;46;0
2019-10-16 09:45:00;20;104;97;43;71;43;1
2019-10-16 10:00:00;20;110;106;36;91;43;5
2019-10-16 10:15:00;30;115;110;39;75;39;1
2019-10-16 10:30:00;25;126;116;41;84;50;1
2019-10-16 10:45:00;20;113;106;40;90;46;1
2019-10-16 11:00:00;22;94;90;42;75;39;2
2019-10-16 11:15:00;31;115;109;38;83;53;2
2019-10-16 11:30:00;22;90;89;49;104;50;4
2019-10-16 11:45:00;18;100;94;40;84;33;1
2019-10-16 12:00:00;17;76;78;56;86;40;9
2019-10-16 12:15:00;25;105;101;45;93;42;11
2019-10-16 12:30:00;33;108;97;29;104;54;3
2019-10-16 12:45:00;24;97;94;45;99;51;6
2019-10-16 13:00:00;12;105;105;58;99;58;5
2019-10-16 13:15:00;26;120;110;31;106;58;5
2019-10-16 13:30:00;19;115;113;33;109;52;2
2019-10-16 13:45:00;23;93;93;47;97;54;1
2019-10-16 14:00:00;23;113;107;49;85;42;1
2019-10-16 14:15:00;30;110;105;47;94;53;0
2019-10-16 14:30:00;22;108;100;46;111;68;1
2019-10-16 14:45:00;32;119;109;37;108;59;3
2019-10-16 15:00:00;43;118;113;62;118;71;1
2019-10-16 15:15:00;37;137;130;62;124;66;3
2019-10-16 15:30:00;27;127;123;63;115;60;0
2019-10-16 15:45:00;43;121;115;52;117;65;9
2019-10-16 16:00:00;30;137;128;84;140;52;0
2019-10-16 16:15:00;40;138;130;65;136;49;1
2019-10-16 16:30:00;36;131;127;55;147;96;3
2019-10-16 16:45:00;44;150;144;54;136;63;8
2019-10-16 17:00:00;48;121;122;94;130;54;2
2019-10-16 17:15:00;32;121;118;59;114;56;2
2019-10-16 17:30:00;27;119;116;41;117;47;0
2019-10-16 17:45:00;26;109;103;40;93;44;2
2019-10-16 18:00:00;12;78;74;37;73;42;0
2019-10-16 18:15:00;16;95;90;38;80;36;1
2019-10-16 18:30:00;22;90;87;19;80;36;0
2019-10-16 18:45:00;31;86;84;22;72;40;0
2019-10-16 19:00:00;24;97;93;10;62;29;1
2019-10-16 19:15:00;23;70;67;15;53;20;0
2019-10-16 19:30:00;10;55;52;8;52;18;0
2019-10-16 19:45:00;10;45;45;8;52;26;0
2019-10-16 20:00:00;16;48;45;4;52;17;0
2019-10-16 20:15:00;12;31;30;5;49;15;0
2019-10-16 20:30:00;8;37;37;9;26;8;0
2019-10-16 20:45:00;14;44;41;6;43;20;0
2019-10-16 21:00:00;6;36;35;7;34;14;0
2019-10-16 21:15:00;15;70;69;12;39;16;0
2019-10-16 21:30:00;6;23;21;5;32;9;0
2019-10-16 21:45:00;7;27;25;4;40;17;0
2019-10-16 22:00:00;5;28;27;3;35;17;0
2019-10-16 22:15:00;12;35;33;14;44;16;0
2019-10-16 22:30:00;1;14;13;9;21;11;0
2019-10-16 22:45:00;4;16;16;4;13;6;0
2019-10-16 23:00:00;5;17;16;6;21;12;0
2019-10-16 23:15:00;3;16;16;3;15;12;0
2019-10-16 23:30:00;1;8;8;3;18;13;0
2019-10-16 23:45:00;3;9;10;6;9;5;0
