DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-11-09 00:00:00;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2020-11-09 00:15:00;5;0;2;6;6;2;1;0;3;0;0;0;0;0;0
2020-11-09 00:30:00;4;1;2;0;0;0;0;0;6;0;0;0;0;0;0
2020-11-09 00:45:00;2;0;0;1;1;1;1;1;3;0;0;0;0;0;0
2020-11-09 01:00:00;3;1;2;2;2;0;0;1;6;0;0;0;0;0;0
2020-11-09 01:15:00;4;1;1;4;4;1;1;0;7;0;0;0;0;0;0
2020-11-09 01:30:00;2;0;2;0;0;0;0;0;6;0;0;0;0;0;0
2020-11-09 01:45:00;3;2;2;2;1;1;1;0;1;0;0;0;0;0;0
2020-11-09 02:00:00;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0
2020-11-09 02:15:00;4;0;4;0;0;0;0;0;3;0;0;0;0;0;0
2020-11-09 02:30:00;3;1;1;1;1;1;0;0;2;0;0;0;0;0;0
2020-11-09 02:45:00;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0
2020-11-09 03:00:00;1;1;2;1;1;1;1;0;4;0;0;0;0;0;0
2020-11-09 03:15:00;6;0;4;0;0;0;0;0;3;0;0;0;0;0;0
2020-11-09 03:30:00;4;2;3;3;3;0;0;0;5;0;0;0;0;0;0
2020-11-09 03:45:00;2;2;2;3;3;2;1;0;1;0;0;0;0;0;0
2020-11-09 04:00:00;7;1;4;1;1;2;1;1;6;0;0;0;0;0;0
2020-11-09 04:15:00;6;2;6;3;3;0;0;0;5;0;0;0;0;0;0
2020-11-09 04:30:00;8;4;10;5;5;2;1;2;6;0;0;0;0;0;0
2020-11-09 04:45:00;10;13;18;0;0;2;2;3;9;0;0;0;0;0;0
